biosequence_name,is_covering,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
O43924,C,canonical,  0.957,  1.000,3,  1.759,1,2,2q37.1,232597135,232646019,-,,,O43924,2388,1,,,,"PDE6D_HUMAN Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Homo sapiens GN=PDE6D PE=1 SV=1 CONCAT=1",Homo sapiens
P08648,C,canonical,  0.957,  1.000,1,  0.065,1,12,12q13.13,54789045,54813244,-,,,P08648,2389,1,,,,ITA5_HUMAN Integrin alpha-5 OS=Homo sapiens GN=ITGA5 PE=1 SV=2 CONCAT=8,Homo sapiens
Q9UNK0,C,canonical,  0.957,  1.000,2,  0.489,1,17,17p13.1,9153788,9479553,-,,,Q9UNK0,2390,2,,,,STX8_HUMAN Syntaxin-8 OS=Homo sapiens GN=STX8 PE=1 SV=2 CONCAT=1,Homo sapiens
P02778,C,canonical,  0.957,  1.000,2,  1.173,1,4,4q21.1,76942273,76944650,-,,,P02778,2391,1,,,,CXL10_HUMAN C-X-C motif chemokine 10 OS=Homo sapiens GN=CXCL10 PE=1 SV=2 CONCAT=7,Homo sapiens
Q9H4A3,C,canonical,  0.957,  1.000,1,  0.039,1,12,12p13.3,0,0, ,,,Q9H4A3,2392,8,,,,WNK1_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens GN=WNK1 PE=1 SV=2 CONCAT=20,Homo sapiens
Q96PE1,C,canonical,  0.957,  1.000,2,  0.109,1,8,8p11.23,37654424,37702414,+,,,Q96PE1,2393,5,,,,GP124_HUMAN G-protein coupled receptor 124 OS=Homo sapiens GN=GPR124 PE=1 SV=2 CONCAT=6,Homo sapiens
P48357,C,canonical,  0.957,  1.000,1,  0.051,1,1,1p31.3,65886248,66091853,+,,,P48357,2394,5,,,,LEPR_HUMAN Leptin receptor OS=Homo sapiens GN=LEPR PE=1 SV=2 CONCAT=14,Homo sapiens
Q8WUA8,C,canonical,  0.957,  1.000,1,  0.195,1,11,11q13.5,76494283,76509198,+,,,Q8WUA8,2395,2,,,,TSK_HUMAN Tsukushin OS=Homo sapiens GN=TSKU PE=2 SV=3 CONCAT=10,Homo sapiens
Q9NRX5,C,canonical,  0.957,  1.000,1,  0.147,1,6,6q22.31,122764499,122792967,-,,,Q9NRX5,2396,1,,,,SERC1_HUMAN Serine incorporator 1 OS=Homo sapiens GN=SERINC1 PE=1 SV=1 CONCAT=5,Homo sapiens
O14656,C,canonical,  0.957,  1.000,2,  0.326,1,9,9q34.11,132575223,132586413,-,,,O14656,2397,3,,,,TOR1A_HUMAN Torsin-1A OS=Homo sapiens GN=TOR1A PE=1 SV=1 CONCAT=9,Homo sapiens
P29317,C,canonical,  0.957,  1.000,1,  0.057,1,1,1p36.13,16450832,16482582,-,,,P29317,2398,1,,,,EPHA2_HUMAN Ephrin type-A receptor 2 OS=Homo sapiens GN=EPHA2 PE=1 SV=2 CONCAT=16,Homo sapiens
Q5JXA9,C,canonical,  0.957,  1.000,1,  0.163,1,20,20p13,1455236,1472042,-,,,Q5JXA9,2399,2,,,,SIRB2_HUMAN Signal-regulatory protein beta-2 OS=Homo sapiens GN=SIRPB2 PE=2 SV=1 CONCAT=9,Homo sapiens
Q9BZQ8,C,canonical,  0.957,  1.000,2,  0.133,1,1,1q25.3,184760164,184943682,-,,,Q9BZQ8,2400,1,,,,NIBAN_HUMAN Protein Niban OS=Homo sapiens GN=FAM129A PE=1 SV=1 CONCAT=5,Homo sapiens
Q96I82,C,canonical,  0.957,  1.000,1,  0.267,1,10,10q24.31,102821598,102825349,+,,,Q96I82,2401,3,,,,KAZD1_HUMAN Kazal-type serine protease inhibitor domain-containing protein 1 OS=Homo sapiens GN=KAZALD1 PE=1 SV=1 CONCAT=10,Homo sapiens
Q9BQ51,C,canonical,  0.957,  1.000,2,  0.419,1,9,9p24.1,5510545,5571282,+,,,Q9BQ51,2402,3,,,,PD1L2_HUMAN Programmed cell death 1 ligand 2 OS=Homo sapiens GN=PDCD1LG2 PE=1 SV=2 CONCAT=9,Homo sapiens
P49419,C,canonical,  0.957,  1.000,1,  0.109,1,5,5q23.2,125877533,125931110,-,,,P49419,2403,5,,,,AL7A1_HUMAN Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5 CONCAT=14,Homo sapiens
P63302,C,canonical,  0.957,  1.000,1,  0.733,1,19,19q13.33,48281934,48287821,+,,,P63302,2404,2,,,,SELW_HUMAN Selenoprotein W OS=Homo sapiens GN=SEPW1 PE=1 SV=3 CONCAT=2,Homo sapiens
Q9ULV1,C,canonical,  0.957,  1.000,1,  0.133,1,11,11q14.2,86656721,86666433,-,,,Q9ULV1,2405,2,,,,FZD4_HUMAN Frizzled-4 OS=Homo sapiens GN=FZD4 PE=1 SV=2 CONCAT=31,Homo sapiens
Q6EEV4,C,canonical,  0.957,  1.000,1,  0.419,1,15,15q21.3,0,0, ,,,Q6EEV4,2406,2,,,,"GL1AD_HUMAN DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 OS=Homo sapiens GN=POLR2M PE=1 SV=1 CONCAT=2",Homo sapiens
Q9HCQ5,C,canonical,  0.957,  1.000,2,  0.189,1,12,12q24.33,132680924,132690573,-,,,Q9HCQ5,2407,5,,,,GALT9_HUMAN Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens GN=GALNT9 PE=2 SV=3 CONCAT=1,Homo sapiens
P29320,C,canonical,  0.957,  1.000,1,  0.056,1,3,3p11.1,89156674,89531284,+,,,P29320,2408,3,,,,EPHA3_HUMAN Ephrin type-A receptor 3 OS=Homo sapiens GN=EPHA3 PE=1 SV=2 CONCAT=24,Homo sapiens
P17643,C,canonical,  0.957,  1.000,1,  0.122,1,9,9p23,12693435,12710290,+,,,P17643,2409,2,,,,"TYRP1_HUMAN 5,6-dihydroxyindole-2-carboxylic acid oxidase OS=Homo sapiens GN=TYRP1 PE=1 SV=2 CONCAT=9",Homo sapiens
E2RYF7,C,canonical,  0.957,  1.000,1,  0.209,1,6,6p21.33,0,0, ,,,E2RYF7,2410,2,,,,PBMU2_HUMAN Protein PBMUCL2 OS=Homo sapiens GN=HCG22 PE=2 SV=1 CONCAT=6,Homo sapiens
Q9Y5E9,C,canonical,  0.957,  1.000,1,  0.075,1,5,5q31.3,140603078,140605858,+,,,Q9Y5E9,2411,2,,,,PCDBE_HUMAN Protocadherin beta-14 OS=Homo sapiens GN=PCDHB14 PE=2 SV=1 CONCAT=6,Homo sapiens
Q14157,C,canonical,  0.957,  1.000,1,  0.077,1,1,1q21.2,0,0, ,,,Q14157,2412,12,,,,UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2 CONCAT=2,Homo sapiens
Q16663,C,canonical,  0.957,  1.000,3,  2.199,1,17,17q12,34324618,34329084,-,,,Q16663,2413,2,,,,CCL15_HUMAN C-C motif chemokine 15 OS=Homo sapiens GN=CCL15 PE=1 SV=2 CONCAT=14,Homo sapiens
Q6UUV9,C,canonical,  0.957,  1.000,1,  0.163,1,19,19p13.11,0,0, ,,,Q6UUV9,2414,4,,,,CRTC1_HUMAN CREB-regulated transcription coactivator 1 OS=Homo sapiens GN=CRTC1 PE=1 SV=2 CONCAT=4,Homo sapiens
Q5MNZ6,C,canonical,  0.957,  1.000,1,  0.195,1,17,17q25.3,80572438,80606411,-,,,Q5MNZ6,2415,4,,,,WIPI3_HUMAN WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45B PE=2 SV=2 CONCAT=1,Homo sapiens
O75477,C,canonical,  0.957,  1.000,1,  0.154,1,10,10q24.31,101911565,101945790,-,,,O75477,2416,2,,,,ERLN1_HUMAN Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1 CONCAT=1,Homo sapiens
Q9Y225-2,C,canonical,  0.957,  1.000,1,  0.489,1,20,20p13,3907956,3996036,-,,,Q9Y225-2,2417,1,,,,RNF24_HUMAN Isoform 2 of RING finger protein 24 OS=Homo sapiens GN=RNF24,Homo sapiens
B1AKI9,C,canonical,  0.957,  1.000,1,  0.133,1,20,20p12.1,13202418,13281298,+,,,B1AKI9,2418,1,,,,ISM1_HUMAN Isthmin-1 OS=Homo sapiens GN=ISM1 PE=2 SV=2 CONCAT=7,Homo sapiens
Q496J9,C,canonical,  0.957,  1.000,1,  0.109,1,5,5q13.3,75378997,75625904,+,,,Q496J9,2419,2,,,,SV2C_HUMAN Synaptic vesicle glycoprotein 2C OS=Homo sapiens GN=SV2C PE=1 SV=1 CONCAT=3,Homo sapiens
Q8NCB2,C,canonical,  0.957,  1.000,1,  0.113,1,3,3p21.31,0,0, ,,,Q8NCB2,2420,6,,,,CAMKV_HUMAN CaM kinase-like vesicle-associated protein OS=Homo sapiens GN=CAMKV PE=1 SV=2 CONCAT=8,Homo sapiens
O95498,C,canonical,  0.957,  1.000,1,  0.140,1,6,6q23-q24,0,0, ,,,O95498,2421,14,,,,VNN2_HUMAN Vascular non-inflammatory molecule 2 OS=Homo sapiens GN=VNN2 PE=1 SV=3 CONCAT=18,Homo sapiens
Q13491,C,canonical,  0.957,  1.000,1,  0.366,1,X,Xp22.2,13789150,13835461,-,,,Q13491,2422,8,,,,GPM6B_HUMAN Neuronal membrane glycoprotein M6-b OS=Homo sapiens GN=GPM6B PE=1 SV=2 CONCAT=1,Homo sapiens
P15882,C,canonical,  0.957,  1.000,1,  0.113,1,2,2q31.1,175664220,175712277,-,,,P15882,2423,8,,,,CHIN_HUMAN N-chimaerin OS=Homo sapiens GN=CHN1 PE=1 SV=3 CONCAT=10,Homo sapiens
P01732,C,canonical,  0.957,  1.000,1,  0.293,1,2,2p11.2,87011733,87018803,-,,,P01732,2424,5,,,,CD8A_HUMAN T-cell surface glycoprotein CD8 alpha chain OS=Homo sapiens GN=CD8A PE=1 SV=1 CONCAT=7,Homo sapiens
Q96DB5,C,canonical,  0.957,  1.000,1,  0.133,1,8,8q21.3,87484579,87521009,-,,,Q96DB5,2425,6,,,,RMD1_HUMAN Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1 CONCAT=2,Homo sapiens
Q02763,C,canonical,  0.957,  1.000,1,  0.056,1,9,9p21.2,27109147,27230173,+,,,Q02763,2426,6,,,,TIE2_HUMAN Angiopoietin-1 receptor OS=Homo sapiens GN=TEK PE=1 SV=2 CONCAT=26,Homo sapiens
P54315,C,canonical,  0.957,  1.000,1,  0.109,1,10,10q25.3,118350474,118368687,+,,,P54315,2427,2,,,,LIPR1_HUMAN Inactive pancreatic lipase-related protein 1 OS=Homo sapiens GN=PNLIPRP1 PE=1 SV=1 CONCAT=11,Homo sapiens
P29322,C,canonical,  0.957,  1.000,2,  0.111,1,1,1p36.12,22890057,22930087,+,,,P29322,2428,2,,,,EPHA8_HUMAN Ephrin type-A receptor 8 OS=Homo sapiens GN=EPHA8 PE=1 SV=2 CONCAT=15,Homo sapiens
Q92796,C,canonical,  0.957,  1.000,1,  0.070,1,X,Xq13.1,69672155,69725337,+,,,Q92796,2429,4,,,,DLG3_HUMAN Disks large homolog 3 OS=Homo sapiens GN=DLG3 PE=1 SV=2 CONCAT=2,Homo sapiens
Q8WUG5,C,canonical,  0.957,  1.000,1,  0.163,1,14,14q11.2,23815527,23821760,-,,,Q8WUG5,2430,3,,,,S22AH_HUMAN Solute carrier family 22 member 17 OS=Homo sapiens GN=SLC22A17 PE=2 SV=1 CONCAT=1,Homo sapiens
P46379,C,canonical,  0.957,  1.000,2,  0.140,1,6,6p21.3,0,0, ,,,P46379,2431,6,,,,BAG6_HUMAN Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=1 SV=2 CONCAT=3,Homo sapiens
Q9NWQ8,C,canonical,  0.957,  1.000,2,  0.309,1,8,8q21.13,81880045,82024303,-,,,Q9NWQ8,2432,1,,,,PHAG1_HUMAN Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Homo sapiens GN=PAG1 PE=1 SV=2 CONCAT=1,Homo sapiens
Q13442,C,canonical,  0.957,  1.000,1,  0.419,1,7,7q22.1,98992586,99006452,-,,,Q13442,2433,2,,,,HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1 CONCAT=1,Homo sapiens
P55107,C,canonical,  0.957,  1.000,2,  0.209,1,10,10q11.22,48425815,48438976,-,,,P55107,2434,2,,,,BMP3B_HUMAN Bone morphogenetic protein 3B OS=Homo sapiens GN=GDF10 PE=2 SV=1 CONCAT=9,Homo sapiens
Q9Y680,C,canonical,  0.957,  1.000,2,  0.326,1,2,2q31.2,179328391,179343285,-,,,Q9Y680,2435,6,,,,FKBP7_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Homo sapiens GN=FKBP7 PE=1 SV=1 CONCAT=6,Homo sapiens
Q9Y6F9,C,canonical,  0.957,  1.000,1,  0.163,1,2,2q35,219724544,219738955,+,,,Q9Y6F9,2436,1,,,,WNT6_HUMAN Protein Wnt-6 OS=Homo sapiens GN=WNT6 PE=1 SV=2 CONCAT=6,Homo sapiens
P55000,C,canonical,  0.957,  1.000,2,  1.173,1,8,8q24.3,143822362,143823829,-,,,P55000,2437,1,,,,SLUR1_HUMAN Secreted Ly-6/uPAR-related protein 1 OS=Homo sapiens GN=SLURP1 PE=1 SV=2 CONCAT=12,Homo sapiens
Q96HD9,C,canonical,  0.957,  1.000,1,  0.172,1,11,11q13.2,67410026,67418130,-,,,Q96HD9,2438,2,,,,ACY3_HUMAN N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) OS=Homo sapiens GN=ACY3 PE=1 SV=1 CONCAT=4,Homo sapiens
O43237,C,canonical,  0.957,  1.000,1,  0.109,1,16,16q22.1,66754796,66785701,-,,,O43237,2439,3,,,,DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=1 SV=1 CONCAT=1,Homo sapiens
P53004,C,canonical,  0.957,  1.000,2,  0.345,1,7,7p13,43798279,43846938,+,,,P53004,2440,1,,,,BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2 CONCAT=9,Homo sapiens
P26842,C,canonical,  0.957,  1.000,2,  0.391,1,12,12p13.31,6554033,6560884,+,,,P26842,2441,1,,,,CD27_HUMAN CD27 antigen OS=Homo sapiens GN=CD27 PE=1 SV=2 CONCAT=10,Homo sapiens
Q9Y561,C,canonical,  0.957,  1.000,1,  0.064,1,8,8q22.3,105501478,105601234,-,,,Q9Y561,2442,2,,,,LRP12_HUMAN Low-density lipoprotein receptor-related protein 12 OS=Homo sapiens GN=LRP12 PE=1 SV=1 CONCAT=7,Homo sapiens
Q13255,C,canonical,  0.957,  1.000,1,  0.048,1,6,6q24,0,0, ,,,Q13255,2443,3,,,,GRM1_HUMAN Metabotropic glutamate receptor 1 OS=Homo sapiens GN=GRM1 PE=1 SV=3 CONCAT=15,Homo sapiens
Q9Y2S2,C,canonical,  0.957,  1.000,3,  0.489,1,13,13q12.11,20977806,21099996,-,,,Q9Y2S2,2444,3,,,,CRYL1_HUMAN Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3 CONCAT=2,Homo sapiens
Q9P1W3,C,canonical,  0.957,  1.000,1,  0.084,1,14,14q24.3,77648170,77725838,+,,,Q9P1W3,2445,2,,,,TM63C_HUMAN Transmembrane protein 63C OS=Homo sapiens GN=TMEM63C PE=2 SV=1 CONCAT=2,Homo sapiens
P61457,C,canonical,  0.957,  1.000,1,  0.419,1,10,10q22.1,72643267,72648541,-,,,P61457,2446,1,,,,PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens GN=PCBD1 PE=1 SV=2 CONCAT=6,Homo sapiens
P40818,C,canonical,  0.957,  1.000,1,  0.051,1,15,15q21.2,50716579,50791973,+,,,P40818,2447,3,,,,UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens GN=USP8 PE=1 SV=1 CONCAT=4,Homo sapiens
P12724,C,canonical,  0.957,  1.000,1,  0.366,1,14,14q11.2,21359558,21360507,+,,,P12724,2448,1,,,,ECP_HUMAN Eosinophil cationic protein OS=Homo sapiens GN=RNASE3 PE=1 SV=2 CONCAT=9,Homo sapiens
Q9ULK6,C,canonical,  0.957,  1.000,1,  0.209,1,4,4q31.21,141786725,142054616,-,,,Q9ULK6,2449,3,,,,RN150_HUMAN RING finger protein 150 OS=Homo sapiens GN=RNF150 PE=2 SV=2 CONCAT=6,Homo sapiens
Q99731,C,canonical,  0.957,  1.000,4,  2.932,1,9,9p13.3,34689564,34691274,-,,,Q99731,2450,2,,,,CCL19_HUMAN C-C motif chemokine 19 OS=Homo sapiens GN=CCL19 PE=1 SV=1 CONCAT=6,Homo sapiens
Q6UW49,C,canonical,  0.957,  1.000,2,  0.345,1,15,15q23,69222839,69239150,+,,,Q6UW49,2451,1,,,,SPESP_HUMAN Sperm equatorial segment protein 1 OS=Homo sapiens GN=SPESP1 PE=1 SV=2 CONCAT=9,Homo sapiens
Q7Z4H8,C,canonical,  0.957,  1.000,1,  0.095,1,11,11q22.3,108342832,108369159,-,,,Q7Z4H8,2452,1,,,,KDEL2_HUMAN KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2 CONCAT=7,Homo sapiens
Q15746,C,canonical,  0.957,  1.000,2,  0.062,1,3,3q21,0,0, ,,,Q15746,2453,11,,,,"MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens GN=MYLK PE=1 SV=4 CONCAT=30",Homo sapiens
P55082,C,canonical,  0.957,  1.000,1,  0.154,1,5,5q33.2,153418553,153434593,+,,,P55082,2454,1,,,,MFAP3_HUMAN Microfibril-associated glycoprotein 3 OS=Homo sapiens GN=MFAP3 PE=2 SV=1 CONCAT=7,Homo sapiens
Q8WVT3,C,canonical,  0.957,  1.000,1,  0.086,1,2,2p25.3,3383457,3483337,+,,,Q8WVT3,2455,3,,,,TPC12_HUMAN Trafficking protein particle complex subunit 12 OS=Homo sapiens GN=TRAPPC12 PE=1 SV=3 CONCAT=3,Homo sapiens
O75324,C,canonical,  0.957,  1.000,1,  0.733,1,16,16p13.13,11762270,11773015,+,,,O75324,2456,1,,,,SNN_HUMAN Stannin OS=Homo sapiens GN=SNN PE=1 SV=1 CONCAT=4,Homo sapiens
Q8WWZ8,C,canonical,  0.957,  1.000,1,  0.101,1,10,10q22.1,74653339,74692791,+,,,Q8WWZ8,2457,1,,,,OIT3_HUMAN Oncoprotein-induced transcript 3 protein OS=Homo sapiens GN=OIT3 PE=1 SV=2 CONCAT=7,Homo sapiens
O75356,C,canonical,  0.957,  1.000,1,  0.140,1,14,14q24.3,74429396,74486035,-,,,O75356,2458,3,,,,ENTP5_HUMAN Ectonucleoside triphosphate diphosphohydrolase 5 OS=Homo sapiens GN=ENTPD5 PE=1 SV=1 CONCAT=7,Homo sapiens
Q9HB63,C,canonical,  0.957,  1.000,1,  0.101,1,12,12q22-q23,0,0, ,,,Q9HB63,2459,4,,,,NET4_HUMAN Netrin-4 OS=Homo sapiens GN=NTN4 PE=2 SV=2 CONCAT=7,Homo sapiens
Q9HBB8,C,canonical,  0.957,  1.000,1,  0.109,1,11,11p15.5,0,0, ,,,Q9HBB8,2460,4,,,,CDHR5_HUMAN Cadherin-related family member 5 OS=Homo sapiens GN=CDHR5 PE=1 SV=3 CONCAT=11,Homo sapiens
Q8NHG7,C,canonical,  0.957,  1.000,2,  1.466,1,11,11p14.3,22840475,22851411,-,,,Q8NHG7,2461,1,,,,SVIP_HUMAN Small VCP/p97-interacting protein OS=Homo sapiens GN=SVIP PE=3 SV=1 CONCAT=1,Homo sapiens
P54819,C,canonical,  0.957,  1.000,1,  0.209,1,1,1p34,0,0, ,,,P54819,2462,6,,,,"KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2 CONCAT=5",Homo sapiens
Q8J025,C,canonical,  0.957,  1.000,1,  0.101,1,18,18p11.22,10454625,10489945,+,,,Q8J025,2463,2,,,,APCD1_HUMAN Protein APCDD1 OS=Homo sapiens GN=APCDD1 PE=1 SV=1 CONCAT=9,Homo sapiens
Q96J84,C,canonical,  0.957,  1.000,2,  0.154,1,1,1q23.1,157963400,158065443,+,,,Q96J84,2464,3,,,,KIRR1_HUMAN Kin of IRRE-like protein 1 OS=Homo sapiens GN=KIRREL PE=1 SV=2 CONCAT=7,Homo sapiens
Q9NX94,C,canonical,  0.957,  1.000,1,  0.226,1,10,10q24.32,104536006,104576021,+,,,Q9NX94,2465,2,,,,WBP1L_HUMAN WW domain binding protein 1-like OS=Homo sapiens GN=WBP1L PE=2 SV=2 CONCAT=3,Homo sapiens
Q8N766,C,canonical,  0.957,  1.000,1,  0.056,1,1,1p36.13,19543368,19578003,-,,,Q8N766,2466,3,,,,EMC1_HUMAN ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 CONCAT=9,Homo sapiens
Q9HAS3,C,canonical,  0.957,  1.000,1,  0.109,1,9,9q21.32,86890372,86955598,-,,,Q9HAS3,2467,2,,,,S28A3_HUMAN Solute carrier family 28 member 3 OS=Homo sapiens GN=SLC28A3 PE=1 SV=1 CONCAT=18,Homo sapiens
Q9GZP1,C,canonical,  0.957,  1.000,2,  0.586,1,20,20p13,327749,334473,+,,,Q9GZP1,2468,2,,,,NRSN2_HUMAN Neurensin-2 OS=Homo sapiens GN=NRSN2 PE=2 SV=1 CONCAT=4,Homo sapiens
P41250,C,canonical,  0.957,  1.000,1,  0.072,1,7,7p14.3,30634297,30673649,+,,,P41250,2469,1,,,,SYG_HUMAN Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 CONCAT=8,Homo sapiens
P41586-3,C,canonical,  0.957,  1.000,1,  0.154,1,7,7p14.3,31092076,31151089,+,,,P41586-3,2470,2,,,,PACR_HUMAN Isoform S of Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Homo sapiens GN=ADCYAP1R1,Homo sapiens
Q8IY22,C,canonical,  0.957,  1.000,1,  0.079,1,16,16q23.2,81678963,81744143,+,,,Q8IY22,2471,1,,,,CMIP_HUMAN C-Maf-inducing protein OS=Homo sapiens GN=CMIP PE=1 SV=3 CONCAT=1,Homo sapiens
A4D0V7,C,canonical,  0.957,  1.000,1,  0.059,1,7,7q31.31,120628731,120937498,+,,,A4D0V7,2472,5,,,,CPED1_HUMAN Cadherin-like and PC-esterase domain-containing protein 1 OS=Homo sapiens GN=CPED1 PE=2 SV=1 CONCAT=10,Homo sapiens
Q6NUI6,C,canonical,  0.957,  1.000,1,  0.072,1,22,22q13.2,41625517,41636938,-,,,Q6NUI6,2473,5,,,,CHADL_HUMAN Chondroadherin-like protein OS=Homo sapiens GN=CHADL PE=2 SV=2 CONCAT=8,Homo sapiens
Q9BXK5,C,canonical,  0.957,  1.000,1,  0.133,1,22,22q11.21,18121356,18211487,+,,,Q9BXK5,2474,3,,,,B2L13_HUMAN Bcl-2-like protein 13 OS=Homo sapiens GN=BCL2L13 PE=1 SV=1 CONCAT=7,Homo sapiens
P56537,C,canonical,  0.957,  1.000,1,  0.267,1,20,20q11.22,33866714,33872518,-,,,P56537,2475,2,,,,IF6_HUMAN Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1 CONCAT=1,Homo sapiens
Q9NUV9,C,canonical,  0.957,  1.000,1,  0.172,1,7,7q36.1,150264365,150271041,+,,,Q9NUV9,2476,3,,,,GIMA4_HUMAN GTPase IMAP family member 4 OS=Homo sapiens GN=GIMAP4 PE=1 SV=1 CONCAT=2,Homo sapiens
P20023,C,canonical,  0.957,  1.000,1,  0.054,1,1,1q32.2,207627575,207663240,+,,,P20023,2477,6,,,,CR2_HUMAN Complement receptor type 2 OS=Homo sapiens GN=CR2 PE=1 SV=2 CONCAT=9,Homo sapiens
O60507,C,canonical,  0.957,  1.000,1,  0.163,1,7,7q11.21,65670186,65825430,+,,,O60507,2478,3,,,,TPST1_HUMAN Protein-tyrosine sulfotransferase 1 OS=Homo sapiens GN=TPST1 PE=2 SV=1 CONCAT=1,Homo sapiens
Q14061,C,canonical,  0.957,  1.000,1,  0.733,1,3,3q13.33,119388118,119396250,-,,,Q14061,2479,2,,,,COX17_HUMAN Cytochrome c oxidase copper chaperone OS=Homo sapiens GN=COX17 PE=1 SV=2 CONCAT=1,Homo sapiens
P41145,C,canonical,  0.957,  1.000,1,  0.244,1,8,8q11.23,54138284,54164257,-,,,P41145,2480,3,,,,OPRK_HUMAN Kappa-type opioid receptor OS=Homo sapiens GN=OPRK1 PE=1 SV=2 CONCAT=2,Homo sapiens
Q16602,C,canonical,  0.957,  1.000,1,  0.172,1,2,2q32.1,188207856,188313187,-,,,Q16602,2481,4,,,,CALRL_HUMAN Calcitonin gene-related peptide type 1 receptor OS=Homo sapiens GN=CALCRL PE=1 SV=2 CONCAT=11,Homo sapiens
Q53FT3,C,canonical,  0.957,  1.000,1,  0.366,1,11,11q14.2,86013265,86056969,+,,,Q53FT3,2482,3,,,,HIKES_HUMAN Protein Hikeshi OS=Homo sapiens GN=C11orf73 PE=1 SV=2 CONCAT=2,Homo sapiens
O43504,C,canonical,  0.957,  1.000,1,  0.586,1,1,1p13.3,110943875,110950564,-,,,O43504,2483,4,,,,LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens GN=LAMTOR5 PE=1 SV=1 CONCAT=1,Homo sapiens
P55774,C,canonical,  0.957,  1.000,1,  0.733,1,17,17q12,34391640,34399392,+,,,P55774,2484,1,,,,CCL18_HUMAN C-C motif chemokine 18 OS=Homo sapiens GN=CCL18 PE=1 SV=1 CONCAT=13,Homo sapiens
Q9NQ88,C,canonical,  0.957,  1.000,1,  0.209,1,12,12p13.32,4430371,4462338,+,,,Q9NQ88,2485,1,,,,"TIGAR_HUMAN Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens GN=TIGAR PE=1 SV=1 CONCAT=1",Homo sapiens
Q13445,C,canonical,  0.957,  1.000,1,  0.326,1,19,19p13.2,10943114,10946966,-,,,Q13445,2486,1,,,,TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens GN=TMED1 PE=1 SV=1 CONCAT=7,Homo sapiens
O43399,C,canonical,  0.957,  1.000,1,  0.267,1,20,20q13.2-q13.3,0,0, ,,,O43399,2487,7,,,,TPD54_HUMAN Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2 CONCAT=1,Homo sapiens
Q99426,C,canonical,  0.957,  1.000,1,  0.195,1,19,19q13.12,36605888,36616847,+,,,Q99426,2488,5,,,,TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2 CONCAT=1,Homo sapiens
Q9NYM4,C,canonical,  0.957,  1.000,1,  0.147,1,11,11q21,94110477,94134585,-,,,Q9NYM4,2489,2,,,,GPR83_HUMAN Probable G-protein coupled receptor 83 OS=Homo sapiens GN=GPR83 PE=2 SV=2 CONCAT=7,Homo sapiens
