"CSF-PR / CSF GEL BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
13843.00,"SINGLE PROTEIN","Q96HQ2",""," CDKN2AIP N-terminal-like protein (C2AIL_HUMAN)","5","CDKN2AIPNL",0.00,"false",0.00,0.00,0.00,1263.00,13.19,0.00,,,,,"false"
13844.00,"SINGLE PROTEIN","P55316",""," Forkhead box protein G1 (FOXG1_HUMAN)","14","FOXG1",0.00,"false",0.00,0.00,0.00,1263.00,52.32,0.00,,,,,"false"
13845.00,"SINGLE PROTEIN","P17039",""," Zinc finger protein 30 (ZNF30_HUMAN)","19","ZNF30",0.00,"false",0.00,0.00,0.00,1263.00,71.37,0.00,,,,,"false"
13846.00,"SINGLE PROTEIN","P31323",""," cAMP-dependent protein kinase type II-beta regulatory subunit (KAP3_HUMAN)","7","PRKAR2B",0.00,"false",0.00,0.00,0.00,1263.00,46.27,0.00,,,,,"false"
13847.00,"SINGLE PROTEIN","P43304",""," Glycerol-3-phosphate dehydrogenase, mitochondrial (GPDM_HUMAN)","2","GPD2",0.00,"false",0.00,0.00,0.00,1263.00,80.80,0.00,,,,,"false"
13848.00,"SINGLE PROTEIN","A6NMN3",""," Putative protein FAM170B (F170B_HUMAN)","10","FAM170B",0.00,"false",0.00,0.00,0.00,1263.00,32.07,0.00,,,,,"false"
13849.00,"UNRELATED PROTEINS","Q3ZLR7","P0C7V6"," Transcription factor SPT20 homolog-like 1 (SP201_HUMAN)","","FAM48B1",0.00,"false",0.00,0.00,0.00,1263.00,89.38,0.00,,,,,"false"
13850.00,"SINGLE PROTEIN","P17041",""," Zinc finger protein 32 (ZNF32_HUMAN)","10","ZNF32",0.00,"false",0.00,0.00,0.00,1263.00,31.01,0.00,,,,,"false"
13851.00,"SINGLE PROTEIN","P17040",""," Zinc finger and SCAN domain-containing protein 20 (ZSC20_HUMAN)","1","ZSCAN20",0.00,"false",0.00,0.00,0.00,1263.00,117.47,0.00,,,,,"false"
13852.00,"SINGLE PROTEIN","Q9UBL0",""," cAMP-regulated phosphoprotein 21 (ARP21_HUMAN)","3","ARPP21",0.00,"false",0.00,0.00,0.00,1263.00,89.14,0.00,,,,,"false"
13853.00,"SINGLE PROTEIN","Q8N2Z9",""," Centromere protein S (CENPS_HUMAN)","1","APITD1",0.00,"false",0.00,0.00,0.00,1263.00,15.88,0.00,,,,,"false"
13854.00,"SINGLE PROTEIN","Q9UBL6",""," Copine-7 (CPNE7_HUMAN)","16","CPNE7",0.00,"false",0.00,1.00,0.00,830.00,70.25,0.00,,,,,"false"
13855.00,"SINGLE PROTEIN","Q9UBL3",""," Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2L_HUMAN)","8","ASH2L",0.00,"false",0.00,0.00,0.00,1263.00,68.68,0.00,,,,,"false"
13856.00,"SINGLE PROTEIN","Q9UBL9",""," P2X purinoceptor 2 (P2RX2_HUMAN)","12","P2RX2",0.00,"false",0.00,0.00,0.00,1263.00,51.72,0.00,,,,,"false"
13857.00,"SINGLE PROTEIN","P31314",""," T-cell leukemia homeobox protein 1 (TLX1_HUMAN)","10","TLX1",0.00,"false",0.00,0.00,0.00,1263.00,34.34,0.00,,,,,"false"
13858.00,"SINGLE PROTEIN","Q2M3G4",""," Protein Shroom1 (SHRM1_HUMAN)","5","SHROOM1",0.00,"false",0.00,0.00,0.00,1263.00,90.73,0.00,,,,,"false"
13859.00,"SINGLE PROTEIN","B6SEH9",""," Endogenous retrovirus group V member 2 Env polyprotein (ERVV2_HUMAN)","","ERVV-2",0.00,"false",0.00,0.00,0.00,1263.00,59.28,0.00,,,,,"false"
13860.00,"SINGLE PROTEIN","Q96I13",""," Abhydrolase domain-containing protein 8 (ABHD8_HUMAN)","19","ABHD8",0.00,"false",0.00,0.00,0.00,1263.00,47.30,0.00,,,,,"false"
13861.00,"SINGLE PROTEIN","Q8TEM1",""," Nuclear pore membrane glycoprotein 210 (PO210_HUMAN)","3","NUP210",0.00,"false",0.00,0.00,0.00,1263.00,204.98,0.00,,,,,"false"
13862.00,"SINGLE PROTEIN","Q6PF15",""," Kelch-like protein 35 (KLH35_HUMAN)","11","KLHL35",0.00,"false",0.00,0.00,0.00,1263.00,40.00,0.00,,,,,"false"
13863.00,"SINGLE PROTEIN","Q96I15",""," Selenocysteine lyase (SCLY_HUMAN)","2","SCLY",0.00,"false",0.00,0.00,0.00,1263.00,48.12,0.00,,,,,"false"
13864.00,"SINGLE PROTEIN","Q99075",""," Proheparin-binding EGF-like growth factor (HBEGF_HUMAN)","5","HBEGF",0.00,"false",0.00,0.00,0.00,1263.00,23.05,0.00,,,,,"false"
13865.00,"SINGLE PROTEIN","Q96HP4",""," Oxidoreductase NAD-binding domain-containing protein 1 (OXND1_HUMAN)","3","OXNAD1",0.00,"false",0.00,0.00,0.00,1263.00,34.83,0.00,,,,,"false"
13866.00,"SINGLE PROTEIN","Q2M3G0",""," ATP-binding cassette sub-family B member 5 (ABCB5_HUMAN)","7","ABCB5",0.00,"false",0.00,0.00,0.00,1263.00,89.77,0.00,,,,,"false"
13867.00,"SINGLE PROTEIN","Q4VC44",""," FLYWCH-type zinc finger-containing protein 1 (FWCH1_HUMAN)","16","FLYWCH1",0.00,"false",0.00,0.00,0.00,1263.00,80.06,0.00,,,,,"false"
13868.00,"SINGLE PROTEIN","P55327",""," Tumor protein D52 (TPD52_HUMAN)","8","TPD52",0.00,"false",0.00,0.00,0.00,1263.00,24.31,0.00,,,,,"false"
13869.00,"SINGLE PROTEIN","Q96HP0",""," Dedicator of cytokinesis protein 6 (DOCK6_HUMAN)","19","DOCK6",0.00,"false",0.00,0.00,0.00,1263.00,229.41,0.00,,,,,"false"
13870.00,"SINGLE PROTEIN","P17014",""," Zinc finger protein 12 (ZNF12_HUMAN)","7","ZNF12",0.00,"false",0.00,0.00,0.00,1263.00,81.15,0.00,,,,,"false"
13871.00,"SINGLE PROTEIN","Q6PF05",""," Tetratricopeptide repeat protein 23-like (TT23L_HUMAN)","5","TTC23L",0.00,"false",0.00,0.00,0.00,1263.00,40.81,0.00,,,,,"false"
13872.00,"SINGLE PROTEIN","P17010",""," Zinc finger X-chromosomal protein (ZFX_HUMAN)","X","ZFX",0.00,"false",0.00,0.00,0.00,1263.00,90.46,0.00,,,,,"false"
13873.00,"SINGLE PROTEIN","Q8TEL6",""," Short transient receptor potential channel 4-associated protein (TP4AP_HUMAN)","20","TRPC4AP",0.00,"false",0.00,0.00,0.00,1263.00,90.79,0.00,,,,,"false"
13874.00,"SINGLE PROTEIN","P21980",""," Protein-glutamine gamma-glutamyltransferase 2 (TGM2_HUMAN)","20","TGM2",0.00,"false",0.00,0.00,0.00,1263.00,77.28,0.00,,,,,"false"
13875.00,"SINGLE PROTEIN","Q9UBM1",""," Phosphatidylethanolamine N-methyltransferase (PEMT_HUMAN)","17","PEMT",0.00,"false",0.00,0.00,0.00,1263.00,22.12,0.00,,,,,"false"
13876.00,"SINGLE PROTEIN","Q8N2Y8",""," Iporin (RUSC2_HUMAN)","9","RUSC2",0.00,"false",0.00,0.00,0.00,1263.00,161.13,0.00,,,,,"false"
13877.00,"UNRELATED PROTEINS","O95714","Q10570"," E3 ubiquitin-protein ligase HERC2 (HERC2_HUMAN)","15","HERC2",0.00,"false",0.00,0.00,0.00,1263.00,526.90,0.00,,,,,"false"
13878.00,"SINGLE PROTEIN","Q9UBM7",""," 7-dehydrocholesterol reductase (DHCR7_HUMAN)","11","DHCR7",0.00,"false",0.00,0.00,0.00,1263.00,54.45,0.00,,,,,"false"
13879.00,"RELATED PROTEINS","Q6PI26","Q7Z3J2"," Protein SHQ1 homolog (SHQ1_HUMAN)","3","SHQ1",0.00,"false",0.00,0.00,0.00,1263.00,65.08,0.00,,,,,"false"
13880.00,"SINGLE PROTEIN","P45954",""," Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (ACDSB_HUMAN)","10","ACADSB",0.00,"false",0.00,0.00,0.00,1263.00,47.46,0.00,,,,,"false"
13881.00,"SINGLE PROTEIN","Q9UBM4",""," Opticin (OPT_HUMAN)","1","OPTC",0.00,"false",0.00,0.00,0.00,1263.00,37.24,0.00,,,,,"false"
13882.00,"UNRELATED PROTEINS","P10323","P29474"," Acrosin (ACRO_HUMAN)","22","ACR",0.00,"false",0.00,0.00,0.00,1263.00,45.82,0.00,,,,,"false"
13883.00,"SINGLE PROTEIN","Q9NNZ3",""," DnaJ homolog subfamily C member 4 (DNJC4_HUMAN)","11","DNAJC4",0.00,"false",0.00,0.00,0.00,1263.00,27.58,0.00,,,,,"false"
13884.00,"SINGLE PROTEIN","Q9UBM8",""," Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (MGT4C_HUMAN)","12","MGAT4C",0.00,"false",0.00,0.00,0.00,1263.00,56.03,0.00,,,,,"false"
13885.00,"SINGLE PROTEIN","A8K855",""," EF-hand calcium-binding domain-containing protein 7 (EFCB7_HUMAN)","1","EFCAB7",0.00,"false",0.00,0.00,0.00,1263.00,71.94,0.00,,,,,"false"
13886.00,"SINGLE PROTEIN","Q02153",""," Guanylate cyclase soluble subunit beta-1 (GCYB1_HUMAN)","4","GUCY1B3",0.00,"false",0.00,1.00,0.00,821.00,70.47,0.00,,,,,"false"
13887.00,"SINGLE PROTEIN","Q7L2Z9",""," Centromere protein Q (CENPQ_HUMAN)","6","CENPQ",0.00,"false",0.00,0.00,0.00,1263.00,30.58,0.00,,,,,"false"
13888.00,"SINGLE PROTEIN","Q71F23",""," Centromere protein U (CENPU_HUMAN)","4","MLF1IP",0.00,"false",0.00,0.00,0.00,1263.00,47.49,0.00,,,,,"false"
13889.00,"SINGLE PROTEIN","Q02156",""," Protein kinase C epsilon type (KPCE_HUMAN)","2","PRKCE",0.00,"false",0.00,0.00,0.00,1263.00,83.62,0.00,,,,,"false"
13890.00,"SINGLE PROTEIN","P17019",""," Zinc finger protein 708 (ZN708_HUMAN)","19","ZNF708",0.00,"false",0.00,0.00,0.00,1263.00,64.74,0.00,,,,,"false"
13891.00,"SINGLE PROTEIN","Q99062",""," Granulocyte colony-stimulating factor receptor (CSF3R_HUMAN)","1","CSF3R",0.00,"false",0.00,0.00,0.00,1263.00,92.10,0.00,,,,,"false"
13892.00,"SINGLE PROTEIN","P17017",""," Zinc finger protein 14 (ZNF14_HUMAN)","19","ZNF14",0.00,"false",0.00,0.00,0.00,1263.00,75.30,0.00,,,,,"false"
13893.00,"SINGLE PROTEIN","A6NMP4","","Uncharacterized PRO1102-like protein LOC100132418 (YJ010_HUMAN)","","",0.00,"false",0.00,0.00,0.00,1263.00,9.80,0.00,,,,,"false"
13894.00,"SINGLE PROTEIN","A6NN14",""," Zinc finger protein 729 (ZN729_HUMAN)","19","ZNF729",0.00,"false",0.00,0.00,0.00,1263.00,135.66,0.00,,,,,"false"
13895.00,"SINGLE PROTEIN","P17026",""," Zinc finger protein 22 (ZNF22_HUMAN)","10","ZNF22",0.00,"false",0.00,0.00,0.00,1263.00,25.90,0.00,,,,,"false"
13896.00,"SINGLE PROTEIN","P17025",""," Zinc finger protein 182 (ZN182_HUMAN)","X","ZNF182",0.00,"false",0.00,0.00,0.00,1263.00,73.60,0.00,,,,,"false"
13897.00,"SINGLE PROTEIN","Q5T6C5",""," Ataxin-7-like protein 2 (AT7L2_HUMAN)","1","ATXN7L2",0.00,"false",0.00,0.00,0.00,1263.00,77.13,0.00,,,,,"false"
13898.00,"SINGLE PROTEIN","P17024",""," Zinc finger protein 20 (ZNF20_HUMAN)","19","ZNF20",0.00,"false",0.00,0.00,0.00,1263.00,61.53,0.00,,,,,"false"
13899.00,"SINGLE PROTEIN","Q4VC31",""," Coiled-coil domain-containing protein 58 (CCD58_HUMAN)","3","CCDC58",0.00,"false",0.00,0.00,0.00,1263.00,16.61,0.00,,,,,"false"
13900.00,"SINGLE PROTEIN","Q6PF18",""," MORN repeat-containing protein 3 (MORN3_HUMAN)","12","MORN3",0.00,"false",0.00,0.00,0.00,1263.00,27.57,0.00,,,,,"false"
13901.00,"SINGLE PROTEIN","Q8N392",""," Rho GTPase-activating protein 18 (RHG18_HUMAN)","6","ARHGAP18",0.00,"false",0.00,0.00,0.00,1263.00,74.93,0.00,,,,,"false"
13902.00,"SINGLE PROTEIN","P17023",""," Zinc finger protein 19 (ZNF19_HUMAN)","16","ZNF19",0.00,"false",0.00,0.00,0.00,1263.00,52.42,0.00,,,,,"false"
13903.00,"SINGLE PROTEIN","Q8TEK3",""," Histone-lysine N-methyltransferase, H3 lysine-79 specific (DOT1L_HUMAN)","19","DOT1L",0.00,"false",0.00,0.00,0.00,1263.00,184.74,0.00,,,,,"false"
13904.00,"SINGLE PROTEIN","P17022",""," Zinc finger protein 18 (ZNF18_HUMAN)","17","ZNF18",0.00,"false",0.00,0.00,0.00,1263.00,62.25,0.00,,,,,"false"
13905.00,"SINGLE PROTEIN","Q8N394",""," Transmembrane and TPR repeat-containing protein 2 (TMTC2_HUMAN)","12","TMTC2",0.00,"false",0.00,0.00,0.00,1263.00,94.07,0.00,,,,,"false"
13906.00,"SINGLE PROTEIN","Q8N393",""," Zinc finger protein 786 (ZN786_HUMAN)","7","ZNF786",0.00,"false",0.00,0.00,0.00,1263.00,89.76,0.00,,,,,"false"
13907.00,"SINGLE PROTEIN","P17020",""," Zinc finger protein 16 (ZNF16_HUMAN)","8","ZNF16",0.00,"false",0.00,0.00,0.00,1263.00,76.42,0.00,,,,,"false"
13908.00,"SINGLE PROTEIN","Q8N2X6",""," Uncharacterized protein EXOC3-AS1 (EXAS1_HUMAN)","5","C5ORF55",0.00,"false",0.00,0.00,0.00,1263.00,12.65,0.00,,,,,"false"
13909.00,"SINGLE PROTEIN","Q9UBN4",""," Short transient receptor potential channel 4 (TRPC4_HUMAN)","13","TRPC4",0.00,"false",0.00,0.00,0.00,1263.00,112.03,0.00,,,,,"false"
13910.00,"SINGLE PROTEIN","Q8N398",""," von Willebrand factor A domain-containing protein 5B2 (VW5B2_HUMAN)","3","VWA5B2",0.00,"false",0.00,0.00,0.00,1263.00,132.68,0.00,,,,,"false"
13911.00,"SINGLE PROTEIN","Q9UBN1",""," Voltage-dependent calcium channel gamma-4 subunit (CCG4_HUMAN)","17","CACNG4",0.00,"false",0.00,0.00,0.00,1263.00,36.56,0.00,,,,,"false"
13912.00,"SINGLE PROTEIN","P82930",""," 28S ribosomal protein S34, mitochondrial (RT34_HUMAN)","16","MRPS34",0.00,"false",0.00,0.00,0.00,1263.00,25.63,0.00,,,,,"false"
13913.00,"SINGLE PROTEIN","Q9UBN7",""," Histone deacetylase 6 (HDAC6_HUMAN)","X","HDAC6",0.00,"false",0.00,0.00,0.00,1263.00,131.34,0.00,,,,,"false"
13914.00,"SINGLE PROTEIN","Q9UBN6",""," Tumor necrosis factor receptor superfamily member 10D (TR10D_HUMAN)","8","TNFRSF10D",0.00,"false",0.00,0.00,0.00,1263.00,41.80,0.00,,,,,"false"
13915.00,"SINGLE PROTEIN","P82933",""," 28S ribosomal protein S9, mitochondrial (RT09_HUMAN)","2","MRPS9",0.00,"false",0.00,0.00,0.00,1263.00,45.81,0.00,,,,,"false"
13916.00,"SINGLE PROTEIN","Q8TF40",""," Folliculin-interacting protein 1 (FNIP1_HUMAN)","5","FNIP1",0.00,"false",0.00,0.00,0.00,1263.00,130.47,0.00,,,,,"false"
13917.00,"SINGLE PROTEIN","Q9UBF2",""," Coatomer subunit gamma-2 (COPG2_HUMAN)","7","COPG2",0.00,"false",0.00,0.00,0.00,1263.00,97.56,0.00,,,,,"false"
13918.00,"SINGLE PROTEIN","Q16706",""," Alpha-mannosidase 2 (MA2A1_HUMAN)","5","MAN2A1",0.00,"false",0.00,0.00,0.00,1263.00,131.06,0.00,,,,,"false"
13919.00,"SINGLE PROTEIN","Q7L3B6",""," Hsp90 co-chaperone Cdc37-like 1 (CD37L_HUMAN)","9","CDC37L1",0.00,"false",0.00,0.00,0.00,1263.00,38.81,0.00,,,,,"false"
13920.00,"SINGLE PROTEIN","Q9UBF1",""," Melanoma-associated antigen C2 (MAGC2_HUMAN)","X","MAGEC2",0.00,"false",0.00,0.00,0.00,1263.00,41.14,0.00,,,,,"false"
13921.00,"SINGLE PROTEIN","Q9UBF8",""," Phosphatidylinositol 4-kinase beta (PI4KB_HUMAN)","1","PI4KB",0.00,"false",0.00,0.00,0.00,1263.00,91.32,0.00,,,,,"false"
13922.00,"SINGLE PROTEIN","Q9UBF6",""," RING-box protein 2 (RBX2_HUMAN)","3","RNF7",0.00,"false",0.00,0.00,0.00,1263.00,12.67,0.00,,,,,"false"
13923.00,"SINGLE PROTEIN","P43361",""," Melanoma-associated antigen 8 (MAGA8_HUMAN)","X","MAGEA8",0.00,"false",0.00,0.00,0.00,1263.00,35.19,0.00,,,,,"false"
13924.00,"SINGLE PROTEIN","Q9P2V4",""," Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1 (LRIT1_HUMAN)","10","LRIT1",0.00,"false",0.00,0.00,0.00,1263.00,68.00,0.00,,,,,"false"
13925.00,"SINGLE PROTEIN","P30041",""," Peroxiredoxin-6 (PRDX6_HUMAN)","1","PRDX6",0.00,"false",0.00,0.00,0.00,1263.00,25.02,0.00,,,,,"false"
13926.00,"SINGLE PROTEIN","Q8TF47",""," Zinc finger protein 90 homolog (ZFP90_HUMAN)","16","ZFP90",0.00,"false",0.00,0.00,0.00,1263.00,72.99,0.00,,,,,"false"
13927.00,"SINGLE PROTEIN","Q8TES7",""," Fas-binding factor 1 (FBF1_HUMAN)","17","FBF1",0.00,"false",0.00,0.00,0.00,1263.00,125.37,0.00,,,,,"false"
13928.00,"RELATED PROTEINS","Q9Y6D5","Q9Y6D6"," Brefeldin A-inhibited guanine nucleotide-exchange protein 2 (BIG2_HUMAN)","20","ARFGEF2",0.00,"false",0.00,0.00,0.00,1263.00,201.91,0.00,,,,,"false"
13929.00,"SINGLE PROTEIN","P30042",""," ES1 protein homolog, mitochondrial (ES1_HUMAN)","21","C21ORF33",0.00,"false",0.00,0.00,0.00,1263.00,28.15,0.00,,,,,"false"
13930.00,"SINGLE PROTEIN","Q71F78",""," Putative lung carcinoma-associated protein 10 (LCA10_HUMAN)","","LCA10",0.00,"false",0.00,0.00,0.00,1263.00,17.30,0.00,,,,,"false"
13931.00,"SINGLE PROTEIN","P30043",""," Flavin reductase (NADPH) (BLVRB_HUMAN)","19","BLVRB",0.00,"false",0.00,0.00,0.00,1263.00,22.11,0.00,,,,,"false"
13932.00,"SINGLE PROTEIN","P30044",""," Peroxiredoxin-5, mitochondrial (PRDX5_HUMAN)","11","PRDX5",0.00,"false",0.00,0.00,0.00,1263.00,22.07,0.00,,,,,"false"
13933.00,"SINGLE PROTEIN","Q9UBF9",""," Myotilin (MYOTI_HUMAN)","5","MYOT",0.00,"false",0.00,0.00,0.00,1263.00,55.36,0.00,,,,,"false"
13934.00,"SINGLE PROTEIN","Q96HV5",""," Transmembrane protein 41A (TM41A_HUMAN)","3","TMEM41A",0.00,"false",0.00,0.00,0.00,1263.00,29.65,0.00,,,,,"false"
13935.00,"SINGLE PROTEIN","Q8TF44",""," C2 calcium-dependent domain-containing protein 4C (C2C4C_HUMAN)","19","C2CD4C",0.00,"false",0.00,0.00,0.00,1263.00,44.55,0.00,,,,,"false"
13936.00,"SINGLE PROTEIN","Q58EX7",""," Puratrophin-1 (PKHG4_HUMAN)","16","PLEKHG4",0.00,"false",0.00,0.00,0.00,1263.00,130.72,0.00,,,,,"false"
13937.00,"SINGLE PROTEIN","P30047",""," GTP cyclohydrolase 1 feedback regulatory protein (GFRP_HUMAN)","15","GCHFR",0.00,"false",0.00,0.00,0.00,1263.00,9.69,0.00,,,,,"false"
13938.00,"SINGLE PROTEIN","Q8TF45",""," Zinc finger protein 418 (ZN418_HUMAN)","19","ZNF418",0.00,"false",0.00,0.00,0.00,1263.00,77.81,0.00,,,,,"false"
13939.00,"SINGLE PROTEIN","P30048",""," Thioredoxin-dependent peroxide reductase, mitochondrial (PRDX3_HUMAN)","10","PRDX3",0.00,"false",0.00,0.00,0.00,1263.00,27.68,0.00,,,,,"false"
13940.00,"SINGLE PROTEIN","Q96I76",""," G patch domain-containing protein 3 (GPTC3_HUMAN)","1","GPATCH3",0.00,"false",0.00,0.00,0.00,1263.00,59.30,0.00,,,,,"false"
13941.00,"SINGLE PROTEIN","Q8TF46",""," DIS3-like exonuclease 1 (DI3L1_HUMAN)","15","DIS3L",0.00,"false",0.00,0.00,0.00,1263.00,120.71,0.00,,,,,"false"
13942.00,"SINGLE PROTEIN","P43359",""," Melanoma-associated antigen 5 (MAGA5_HUMAN)","","MAGEA5",0.00,"false",0.00,0.00,0.00,1263.00,13.01,0.00,,,,,"false"
13943.00,"SINGLE PROTEIN","P42025",""," Beta-centractin (ACTY_HUMAN)","2","ACTR1B",0.00,"false",0.00,0.00,0.00,1263.00,42.27,0.00,,,,,"false"
13944.00,"SINGLE PROTEIN","Q6EEV4",""," DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 (GL1AD_HUMAN)","15","POLR2M",0.00,"false",0.00,0.00,0.00,1263.00,15.12,0.00,,,,,"false"
13945.00,"SINGLE PROTEIN","P05091",""," Aldehyde dehydrogenase, mitochondrial (ALDH2_HUMAN)","12","ALDH2",0.00,"false",0.00,0.00,0.00,1263.00,56.35,0.00,,,,,"false"
13946.00,"RELATED PROTEINS","Q8N149","Q8NHL6"," Leukocyte immunoglobulin-like receptor subfamily A member 2 (LIRA2_HUMAN)","19","LILRA2",0.00,"false",0.00,0.00,0.00,1263.00,52.96,0.00,,,,,"false"
13947.00,"SINGLE PROTEIN","Q6EEV6",""," Small ubiquitin-related modifier 4 (SUMO4_HUMAN)","6","SUMO4",0.00,"false",0.00,0.00,0.00,1263.00,10.68,0.00,,,,,"false"
13948.00,"SINGLE PROTEIN","P05093",""," Steroid 17-alpha-hydroxylase/17,20 lyase (CP17A_HUMAN)","10","CYP17A1",0.00,"false",0.00,0.00,0.00,1263.00,57.33,0.00,,,,,"false"
13949.00,"SINGLE PROTEIN","P30050",""," 60S ribosomal protein L12 (RL12_HUMAN)","9","RPL12",0.00,"false",0.00,0.00,0.00,1263.00,17.81,0.00,,,,,"false"
13950.00,"SINGLE PROTEIN","Q03468",""," DNA excision repair protein ERCC-6 (ERCC6_HUMAN)","10","ERCC6",0.00,"false",0.00,0.00,0.00,1263.00,168.31,0.00,,,,,"false"
13951.00,"SINGLE PROTEIN","Q58EX2",""," Protein sidekick-2 (SDK2_HUMAN)","17","SDK2",0.00,"false",0.00,0.00,0.00,1263.00,239.25,0.00,,,,,"false"
13952.00,"SINGLE PROTEIN","P43351",""," DNA repair protein RAD52 homolog (RAD52_HUMAN)","12","RAD52",0.00,"false",0.00,0.00,0.00,1263.00,46.14,0.00,,,,,"false"
13953.00,"SINGLE PROTEIN","P43353",""," Aldehyde dehydrogenase family 3 member B1 (AL3B1_HUMAN)","11","ALDH3B1",0.00,"false",0.00,0.00,0.00,1263.00,51.81,0.00,,,,,"false"
13954.00,"SINGLE PROTEIN","P43355",""," Melanoma-associated antigen 1 (MAGA1_HUMAN)","X","MAGEA1",0.00,"false",0.00,0.00,0.00,1263.00,34.32,0.00,,,,,"false"
13955.00,"SINGLE PROTEIN","P43356",""," Melanoma-associated antigen 2 (MAGA2_HUMAN)","X","MAGEA2",0.00,"false",0.00,0.00,0.00,1263.00,35.03,0.00,,,,,"false"
13956.00,"SINGLE PROTEIN","Q9UBG0",""," C-type mannose receptor 2 (MRC2_HUMAN)","17","MRC2",0.00,"false",0.00,0.00,0.00,1263.00,166.57,0.00,,,,,"false"
13957.00,"SINGLE PROTEIN","P43358",""," Melanoma-associated antigen 4 (MAGA4_HUMAN)","X","MAGEA4",0.00,"false",0.00,0.00,0.00,1263.00,34.88,0.00,,,,,"false"
13958.00,"SINGLE PROTEIN","P30038",""," Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (AL4A1_HUMAN)","1","ALDH4A1",0.00,"false",0.00,0.00,0.00,1263.00,61.68,0.00,,,,,"false"
13959.00,"SINGLE PROTEIN","P30039",""," Phenazine biosynthesis-like domain-containing protein (PBLD_HUMAN)","10","PBLD",0.00,"false",0.00,0.00,0.00,1263.00,31.77,0.00,,,,,"false"
13960.00,"SINGLE PROTEIN","Q6PEW1",""," Zinc finger CCHC domain-containing protein 12 (ZCH12_HUMAN)","X","ZCCHC12",0.00,"false",0.00,0.00,0.00,1263.00,45.34,0.00,,,,,"false"
13961.00,"SINGLE PROTEIN","Q9UBG3",""," Cornulin (CRNN_HUMAN)","1","CRNN",0.00,"false",0.00,0.00,0.00,1263.00,53.50,0.00,,,,,"false"
13962.00,"SINGLE PROTEIN","Q8TF30",""," WASP homolog-associated protein with actin, membranes and microtubules (WHAMM_HUMAN)","15","WHAMM",0.00,"false",0.00,0.00,0.00,1263.00,90.87,0.00,,,,,"false"
13963.00,"SINGLE PROTEIN","Q9P2W1",""," Homologous-pairing protein 2 homolog (HOP2_HUMAN)","17","PSMC3IP",0.00,"false",0.00,0.00,0.00,1263.00,24.89,0.00,,,,,"false"
13964.00,"SINGLE PROTEIN","Q6PEW0",""," Inactive serine protease 54 (PRS54_HUMAN)","16","PRSS54",0.00,"false",0.00,0.00,0.00,1263.00,43.80,0.00,,,,,"false"
13965.00,"SINGLE PROTEIN","Q9P2W3",""," Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 (GBG13_HUMAN)","16","GNG13",0.00,"false",0.00,0.00,0.00,1263.00,7.94,0.00,,,,,"false"
13966.00,"SINGLE PROTEIN","Q9UBG7",""," Recombining binding protein suppressor of hairless-like protein (RBPJL_HUMAN)","20","RBPJL",0.00,"false",0.00,0.00,0.00,1263.00,56.71,0.00,,,,,"false"
13967.00,"SINGLE PROTEIN","Q96HU8",""," GTP-binding protein Di-Ras2 (DIRA2_HUMAN)","9","DIRAS2",0.00,"false",0.00,0.00,0.00,1263.00,22.47,0.00,,,,,"false"
13968.00,"SINGLE PROTEIN","Q9P2W7",""," Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (B3GA1_HUMAN)","11","B3GAT1",0.00,"false",0.00,0.00,0.00,1263.00,38.23,0.00,,,,,"false"
13969.00,"SINGLE PROTEIN","Q8TF39",""," Zinc finger protein 483 (ZN483_HUMAN)","9","ZNF483",0.00,"false",0.00,0.00,0.00,1263.00,85.04,0.00,,,,,"false"
13970.00,"SINGLE PROTEIN","Q16718",""," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (NDUA5_HUMAN)","7","NDUFA5",0.00,"false",0.00,0.00,0.00,1263.00,13.45,0.00,,,,,"false"
13971.00,"SINGLE PROTEIN","Q9P2W9",""," Syntaxin-18 (STX18_HUMAN)","4","STX18",0.00,"false",0.00,0.00,0.00,1263.00,38.65,0.00,,,,,"false"
13972.00,"SINGLE PROTEIN","Q8TF32",""," Zinc finger protein 431 (ZN431_HUMAN)","19","ZNF431",0.00,"false",0.00,0.00,0.00,1263.00,67.17,0.00,,,,,"false"
13973.00,"SINGLE PROTEIN","Q16719",""," Kynureninase (KYNU_HUMAN)","2","KYNU",0.00,"false",0.00,0.00,0.00,1263.00,52.32,0.00,,,,,"false"
13974.00,"SINGLE PROTEIN","Q8TER5",""," Rho guanine nucleotide exchange factor 40 (ARH40_HUMAN)","14","ARHGEF40",0.00,"false",0.00,0.00,0.00,1263.00,164.56,0.00,,,,,"false"
