Accession;Protein Name;Molecular Weight;Protein Grouping Ambiguity;Flow-through Proteins;Original Proteins;Bound Proteins;Commonly identifiable proteins in normal CSF
Q9GZT8;NIF3-like protein 1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2;42 kDa;;8;5;;
Q9GZU1;Mucolipin-1 OS=Homo sapiens GN=MCOLN1 PE=1 SV=1;65 kDa;;2;0;;
Q9GZV7;Hyaluronan and proteoglycan link protein 2 OS=Homo sapiens GN=HAPLN2 PE=1 SV=1;38 kDa;;5;3;;
Q9GZX3;Cluster of Carbohydrate sulfotransferase 6 OS=Homo sapiens GN=CHST6 PE=1 SV=1 (Q9GZX3);44 kDa;TRUE;5;3;0;
Q9GZX9;Twisted gastrulation protein homolog 1 OS=Homo sapiens GN=TWSG1 PE=2 SV=1;25 kDa;;3;2;;Yes
Q9H008;Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2;29 kDa;;3;2;;Yes
Q9H0E2;Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1;30 kDa;;4;2;;
Q9H0R4;Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens GN=HDHD2 PE=1 SV=1;29 kDa;;2;1;2;Yes
Q9H0W9;Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1;35 kDa;;6;1;1;
Q9H0X4;Protein ITFG3 OS=Homo sapiens GN=ITFG3 PE=1 SV=1;60 kDa;;5;;;
Q9H115;Beta-soluble NSF attachment protein OS=Homo sapiens GN=NAPB PE=1 SV=2;34 kDa;TRUE;3;;1;
Q9H156;SLIT and NTRK-like protein 2 OS=Homo sapiens GN=SLITRK2 PE=1 SV=1;95 kDa;TRUE;9;1;1;Yes
Q9H159;Cadherin-19 OS=Homo sapiens GN=CDH19 PE=2 SV=1;87 kDa;TRUE;4;2;;
Q9H173;Nucleotide exchange factor SIL1 OS=Homo sapiens GN=SIL1 PE=1 SV=1;52 kDa;TRUE;12;6;1;Yes
Q9H1B5;Xylosyltransferase 2 OS=Homo sapiens GN=XYLT2 PE=2 SV=2;97 kDa;;10;3;;Yes
Q9H1U4;Multiple epidermal growth factor-like domains protein 9 OS=Homo sapiens GN=MEGF9 PE=2 SV=3;63 kDa;;7;9;;Yes
Q9H1Z8;Augurin OS=Homo sapiens GN=C2orf40 PE=1 SV=1;17 kDa;;3;1;;
Q9H251;Cadherin-23 OS=Homo sapiens GN=CDH23 PE=1 SV=2;369 kDa;;13;2;0;
Q9H299;SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1;10 kDa;;3;2;;
Q9H2A7;C-X-C motif chemokine 16 OS=Homo sapiens GN=CXCL16 PE=2 SV=4;28 kDa;;4;2;2;
Q9H2E6;Semaphorin-6A OS=Homo sapiens GN=SEMA6A PE=1 SV=2;114 kDa;TRUE;16;14;;Yes
Q9H2X0;Chordin OS=Homo sapiens GN=CHRD PE=1 SV=2;102 kDa;;30;21;6;Yes
Q9H2X9;Solute carrier family 12 member 5 OS=Homo sapiens GN=SLC12A5 PE=2 SV=3;126 kDa;TRUE;3;2;2;
Q9H336;Cysteine-rich secretory protein LCCL domain-containing 1 OS=Homo sapiens GN=CRISPLD1 PE=1 SV=1;57 kDa;;2;1;;
Q9H3G5;Probable serine carboxypeptidase CPVL OS=Homo sapiens GN=CPVL PE=1 SV=2;54 kDa;;15;12;4;Yes
Q9H3H3;UPF0696 protein C11orf68 OS=Homo sapiens GN=C11orf68 PE=1 SV=2;27 kDa;;2;;;
Q9H3K6;BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1;10 kDa;;2;;;
Q9H3S1;Semaphorin-4A OS=Homo sapiens GN=SEMA4A PE=1 SV=2;84 kDa;TRUE;12;4;;Yes
Q9H3S3;Transmembrane protease serine 5 OS=Homo sapiens GN=TMPRSS5 PE=1 SV=2;50 kDa;;4;3;;
Q9H3T2;Semaphorin-6C OS=Homo sapiens GN=SEMA6C PE=2 SV=4;100 kDa;TRUE;9;2;;Yes
Q9H3T3;Semaphorin-6B OS=Homo sapiens GN=SEMA6B PE=1 SV=4;95 kDa;TRUE;8;6;;
Q9H3U7;SPARC-related modular calcium-binding protein 2 OS=Homo sapiens GN=SMOC2 PE=2 SV=2;50 kDa;;3;1;;
Q9H461;Frizzled-8 OS=Homo sapiens GN=FZD8 PE=1 SV=1;73 kDa;;4;3;1;
Q9H467;CUE domain-containing protein 2 OS=Homo sapiens GN=CUEDC2 PE=1 SV=1;32 kDa;;4;;;
Q9H488;GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=1 SV=1;44 kDa;;5;2;;
Q9H492;Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens GN=MAP1LC3A PE=1 SV=2;14 kDa;TRUE;2;0;;
Q9H4A4;Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2;73 kDa;;9;1;;
Q9H4A9;Dipeptidase 2 OS=Homo sapiens GN=DPEP2 PE=1 SV=2;53 kDa;;7;3;;
Q9H4B8;Dipeptidase 3 OS=Homo sapiens GN=DPEP3 PE=2 SV=2;54 kDa;;2;;;
Q9H4D0;Calsyntenin-2 OS=Homo sapiens GN=CLSTN2 PE=1 SV=2;107 kDa;;17;16;2;
Q9H4F8;SPARC-related modular calcium-binding protein 1 OS=Homo sapiens GN=SMOC1 PE=1 SV=1;48 kDa;;9;8;3;Yes
Q9H4M9;EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2;61 kDa;TRUE;2;0;1;
Q9H583;HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3;242 kDa;;2;1;1;
Q9H5K3;Protein kinase-like protein SgK196 OS=Homo sapiens GN=SGK196 PE=2 SV=1;40 kDa;;5;2;;
Q9H5Y7;SLIT and NTRK-like protein 6 OS=Homo sapiens GN=SLITRK6 PE=1 SV=3;95 kDa;TRUE;10;3;;Yes
Q9H6B4;CXADR-like membrane protein OS=Homo sapiens GN=CLMP PE=1 SV=1;41 kDa;;6;3;;Yes
Q9H6E4;Coiled-coil domain-containing protein 134 OS=Homo sapiens GN=CCDC134 PE=1 SV=1;27 kDa;;3;;;
Q9H6X2;Anthrax toxin receptor 1 OS=Homo sapiens GN=ANTXR1 PE=1 SV=2;63 kDa;;8;2;1;Yes
Q9H741;UPF0454 protein C12orf49 OS=Homo sapiens GN=C12orf49 PE=2 SV=1;24 kDa;;6;4;0;Yes
Q9H7C9;UPF0366 protein C11orf67 OS=Homo sapiens GN=C11orf67 PE=1 SV=1;13 kDa;;2;;;
Q9H7Y0;Deleted in autism-related protein 1 OS=Homo sapiens GN=CXorf36 PE=2 SV=3;49 kDa;;12;6;1;Yes
Q9H8J5;MANSC domain-containing protein 1 OS=Homo sapiens GN=MANSC1 PE=2 SV=1;47 kDa;;7;4;;Yes
Q9H8L6;Multimerin-2 OS=Homo sapiens GN=MMRN2 PE=1 SV=2;104 kDa;;16;11;5;Yes
Q9H9K5;HERV-MER_4q12 provirus ancestral Env polyprotein OS=Homo sapiens GN=ERVMER34-1 PE=2 SV=1;64 kDa;;4;2;0;
Q9H9P2;Chondrolectin OS=Homo sapiens GN=CHODL PE=2 SV=2;30 kDa;;3;1;;
Q9H9S4;Calcium-binding protein 39-like OS=Homo sapiens GN=CAB39L PE=1 SV=3;39 kDa;TRUE;5;;0;
Q9H9S5;Fukutin-related protein OS=Homo sapiens GN=FKRP PE=1 SV=1;55 kDa;;9;6;;
Q9HA64;Ketosamine-3-kinase OS=Homo sapiens GN=FN3KRP PE=1 SV=2;34 kDa;;3;0;;
Q9HAR2;Latrophilin-3 OS=Homo sapiens GN=LPHN3 PE=1 SV=2;162 kDa;TRUE;25;19;0;Yes
Q9HAT2;Sialate O-acetylesterase OS=Homo sapiens GN=SIAE PE=1 SV=1;58 kDa;;14;7;;Yes
Q9HAV5;Tumor necrosis factor receptor superfamily member 27 OS=Homo sapiens GN=EDA2R PE=1 SV=2;33 kDa;;2;2;;
Q9HB40;Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1;51 kDa;;7;2;1;
Q9HB71;Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2;26 kDa;;4;;1;
Q9HBB8;Cadherin-related family member 5 OS=Homo sapiens GN=CDHR5 PE=1 SV=3;88 kDa;;2;1;;
Q9HBL6;Leucine-rich repeat and transmembrane domain-containing protein 1 OS=Homo sapiens GN=LRTM1 PE=1 SV=1;38 kDa;;2;;;
Q9HBR0;Putative sodium-coupled neutral amino acid transporter 10 OS=Homo sapiens GN=SLC38A10 PE=1 SV=2;120 kDa;;22;13;0;Yes
Q9HBT6;Cadherin-20 OS=Homo sapiens GN=CDH20 PE=2 SV=2;89 kDa;TRUE;9;6;1;
Q9HBW1;Leucine-rich repeat-containing protein 4 OS=Homo sapiens GN=LRRC4 PE=1 SV=2;73 kDa;TRUE;10;6;;Yes
Q9HC38;Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1;35 kDa;;10;5;;
Q9HC56;Protocadherin-9 OS=Homo sapiens GN=PCDH9 PE=1 SV=2;136 kDa;;20;9;1;Yes
Q9HC57;WAP four-disulfide core domain protein 1 OS=Homo sapiens GN=WFDC1 PE=2 SV=2;24 kDa;;4;3;;Yes
Q9HCB6;Spondin-1 OS=Homo sapiens GN=SPON1 PE=1 SV=2;91 kDa;;26;20;5;Yes
Q9HCJ2;Leucine-rich repeat-containing protein 4C OS=Homo sapiens GN=LRRC4C PE=1 SV=1;72 kDa;TRUE;9;5;;Yes
Q9HCJ6;Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens GN=VAT1L PE=1 SV=2;46 kDa;;7;0;0;
Q9HCK4;Roundabout homolog 2 OS=Homo sapiens GN=ROBO2 PE=1 SV=2;151 kDa;TRUE;24;18;0;Yes
Q9HCL0;Protocadherin-18 OS=Homo sapiens GN=PCDH18 PE=2 SV=3;126 kDa;;4;1;0;
Q9HCM2;Plexin-A4 OS=Homo sapiens GN=PLXNA4 PE=1 SV=4;212 kDa;TRUE;16;2;;
Q9HCM3;UPF0606 protein KIAA1549 OS=Homo sapiens GN=KIAA1549 PE=1 SV=4;211 kDa;;3;;0;
Q9HCQ5;Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens GN=GALNT9 PE=2 SV=3;68 kDa;;3;0;;
Q9HCU0;Endosialin OS=Homo sapiens GN=CD248 PE=1 SV=1;81 kDa;;11;11;;Yes
Q9HCU4;Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=2 SV=1;317 kDa;TRUE;25;16;4;Yes
Q9HCY8;Protein S100-A14 OS=Homo sapiens GN=S100A14 PE=1 SV=1;12 kDa;;2;1;;
Q9HD45;Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2;68 kDa;;5;2;;Yes
Q9HDC9;Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2;46 kDa;;7;3;3;
Q9NNW7;Thioredoxin reductase 2, mitochondrial OS=Homo sapiens GN=TXNRD2 PE=1 SV=3;57 kDa;TRUE;3;2;;
Q9NNX6;Cluster of CD209 antigen OS=Homo sapiens GN=CD209 PE=1 SV=1 (Q9NNX6);46 kDa;TRUE;5;1;;
Q9NP78;ATP-binding cassette sub-family B member 9 OS=Homo sapiens GN=ABCB9 PE=1 SV=1;84 kDa;;;2;2;
Q9NPC4;Lactosylceramide 4-alpha-galactosyltransferase OS=Homo sapiens GN=A4GALT PE=2 SV=1;41 kDa;;5;4;4;
Q9NPD7;Neuritin OS=Homo sapiens GN=NRN1 PE=1 SV=1;15 kDa;;4;4;1;Yes
Q9NPF0;CD320 antigen OS=Homo sapiens GN=CD320 PE=1 SV=1;29 kDa;;4;2;;
Q9NPF2;Carbohydrate sulfotransferase 11 OS=Homo sapiens GN=CHST11 PE=1 SV=1;42 kDa;TRUE;6;2;;
Q9NPG1;Frizzled-3 OS=Homo sapiens GN=FZD3 PE=1 SV=1;76 kDa;;2;;0;
Q9NPG4;Protocadherin-12 OS=Homo sapiens GN=PCDH12 PE=2 SV=1;129 kDa;TRUE;5;5;;
Q9NPH0;Lysophosphatidic acid phosphatase type 6 OS=Homo sapiens GN=ACP6 PE=1 SV=2;49 kDa;;5;3;1;
Q9NPH3;Interleukin-1 receptor accessory protein OS=Homo sapiens GN=IL1RAP PE=1 SV=2;65 kDa;;9;3;3;Yes
Q9NPH6;Odorant-binding protein 2b OS=Homo sapiens GN=OBP2B PE=2 SV=1;19 kDa;TRUE;2;;;
Q9NPR2;Semaphorin-4B OS=Homo sapiens GN=SEMA4B PE=1 SV=3;92 kDa;TRUE;16;14;2;
Q9NPY3;Complement component C1q receptor OS=Homo sapiens GN=CD93 PE=1 SV=3;69 kDa;TRUE;10;5;1;
Q9NPZ5;Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 OS=Homo sapiens GN=B3GAT2 PE=1 SV=2;37 kDa;TRUE;2;1;1;
Q9NQ36;Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Homo sapiens GN=SCUBE2 PE=2 SV=2;110 kDa;TRUE;8;3;1;
Q9NQ38;Serine protease inhibitor Kazal-type 5 OS=Homo sapiens GN=SPINK5 PE=1 SV=2;121 kDa;;5;2;0;
Q9NQ66;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Homo sapiens GN=PLCB1 PE=1 SV=1;139 kDa;;4;0;0;
Q9NQ76;Matrix extracellular phosphoglycoprotein OS=Homo sapiens GN=MEPE PE=1 SV=1;58 kDa;;3;0;0;
Q9NQ79;Cartilage acidic protein 1 OS=Homo sapiens GN=CRTAC1 PE=1 SV=2;71 kDa;;26;28;19;Yes
Q9NQR4;Omega-amidase NIT2 OS=Homo sapiens GN=NIT2 PE=1 SV=1;31 kDa;;3;;;
Q9NQS3;Poliovirus receptor-related protein 3 OS=Homo sapiens GN=PVRL3 PE=1 SV=1;61 kDa;;2;;;Yes
Q9NQW7;Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3;70 kDa;TRUE;8;2;;
Q9NQX3;Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1;80 kDa;;3;2;;
Q9NQX5;Neural proliferation differentiation and control protein 1 OS=Homo sapiens GN=NPDC1 PE=1 SV=2;35 kDa;;3;4;1;Yes
Q9NQX7;Integral membrane protein 2C OS=Homo sapiens GN=ITM2C PE=1 SV=1;30 kDa;;3;2;;Yes
Q9NR16;Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2;159 kDa;;2;0;;
Q9NR34;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC OS=Homo sapiens GN=MAN1C1 PE=1 SV=1;71 kDa;;10;8;2;Yes
Q9NR71;Neutral ceramidase OS=Homo sapiens GN=ASAH2 PE=1 SV=2;86 kDa;;3;2;;
Q9NR99;Matrix-remodeling-associated protein 5 OS=Homo sapiens GN=MXRA5 PE=2 SV=3;312 kDa;;8;1;1;
Q9NRB3;Carbohydrate sulfotransferase 12 OS=Homo sapiens GN=CHST12 PE=1 SV=2;48 kDa;TRUE;7;2;0;Yes
Q9NRN5;Olfactomedin-like protein 3 OS=Homo sapiens GN=OLFML3 PE=2 SV=1;46 kDa;;16;16;7;Yes
Q9NRR1;Cytokine-like protein 1 OS=Homo sapiens GN=CYTL1 PE=1 SV=1;16 kDa;;6;4;1;
Q9NRW1;Cluster of Ras-related protein Rab-6B OS=Homo sapiens GN=RAB6B PE=1 SV=1 (Q9NRW1);23 kDa;TRUE;4;2;;
Q9NS00;Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Homo sapiens GN=C1GALT1 PE=1 SV=1;42 kDa;;8;3;;
Q9NS15;Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens GN=LTBP3 PE=1 SV=4;139 kDa;;16;13;;
Q9NS68;Tumor necrosis factor receptor superfamily member 19 OS=Homo sapiens GN=TNFRSF19 PE=1 SV=1;46 kDa;;2;1;;
Q9NS84;Carbohydrate sulfotransferase 7 OS=Homo sapiens GN=CHST7 PE=1 SV=2;54 kDa;;4;2;;
Q9NS85;Carbonic anhydrase-related protein 10 OS=Homo sapiens GN=CA10 PE=1 SV=1;38 kDa;;7;5;;
Q9NS98;Semaphorin-3G OS=Homo sapiens GN=SEMA3G PE=1 SV=1;87 kDa;TRUE;23;19;1;Yes
Q9NSB2;Cluster of Keratin, type II cuticular Hb4 OS=Homo sapiens GN=KRT84 PE=1 SV=2 (Q9NSB2);65 kDa;TRUE;6;6;4;
Q9NSC7;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 OS=Homo sapiens GN=ST6GALNAC1 PE=1 SV=1;69 kDa;;9;5;0;Yes
Q9NT22;EMILIN-3 OS=Homo sapiens GN=EMILIN3 PE=2 SV=2;83 kDa;;10;10;0;Yes
Q9NT68;Teneurin-2 OS=Homo sapiens GN=ODZ2 PE=1 SV=3;308 kDa;TRUE;21;6;0;Yes
Q9NT99;Leucine-rich repeat-containing protein 4B OS=Homo sapiens GN=LRRC4B PE=1 SV=3;76 kDa;TRUE;23;25;2;Yes
Q9NTK5;Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=2;45 kDa;;3;;;
Q9NTN9;Semaphorin-4G OS=Homo sapiens GN=SEMA4G PE=2 SV=1;91 kDa;TRUE;3;1;0;
Q9NTU7;Cerebellin-4 OS=Homo sapiens GN=CBLN4 PE=1 SV=1;22 kDa;;6;4;;Yes
Q9NU53;Glycoprotein integral membrane protein 1 OS=Homo sapiens GN=GINM1 PE=2 SV=1;37 kDa;;5;2;;Yes
Q9NUM4;Transmembrane protein 106B OS=Homo sapiens GN=TMEM106B PE=1 SV=2;31 kDa;;2;;;
Q9NUQ9;Cluster of Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1 (Q9NUQ9);37 kDa;TRUE;8;5;4;
Q9NUV9;GTPase IMAP family member 4 OS=Homo sapiens GN=GIMAP4 PE=1 SV=1;38 kDa;TRUE;2;1;0;
Q9NV96;Cell cycle control protein 50A OS=Homo sapiens GN=TMEM30A PE=1 SV=1;41 kDa;;2;0;;
Q9NVJ2;Cluster of ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1 (Q9NVJ2);22 kDa;TRUE;5;3;1;
Q9NWD8;Transmembrane protein 248 OS=Homo sapiens GN=TMEM248 PE=2 SV=1;35 kDa;;2;;;
Q9NX46;Poly(ADP-ribose) glycohydrolase ARH3 OS=Homo sapiens GN=ADPRHL2 PE=1 SV=1;39 kDa;;2;;0;
Q9NX62;Inositol monophosphatase 3 OS=Homo sapiens GN=IMPAD1 PE=1 SV=1;39 kDa;TRUE;16;15;2;Yes
Q9NXS2;Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens GN=QPCTL PE=1 SV=2;43 kDa;;5;1;0;
Q9NY15;Stabilin-1 OS=Homo sapiens GN=STAB1 PE=1 SV=3;275 kDa;;32;14;3;Yes
Q9NY33;Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=2;83 kDa;;12;5;;Yes
Q9NY47;Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens GN=CACNA2D2 PE=1 SV=2;130 kDa;TRUE;24;23;1;Yes
Q9NY56;Odorant-binding protein 2a OS=Homo sapiens GN=OBP2A PE=1 SV=1;19 kDa;TRUE;2;3;;
Q9NY72;Sodium channel subunit beta-3 OS=Homo sapiens GN=SCN3B PE=1 SV=1;25 kDa;;4;3;;Yes
Q9NY97;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens GN=B3GNT2 PE=1 SV=2;46 kDa;;16;12;2;Yes
Q9NYA4;Myotubularin-related protein 4 OS=Homo sapiens GN=MTMR4 PE=2 SV=2;133 kDa;TRUE;2;1;0;
Q9NYP8;Uncharacterized protein C21orf62 OS=Homo sapiens GN=C21orf62 PE=1 SV=2;25 kDa;;2;;;
Q9NYQ6;Cadherin EGF LAG seven-pass G-type receptor 1 OS=Homo sapiens GN=CELSR1 PE=1 SV=1;329 kDa;TRUE;2;0;0;
Q9NYQ7;Cadherin EGF LAG seven-pass G-type receptor 3 OS=Homo sapiens GN=CELSR3 PE=1 SV=2;358 kDa;;3;1;0;
Q9NYQ8;Protocadherin Fat 2 OS=Homo sapiens GN=FAT2 PE=1 SV=2;479 kDa;;117;93;33;Yes
Q9NYU1;UDP-glucose:glycoprotein glucosyltransferase 2 OS=Homo sapiens GN=UGGT2 PE=1 SV=4;175 kDa;TRUE;3;;0;
Q9NYU2;UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3;177 kDa;TRUE;23;7;0;Yes
Q9NYX4;Neuron-specific vesicular protein calcyon OS=Homo sapiens GN=CALY PE=1 SV=1;23 kDa;;3;2;1;Yes
Q9NZ08;Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens GN=ERAP1 PE=1 SV=3;107 kDa;;35;19;0;Yes
Q9NZ53;Podocalyxin-like protein 2 OS=Homo sapiens GN=PODXL2 PE=1 SV=1;65 kDa;;8;4;1;Yes
Q9NZ72;Stathmin-3 OS=Homo sapiens GN=STMN3 PE=1 SV=3;21 kDa;;4;2;0;
Q9NZ94;Neuroligin-3 OS=Homo sapiens GN=NLGN3 PE=1 SV=2;94 kDa;TRUE;12;4;;Yes
Q9NZC2;Triggering receptor expressed on myeloid cells 2 OS=Homo sapiens GN=TREM2 PE=1 SV=1;25 kDa;;1;3;1;
Q9NZK5;Adenosine deaminase CECR1 OS=Homo sapiens GN=CECR1 PE=1 SV=2;59 kDa;;15;13;0;Yes
Q9NZN1;Interleukin-1 receptor accessory protein-like 1 OS=Homo sapiens GN=IL1RAPL1 PE=1 SV=2;80 kDa;TRUE;9;2;;
Q9NZN3;Cluster of EH domain-containing protein 3 OS=Homo sapiens GN=EHD3 PE=1 SV=2 (Q9NZN3);61 kDa;TRUE;2;0;1;
Q9NZN4;EH domain-containing protein 2 OS=Homo sapiens GN=EHD2 PE=1 SV=2;61 kDa;;2;1;0;
Q9NZP8;Complement C1r subcomponent-like protein OS=Homo sapiens GN=C1RL PE=1 SV=2;53 kDa;TRUE;8;6;2;Yes
Q9NZR2;Low-density lipoprotein receptor-related protein 1B OS=Homo sapiens GN=LRP1B PE=1 SV=2;515 kDa;TRUE;56;31;0;Yes
Q9NZU0;Leucine-rich repeat transmembrane protein FLRT3 OS=Homo sapiens GN=FLRT3 PE=1 SV=1;73 kDa;TRUE;12;3;;Yes
Q9NZU1;Leucine-rich repeat transmembrane protein FLRT1 OS=Homo sapiens GN=FLRT1 PE=1 SV=3;71 kDa;TRUE;9;4;;
Q9NZV1;Cysteine-rich motor neuron 1 protein OS=Homo sapiens GN=CRIM1 PE=1 SV=1;114 kDa;;10;3;;
Q9P035;3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens GN=PTPLAD1 PE=1 SV=2;43 kDa;;4;1;;
Q9P0K1;Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens GN=ADAM22 PE=1 SV=1;100 kDa;;28;22;1;Yes
Q9P0K9;DOMON domain-containing protein FRRS1L OS=Homo sapiens GN=FRRS1L PE=2 SV=2;37 kDa;;9;6;;Yes
Q9P0L0;Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3;28 kDa;TRUE;5;1;1;
Q9P0S2;Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Homo sapiens GN=COX16 PE=2 SV=1;12 kDa;;1;2;;
Q9P121;Neurotrimin OS=Homo sapiens GN=NTM PE=1 SV=1;38 kDa;TRUE;15;14;0;Yes
Q9P202;Whirlin OS=Homo sapiens GN=WHRN PE=1 SV=3;97 kDa;;2;;;
Q9P225;Dynein heavy chain 2, axonemal OS=Homo sapiens GN=DNAH2 PE=1 SV=3;508 kDa;;2;0;0;
Q9P232;Contactin-3 OS=Homo sapiens GN=CNTN3 PE=1 SV=3;113 kDa;TRUE;29;22;1;Yes
Q9P244;Leucine-rich repeat and fibronectin type III domain-containing protein 1 OS=Homo sapiens GN=LRFN1 PE=1 SV=2;82 kDa;;6;;;
Q9P246;Stromal interaction molecule 2 OS=Homo sapiens GN=STIM2 PE=1 SV=2;84 kDa;;2;;;
Q9P273;Teneurin-3 OS=Homo sapiens GN=ODZ3 PE=2 SV=3;301 kDa;TRUE;17;6;;
Q9P2B2;Prostaglandin F2 receptor negative regulator OS=Homo sapiens GN=PTGFRN PE=1 SV=2;99 kDa;;3;0;0;
Q9P2E7;Protocadherin-10 OS=Homo sapiens GN=PCDH10 PE=2 SV=2;113 kDa;;16;10;;Yes
Q9P2E9;Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4;152 kDa;;2;;0;
Q9P2K2;Thioredoxin domain-containing protein 16 OS=Homo sapiens GN=TXNDC16 PE=2 SV=4;94 kDa;;10;;1;
Q9P2K5;Myelin expression factor 2 OS=Homo sapiens GN=MYEF2 PE=1 SV=3;64 kDa;;;0;2;
Q9P2K9;Patched domain-containing protein 2 OS=Homo sapiens GN=PTCHD2 PE=2 SV=2;153 kDa;;1;2;;
Q9P2S2;Cluster of Neurexin-2-alpha OS=Homo sapiens GN=NRXN2 PE=2 SV=1 (Q9P2S2);185 kDa;TRUE;56;55;9;Yes
Q9P2W7;Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 OS=Homo sapiens GN=B3GAT1 PE=1 SV=2;38 kDa;;3;;;
Q9UBC2;Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1;94 kDa;;2;;;
Q9UBG0;C-type mannose receptor 2 OS=Homo sapiens GN=MRC2 PE=1 SV=2;167 kDa;;24;21;1;Yes
Q9UBM8;Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C OS=Homo sapiens GN=MGAT4C PE=2 SV=2;56 kDa;;2;0;;
Q9UBP4;Dickkopf-related protein 3 OS=Homo sapiens GN=DKK3 PE=1 SV=2;38 kDa;;15;16;4;Yes
Q9UBQ0;Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1;21 kDa;;2;;;
Q9UBQ6;Exostosin-like 2 OS=Homo sapiens GN=EXTL2 PE=1 SV=1;37 kDa;;10;8;1;Yes
Q9UBR2;Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1;34 kDa;;12;10;1;Yes
Q9UBS5;Gamma-aminobutyric acid type B receptor subunit 1 OS=Homo sapiens GN=GABBR1 PE=1 SV=1;108 kDa;;2;2;;
Q9UBS9;SUN domain-containing ossification factor OS=Homo sapiens GN=SUCO PE=2 SV=1;139 kDa;;4;0;;Yes
Q9UBU2;Dickkopf-related protein 2 OS=Homo sapiens GN=DKK2 PE=1 SV=1;28 kDa;;2;1;;
Q9UBV2;Protein sel-1 homolog 1 OS=Homo sapiens GN=SEL1L PE=1 SV=3;89 kDa;;3;;;
Q9UBV8;Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1;30 kDa;;2;1;;
Q9UBX1;Cathepsin F OS=Homo sapiens GN=CTSF PE=1 SV=1;53 kDa;;16;14;7;Yes
Q9UBX5;Fibulin-5 OS=Homo sapiens GN=FBLN5 PE=1 SV=1;50 kDa;;9;11;2;Yes
