"CSF-PR / CSF GEL DEPLETED FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
13475.00,"SINGLE PROTEIN","Q5W0B7",""," Transmembrane protein 236 (TM236_HUMAN)","10","TMEM236",0.00,"false",0.00,1.00,0.00,1837.00,39.64,0.00,,,,,"false"
13476.00,"RELATED AND UNRELATED PROTEINS","O43581","P21579,Q6DN14,Q8N9I0"," Synaptotagmin-7 (SYT7_HUMAN)","11","SYT7",0.00,"false",0.00,0.00,0.00,3066.00,45.47,0.00,,,,,"false"
13477.00,"SINGLE PROTEIN","O75023",""," Leukocyte immunoglobulin-like receptor subfamily B member 5 (LIRB5_HUMAN)","19","LILRB5",0.00,"false",0.00,0.00,0.00,3066.00,64.09,0.00,,,,,"false"
13478.00,"SINGLE PROTEIN","O75022",""," Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIRB3_HUMAN)","19","LILRB3",0.00,"false",0.00,0.00,0.00,3066.00,69.34,0.00,,,,,"false"
13479.00,"RELATED PROTEINS","P58107","Q15149"," Epiplakin (EPIPL_HUMAN)","8","EPPK1",0.00,"false",0.00,0.00,0.00,3066.00,555.28,0.00,,,,,"false"
13480.00,"SINGLE PROTEIN","Q8NFJ5",""," Retinoic acid-induced protein 3 (RAI3_HUMAN)","12","GPRC5A",0.00,"false",0.00,0.00,0.00,3066.00,40.22,0.00,,,,,"false"
13481.00,"RELATED PROTEINS","A6NMB1","Q96RL6"," Sialic acid-binding Ig-like lectin 16 (SIG16_HUMAN)","19","SIGLEC16",0.00,"false",0.00,0.00,0.00,3066.00,52.96,0.00,,,,,"false"
13482.00,"SINGLE PROTEIN","C9J069",""," Uncharacterized protein C9orf172 (CI172_HUMAN)","9","C9ORF172",0.00,"false",0.00,0.00,0.00,3066.00,106.58,0.00,,,,,"false"
13483.00,"UNRELATED PROTEINS","Q9NTN3","Q9UQB8"," UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter (S35D1_HUMAN)","1","SLC35D1",0.00,"false",0.00,0.00,0.00,3066.00,39.21,0.00,,,,,"false"
13484.00,"UNRELATED PROTEINS","P49754","Q96RW7"," Vacuolar protein sorting-associated protein 41 homolog (VPS41_HUMAN)","7","VPS41",0.00,"false",0.00,0.00,0.00,3066.00,98.50,0.00,,,,,"false"
13485.00,"SINGLE PROTEIN","Q8NFI4",""," Putative protein FAM10A5 (F10A5_HUMAN)","11","ST13P5",0.00,"false",0.00,0.00,0.00,3066.00,41.35,0.00,,,,,"false"
13486.00,"SINGLE PROTEIN","Q8NFI3",""," Cytosolic endo-beta-N-acetylglucosaminidase (ENASE_HUMAN)","17","ENGASE",0.00,"false",0.00,0.00,0.00,3066.00,83.93,0.00,,,,,"false"
13487.00,"SINGLE PROTEIN","P13725",""," Oncostatin-M (ONCM_HUMAN)","22","OSM",0.00,"false",0.00,0.00,0.00,3066.00,28.47,0.00,,,,,"false"
13488.00,"SINGLE PROTEIN","Q5W0V3",""," Protein FAM160B1 (F16B1_HUMAN)","10","FAM160B1",0.00,"false",0.00,0.00,0.00,3066.00,86.50,0.00,,,,,"false"
13489.00,"SINGLE PROTEIN","Q969Z3",""," Mitochondrial amidoxime reducing component 2 (MARC2_HUMAN)","1","MARC2",0.00,"false",0.00,0.00,0.00,3066.00,38.00,0.00,,,,,"false"
13490.00,"RELATED AND UNRELATED PROTEINS","Q6S545","A6NI47,Q6S5H5"," POTE ankyrin domain family member H (POTEH_HUMAN)","22","POTEH",0.00,"false",0.00,0.00,0.00,3066.00,60.93,0.00,,,,,"false"
13491.00,"SINGLE PROTEIN","Q8NFH3",""," Nucleoporin Nup43 (NUP43_HUMAN)","6","NUP43",0.00,"false",0.00,0.00,0.00,3066.00,42.12,0.00,,,,,"false"
13492.00,"SINGLE PROTEIN","Q8NFH4",""," Nucleoporin Nup37 (NUP37_HUMAN)","12","NUP37",0.00,"false",0.00,0.00,0.00,3066.00,36.68,0.00,,,,,"false"
13493.00,"SINGLE PROTEIN","Q6ICH7",""," Aspartate beta-hydroxylase domain-containing protein 2 (ASPH2_HUMAN)","22","ASPHD2",0.00,"false",0.00,0.00,0.00,3066.00,41.67,0.00,,,,,"false"
13494.00,"SINGLE PROTEIN","P01773",""," Ig heavy chain V-III region BUR (HV312_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,12.97,0.00,,,,,"false"
13495.00,"SINGLE PROTEIN","Q8NFH5",""," Nucleoporin NUP53 (NUP53_HUMAN)","2","NUP35",0.00,"false",0.00,0.00,0.00,3066.00,34.75,0.00,,,,,"false"
13496.00,"SINGLE PROTEIN","P01771",""," Ig heavy chain V-III region HIL (HV310_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,13.56,0.00,,,,,"false"
13497.00,"SINGLE PROTEIN","P01770",""," Ig heavy chain V-III region NIE (HV309_HUMAN)","","",0.00,"false",0.00,1.00,0.00,1614.00,13.23,0.00,,,,,"false"
13498.00,"RELATED PROTEINS","P42229","P51692"," Signal transducer and activator of transcription 5A (STA5A_HUMAN)","17","STAT5A",0.00,"false",0.00,0.00,0.00,3066.00,90.59,0.00,,,,,"false"
13499.00,"SINGLE PROTEIN","Q969Y2",""," tRNA modification GTPase GTPBP3, mitochondrial (GTPB3_HUMAN)","19","GTPBP3",0.00,"false",0.00,0.00,0.00,3066.00,52.03,0.00,,,,,"false"
13500.00,"SINGLE PROTEIN","P00439",""," Phenylalanine-4-hydroxylase (PH4H_HUMAN)","12","PAH",0.00,"false",0.00,0.00,0.00,3066.00,51.83,0.00,,,,,"false"
13501.00,"SINGLE PROTEIN","P01769",""," Ig heavy chain V-III region GA (HV308_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,13.16,0.00,,,,,"false"
13502.00,"SINGLE PROTEIN","Q5W186",""," Cystatin-9 (CST9_HUMAN)","20","CST9",0.00,"false",0.00,0.00,0.00,3066.00,18.12,0.00,,,,,"false"
13503.00,"SINGLE PROTEIN","P01768",""," Ig heavy chain V-III region CAM (HV307_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,13.66,0.00,,,,,"false"
13504.00,"SINGLE PROTEIN","Q6TCH7",""," Progestin and adipoQ receptor family member 3 (PAQR3_HUMAN)","4","PAQR3",0.00,"false",0.00,0.00,0.00,3066.00,36.19,0.00,,,,,"false"
13505.00,"UNRELATED PROTEINS","Q01538","Q9UL68"," Myelin transcription factor 1 (MYT1_HUMAN)","20","MYT1",0.00,"false",0.00,0.00,0.00,3066.00,122.25,0.00,,,,,"false"
13506.00,"SINGLE PROTEIN","P01762",""," Ig heavy chain V-III region TRO (HV301_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,13.46,0.00,,,,,"false"
13507.00,"SINGLE PROTEIN","Q8IXZ2",""," Zinc finger CCCH domain-containing protein 3 (ZC3H3_HUMAN)","8","ZC3H3",0.00,"false",0.00,0.00,0.00,3066.00,101.88,0.00,,,,,"false"
13508.00,"SINGLE PROTEIN","Q8IXZ3",""," Transcription factor Sp8 (SP8_HUMAN)","7","SP8",0.00,"false",0.00,0.00,0.00,3066.00,48.64,0.00,,,,,"false"
13509.00,"SINGLE PROTEIN","A0FGR8",""," Extended synaptotagmin-2 (ESYT2_HUMAN)","7","ESYT2",0.00,"false",0.00,0.00,0.00,3066.00,102.29,0.00,,,,,"false"
13510.00,"UNRELATED PROTEINS","P00738","Q96N28"," Haptoglobin (HPT_HUMAN)","16","HP",0.00,"false",0.00,0.00,0.00,3066.00,45.18,0.00,,,,,"false"
13511.00,"SINGLE PROTEIN","P23109",""," AMP deaminase 1 (AMPD1_HUMAN)","1","AMPD1",0.00,"false",0.00,0.00,0.00,3066.00,90.16,0.00,,,,,"false"
13512.00,"SINGLE PROTEIN","Q8IYB0",""," Putative uncharacterized protein MGC39545 (YK038_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,21.17,0.00,,,,,"false"
13513.00,"SINGLE PROTEIN","Q8IYB3",""," Serine/arginine repetitive matrix protein 1 (SRRM1_HUMAN)","1","SRRM1",0.00,"false",0.00,0.00,0.00,3066.00,102.27,0.00,,,,,"false"
13514.00,"SINGLE PROTEIN","O15399",""," Glutamate receptor ionotropic, NMDA 2D (NMDE4_HUMAN)","19","GRIN2D",0.00,"false",0.00,0.00,0.00,3066.00,143.66,0.00,,,,,"false"
13515.00,"SINGLE PROTEIN","Q8IYB5",""," Stromal membrane-associated protein 1 (SMAP1_HUMAN)","6","SMAP1",0.00,"false",0.00,0.00,0.00,3066.00,50.35,0.00,,,,,"false"
13516.00,"SINGLE PROTEIN","Q8NFN8",""," Probable G-protein coupled receptor 156 (GP156_HUMAN)","3","GPR156",0.00,"false",0.00,0.00,0.00,3066.00,89.04,0.00,,,,,"false"
13517.00,"SINGLE PROTEIN","Q8IYB7",""," DIS3-like exonuclease 2 (DI3L2_HUMAN)","2","DIS3L2",0.00,"false",0.00,0.00,0.00,3066.00,99.22,0.00,,,,,"false"
13518.00,"SINGLE PROTEIN","Q8IYB8",""," ATP-dependent RNA helicase SUPV3L1, mitochondrial (SUV3_HUMAN)","10","SUPV3L1",0.00,"false",0.00,0.00,0.00,3066.00,87.94,0.00,,,,,"false"
13519.00,"SINGLE PROTEIN","Q8IYB9",""," Zinc finger protein 595 (ZN595_HUMAN)","4","ZNF595",0.00,"false",0.00,0.00,0.00,3066.00,74.24,0.00,,,,,"false"
13520.00,"UNRELATED PROTEINS","P49908","Q96P65"," Selenoprotein P (SEPP1_HUMAN)","5","SEPP1",0.00,"false",0.00,0.00,0.00,3066.00,43.16,0.00,,,,,"false"
13521.00,"SINGLE PROTEIN","Q14CX5",""," Transmembrane protein 180 (TM180_HUMAN)","10","TMEM180",0.00,"false",0.00,0.00,0.00,3066.00,57.34,0.00,,,,,"false"
13522.00,"SINGLE PROTEIN","Q8NFM4",""," Adenylate cyclase type 4 (ADCY4_HUMAN)","14","ADCY4",0.00,"false",0.00,0.00,0.00,3066.00,119.72,0.00,,,,,"false"
13523.00,"UNRELATED PROTEINS","Q8IVF2","Q9UNX9"," Protein AHNAK2 (AHNK2_HUMAN)","14","AHNAK2",0.00,"false",0.00,0.00,0.00,3066.00,616.24,0.00,,,,,"false"
13524.00,"SINGLE PROTEIN","Q8IYA2",""," Putative coiled-coil domain-containing protein 144C (C144C_HUMAN)","17","CCDC144C",0.00,"false",0.00,0.00,0.00,3066.00,143.02,0.00,,,,,"false"
13525.00,"SINGLE PROTEIN","P49721",""," Proteasome subunit beta type-2 (PSB2_HUMAN)","1","PSMB2",0.00,"false",0.00,0.00,0.00,3066.00,22.82,0.00,,,,,"false"
13526.00,"SINGLE PROTEIN","Q8IYA8",""," Coiled-coil domain-containing protein 36 (CCD36_HUMAN)","3","CCDC36",0.00,"false",0.00,0.00,0.00,3066.00,66.30,0.00,,,,,"false"
13527.00,"SINGLE PROTEIN","P01782",""," Ig heavy chain V-III region DOB (HV321_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,13.43,0.00,,,,,"false"
13528.00,"SINGLE PROTEIN","P00491",""," Purine nucleoside phosphorylase (PNPH_HUMAN)","14","PNP",0.00,"false",0.00,0.00,0.00,3066.00,32.10,0.00,,,,,"false"
13529.00,"RELATED PROTEINS","A6NKC0","A8MWA6,A8MX19,A8MXZ1"," Putative protein FAM90A7P (F90A7_HUMAN)","8","FAM90A7P",0.00,"false",0.00,0.00,0.00,3066.00,49.77,0.00,,,,,"false"
13530.00,"SINGLE PROTEIN","P36405",""," ADP-ribosylation factor-like protein 3 (ARL3_HUMAN)","10","ARL3",0.00,"false",0.00,0.00,0.00,3066.00,20.44,0.00,,,,,"false"
13531.00,"SINGLE PROTEIN","P36404",""," ADP-ribosylation factor-like protein 2 (ARL2_HUMAN)","11","ARL2",0.00,"false",0.00,0.00,0.00,3066.00,20.86,0.00,,,,,"false"
13532.00,"SINGLE PROTEIN","P13762",""," HLA class II histocompatibility antigen, DR beta 4 chain (DRB4_HUMAN)","","HLA-DRB4",0.00,"false",0.00,0.00,0.00,3066.00,29.92,0.00,,,,,"false"
13533.00,"SINGLE PROTEIN","Q6ICL7",""," Solute carrier family 35 member E4 (S35E4_HUMAN)","22","SLC35E4",0.00,"false",0.00,0.00,0.00,3066.00,36.72,0.00,,,,,"false"
13534.00,"SINGLE PROTEIN","P49716",""," CCAAT/enhancer-binding protein delta (CEBPD_HUMAN)","8","CEBPD",0.00,"false",0.00,0.00,0.00,3066.00,28.45,0.00,,,,,"false"
13535.00,"SINGLE PROTEIN","P49715",""," CCAAT/enhancer-binding protein alpha (CEBPA_HUMAN)","19","CEBPA",0.00,"false",0.00,0.00,0.00,3066.00,37.54,0.00,,,,,"false"
13536.00,"SINGLE PROTEIN","Q49A26",""," Putative oxidoreductase GLYR1 (GLYR1_HUMAN)","16","GLYR1",0.00,"false",0.00,0.00,0.00,3066.00,60.52,0.00,,,,,"false"
13537.00,"SINGLE PROTEIN","P00480",""," Ornithine carbamoyltransferase, mitochondrial (OTC_HUMAN)","X","OTC",0.00,"false",0.00,0.00,0.00,3066.00,39.91,0.00,,,,,"false"
13538.00,"SINGLE PROTEIN","Q76G19",""," PDZ domain-containing protein 4 (PDZD4_HUMAN)","X","PDZD4",0.00,"false",0.00,0.00,0.00,3066.00,86.12,0.00,,,,,"false"
13539.00,"SINGLE PROTEIN","Q14CZ7",""," FAST kinase domain-containing protein 3 (FAKD3_HUMAN)","5","FASTKD3",0.00,"false",0.00,0.00,0.00,3066.00,75.64,0.00,,,,,"false"
13540.00,"SINGLE PROTEIN","Q8NFK1",""," Gap junction gamma-3 protein (CXG3_HUMAN)","7","GJC3",0.00,"false",0.00,0.00,0.00,3066.00,31.28,0.00,,,,,"false"
13541.00,"SINGLE PROTEIN","P49703",""," ADP-ribosylation factor-like protein 4D (ARL4D_HUMAN)","17","ARL4D",0.00,"false",0.00,0.00,0.00,3066.00,22.14,0.00,,,,,"false"
13542.00,"RELATED PROTEINS","Q96QI5","Q9Y662,Q9Y663"," Heparan sulfate glucosamine 3-O-sulfotransferase 6 (HS3S6_HUMAN)","16","HS3ST6",0.00,"false",0.00,0.00,0.00,3066.00,37.16,0.00,,,,,"false"
13543.00,"SINGLE PROTEIN","Q8IY63",""," Angiomotin-like protein 1 (AMOL1_HUMAN)","11","AMOTL1",0.00,"false",0.00,0.00,0.00,3066.00,106.51,0.00,,,,,"false"
13544.00,"SINGLE PROTEIN","Q8IXU6",""," Solute carrier family 35 member F2 (S35F2_HUMAN)","11","SLC35F2",0.00,"false",0.00,0.00,0.00,3066.00,41.18,0.00,,,,,"false"
13545.00,"SINGLE PROTEIN","Q5W111",""," SPRY domain-containing protein 7 (SPRY7_HUMAN)","13","SPRYD7",0.00,"false",0.00,0.00,0.00,3066.00,21.65,0.00,,,,,"false"
13546.00,"SINGLE PROTEIN","Q969T7",""," 7-methylguanosine phosphate-specific 5'-nucleotidase (5NT3B_HUMAN)","17","NT5C3L",0.00,"false",0.00,0.00,0.00,3066.00,33.51,0.00,,,,,"false"
13547.00,"SINGLE PROTEIN","Q8NFB2",""," Transmembrane protein 185A (T185A_HUMAN)","X","TMEM185A",0.00,"false",0.00,0.00,0.00,3066.00,40.62,0.00,,,,,"false"
13548.00,"SINGLE PROTEIN","Q969T3",""," Sorting nexin-21 (SNX21_HUMAN)","20","SNX21",0.00,"false",0.00,0.00,0.00,3066.00,41.34,0.00,,,,,"false"
13549.00,"SINGLE PROTEIN","Q6ZV60",""," Putative uncharacterized protein encoded by LINC00173 (YL023_HUMAN)","12","LINC00173",0.00,"false",0.00,0.00,0.00,3066.00,16.38,0.00,,,,,"false"
13550.00,"SINGLE PROTEIN","O15371",""," Eukaryotic translation initiation factor 3 subunit D (EIF3D_HUMAN)","22","EIF3D",0.00,"false",0.00,0.00,0.00,3066.00,63.93,0.00,,,,,"false"
13551.00,"SINGLE PROTEIN","Q8IY50",""," Putative thiamine transporter SLC35F3 (S35F3_HUMAN)","1","SLC35F3",0.00,"false",0.00,0.00,0.00,3066.00,46.79,0.00,,,,,"false"
13552.00,"SINGLE PROTEIN","O15370",""," Transcription factor SOX-12 (SOX12_HUMAN)","20","SOX12",0.00,"false",0.00,0.00,0.00,3066.00,34.10,0.00,,,,,"false"
13553.00,"SINGLE PROTEIN","O15375",""," Monocarboxylate transporter 6 (MOT6_HUMAN)","17","SLC16A5",0.00,"false",0.00,0.00,0.00,3066.00,54.96,0.00,,,,,"false"
13554.00,"SINGLE PROTEIN","Q8IXT2",""," Doublesex- and mab-3-related transcription factor C2 (DMRTD_HUMAN)","19","DMRTC2",0.00,"false",0.00,0.00,0.00,3066.00,39.10,0.00,,,,,"false"
13555.00,"SINGLE PROTEIN","Q6ZUU3",""," FOXL2 neighbor protein (FOXNB_HUMAN)","3","C3ORF72",0.00,"false",0.00,0.00,0.00,3066.00,18.61,0.00,,,,,"false"
13556.00,"SINGLE PROTEIN","Q6ICC9",""," Protein LDOC1L (LDOCL_HUMAN)","22","LDOC1L",0.00,"false",0.00,0.00,0.00,3066.00,26.14,0.00,,,,,"false"
13557.00,"SINGLE PROTEIN","O15374",""," Monocarboxylate transporter 5 (MOT5_HUMAN)","1","SLC16A4",0.00,"false",0.00,0.00,0.00,3066.00,53.99,0.00,,,,,"false"
13558.00,"SINGLE PROTEIN","Q8IY57",""," YY1-associated factor 2 (YAF2_HUMAN)","12","YAF2",0.00,"false",0.00,0.00,0.00,3066.00,19.89,0.00,,,,,"false"
13559.00,"SINGLE PROTEIN","P84098",""," 60S ribosomal protein L19 (RL19_HUMAN)","17","RPL19",0.00,"false",0.00,0.00,0.00,3066.00,23.45,0.00,,,,,"false"
13560.00,"UNRELATED PROTEINS","B4DX44","A8MUV8"," Zinc finger protein 736 (ZN736_HUMAN)","7","ZNF736",0.00,"false",0.00,0.00,0.00,3066.00,49.84,0.00,,,,,"false"
13561.00,"RELATED PROTEINS","O15541","Q8IZP6"," RING finger protein 113A (R113A_HUMAN)","X","RNF113A",0.00,"false",0.00,0.00,0.00,3066.00,38.76,0.00,,,,,"false"
13562.00,"RELATED AND UNRELATED PROTEINS","B7ZAQ6","A6NKF9,P0CG08"," Golgi pH regulator A (GPHRA_HUMAN)","1","GPR89A",0.00,"false",0.00,0.00,0.00,3066.00,52.88,0.00,,,,,"false"
13563.00,"SINGLE PROTEIN","Q6ZUT6",""," Uncharacterized protein C15orf52 (CO052_HUMAN)","15","C15ORF52",0.00,"false",0.00,0.00,0.00,3066.00,57.29,0.00,,,,,"false"
13564.00,"SINGLE PROTEIN","Q6NS38",""," Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 (ALKB2_HUMAN)","12","ALKBH2",0.00,"false",0.00,0.00,0.00,3066.00,29.30,0.00,,,,,"false"
13565.00,"SINGLE PROTEIN","Q6ZUT4",""," Putative uncharacterized protein FLJ43343 (YL014_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,14.21,0.00,,,,,"false"
13566.00,"SINGLE PROTEIN","Q969S6",""," Transmembrane protein 203 (TM203_HUMAN)","9","TMEM203",0.00,"false",0.00,0.00,0.00,3066.00,15.75,0.00,,,,,"false"
13567.00,"SINGLE PROTEIN","Q8NFA0",""," Ubiquitin carboxyl-terminal hydrolase 32 (UBP32_HUMAN)","17","USP32",0.00,"false",0.00,0.00,0.00,3066.00,181.54,0.00,,,,,"false"
13568.00,"SINGLE PROTEIN","Q969S0",""," UDP-xylose and UDP-N-acetylglucosamine transporter (S35B4_HUMAN)","7","SLC35B4",0.00,"false",0.00,0.00,0.00,3066.00,37.40,0.00,,,,,"false"
13569.00,"SINGLE PROTEIN","Q969S3",""," Zinc finger protein 622 (ZN622_HUMAN)","5","ZNF622",0.00,"false",0.00,0.00,0.00,3066.00,54.24,0.00,,,,,"false"
13570.00,"SINGLE PROTEIN","O15382",""," Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT2_HUMAN)","19","BCAT2",0.00,"false",0.00,0.00,0.00,3066.00,44.26,0.00,,,,,"false"
13571.00,"SINGLE PROTEIN","Q8IXS2",""," Coiled-coil domain-containing protein 65 (CCD65_HUMAN)","12","CCDC65",0.00,"false",0.00,0.00,0.00,3066.00,57.26,0.00,,,,,"false"
13572.00,"SINGLE PROTEIN","Q8IY42",""," Uncharacterized protein C4orf19 (CD019_HUMAN)","4","C4ORF19",0.00,"false",0.00,0.00,0.00,3066.00,33.72,0.00,,,,,"false"
13573.00,"SINGLE PROTEIN","Q8IXS6",""," Paralemmin-2 (PALM2_HUMAN)","9","PALM2",0.00,"false",0.00,0.00,0.00,3066.00,42.16,0.00,,,,,"false"
13574.00,"SINGLE PROTEIN","Q8IY47",""," Kelch repeat and BTB domain-containing protein 2 (KBTB2_HUMAN)","7","KBTBD2",0.00,"false",0.00,0.00,0.00,3066.00,71.28,0.00,,,,,"false"
13575.00,"SINGLE PROTEIN","Q8IXS8",""," Protein FAM126B (F126B_HUMAN)","2","FAM126B",0.00,"false",0.00,0.00,0.00,3066.00,58.61,0.00,,,,,"false"
13576.00,"SINGLE PROTEIN","Q8IY49",""," Monocyte to macrophage differentiation factor 2 (PAQRA_HUMAN)","7","MMD2",0.00,"false",0.00,0.00,0.00,3066.00,31.24,0.00,,,,,"false"
13577.00,"RELATED PROTEINS","P17014","Q8N7M2"," Zinc finger protein 12 (ZNF12_HUMAN)","7","ZNF12",0.00,"false",0.00,0.00,0.00,3066.00,81.15,0.00,,,,,"false"
13578.00,"RELATED PROTEINS","Q5H9L2","Q6IPX3,Q969E4"," Transcription elongation factor A protein-like 5 (TCAL5_HUMAN)","X","TCEAL5",0.00,"false",0.00,0.00,0.00,3066.00,23.29,0.00,,,,,"false"
13579.00,"UNRELATED PROTEINS","B2RXF5","P16066,Q38SD2"," Zinc finger and BTB domain-containing protein 42 (ZBT42_HUMAN)","14","ZBTB42",0.00,"false",0.00,0.00,0.00,3066.00,46.46,0.00,,,,,"false"
13580.00,"SINGLE PROTEIN","Q5W0N0",""," Uncharacterized protein C9orf57 (CI057_HUMAN)","9","C9ORF57",0.00,"false",0.00,0.00,0.00,3066.00,18.10,0.00,,,,,"false"
13581.00,"UNRELATED PROTEINS","Q6XUX3","O00327"," Dual serine/threonine and tyrosine protein kinase (DUSTY_HUMAN)","1","DSTYK",0.00,"false",0.00,0.00,0.00,3066.00,105.14,0.00,,,,,"false"
13582.00,"SINGLE PROTEIN","O15379",""," Histone deacetylase 3 (HDAC3_HUMAN)","5","HDAC3",0.00,"false",0.00,0.00,0.00,3066.00,48.82,0.00,,,,,"false"
13583.00,"SINGLE PROTEIN","Q6ZUQ5","","Putative uncharacterized protein FLJ43447 (YO014_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,21.89,0.00,,,,,"false"
13584.00,"SINGLE PROTEIN","O15391",""," Transcription factor YY2 (TYY2_HUMAN)","X","YY2",0.00,"false",0.00,0.00,0.00,3066.00,41.32,0.00,,,,,"false"
13585.00,"SINGLE PROTEIN","O15392",""," Baculoviral IAP repeat-containing protein 5 (BIRC5_HUMAN)","17","BIRC5",0.00,"false",0.00,0.00,0.00,3066.00,16.38,0.00,,,,,"false"
13586.00,"SINGLE PROTEIN","O15397",""," Importin-8 (IPO8_HUMAN)","12","IPO8",0.00,"false",0.00,0.00,0.00,3066.00,119.86,0.00,,,,,"false"
13587.00,"SINGLE PROTEIN","Q969Q6",""," Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (P2R3C_HUMAN)","14","PPP2R3C",0.00,"false",0.00,0.00,0.00,3066.00,53.28,0.00,,,,,"false"
13588.00,"SINGLE PROTEIN","Q8IY33",""," MICAL-like protein 2 (MILK2_HUMAN)","7","MICALL2",0.00,"false",0.00,0.00,0.00,3066.00,97.44,0.00,,,,,"false"
13589.00,"SINGLE PROTEIN","Q8IY34",""," Solute carrier family 15 member 3 (S15A3_HUMAN)","11","SLC15A3",0.00,"false",0.00,0.00,0.00,3066.00,63.52,0.00,,,,,"false"
13590.00,"SINGLE PROTEIN","Q8IXR5",""," Protein FAM178B (F178B_HUMAN)","2","FAM178B",0.00,"false",0.00,0.00,0.00,3066.00,93.45,0.00,,,,,"false"
13591.00,"RELATED PROTEINS","Q3BBV2","Q6P3W6"," Putative neuroblastoma breakpoint family member 8 (NBPF8_HUMAN)","1","NBPF8",0.00,"false",0.00,0.00,0.00,3066.00,99.15,0.00,,,,,"false"
13592.00,"SINGLE PROTEIN","Q8IY37",""," Probable ATP-dependent RNA helicase DHX37 (DHX37_HUMAN)","12","DHX37",0.00,"false",0.00,0.00,0.00,3066.00,129.46,0.00,,,,,"false"
13593.00,"SINGLE PROTEIN","Q14CN2",""," Calcium-activated chloride channel regulator 4 (CLCA4_HUMAN)","1","CLCA4",0.00,"false",0.00,0.00,0.00,3066.00,101.22,0.00,,,,,"false"
13594.00,"SINGLE PROTEIN","Q969Q4",""," ADP-ribosylation factor-like protein 11 (ARL11_HUMAN)","13","ARL11",0.00,"false",0.00,0.00,0.00,3066.00,21.38,0.00,,,,,"false"
13595.00,"SINGLE PROTEIN","Q6ZUX3",""," Protein FAM179A (F179A_HUMAN)","2","FAM179A",0.00,"false",0.00,0.00,0.00,3066.00,111.08,0.00,,,,,"false"
13596.00,"SINGLE PROTEIN","O15320",""," cTAGE family member 5 (CTGE5_HUMAN)","14","CTAGE5",0.00,"false",0.00,0.00,0.00,3066.00,90.94,0.00,,,,,"false"
13597.00,"SINGLE PROTEIN","O15321",""," Transmembrane 9 superfamily member 1 (TM9S1_HUMAN)","14","TM9SF1",0.00,"false",0.00,0.00,0.00,3066.00,68.82,0.00,,,,,"false"
13598.00,"UNRELATED PROTEINS","Q8N8S7","Q9UI08"," Protein enabled homolog (ENAH_HUMAN)","1","ENAH",0.00,"false",0.00,0.00,0.00,3066.00,66.47,0.00,,,,,"false"
13599.00,"SINGLE PROTEIN","A2IDD5",""," Coiled-coil domain-containing protein 78 (CCD78_HUMAN)","16","CCDC78",0.00,"false",0.00,0.00,0.00,3066.00,48.49,0.00,,,,,"false"
13600.00,"SINGLE PROTEIN","Q969X2",""," Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (SIA7F_HUMAN)","9","ST6GALNAC6",0.00,"false",0.00,0.00,0.00,3066.00,38.04,0.00,,,,,"false"
13601.00,"SINGLE PROTEIN","Q969X1",""," Protein lifeguard 3 (LFG3_HUMAN)","2","TMBIM1",0.00,"false",0.00,0.00,0.00,3066.00,34.58,0.00,,,,,"false"
13602.00,"SINGLE PROTEIN","Q5W150",""," Putative uncharacterized protein MGC163334 (YT011_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,15.09,0.00,,,,,"false"
13603.00,"SINGLE PROTEIN","P01716",""," Ig lambda chain V-IV region X (LV402_HUMAN)","","",0.00,"false",0.00,0.00,0.00,3066.00,11.33,0.00,,,,,"false"
13604.00,"SINGLE PROTEIN","Q93100",""," Phosphorylase b kinase regulatory subunit beta (KPBB_HUMAN)","16","PHKB",0.00,"false",0.00,0.00,0.00,3066.00,124.81,0.00,,,,,"false"
13605.00,"SINGLE PROTEIN","Q14D04",""," Ventricular zone-expressed PH domain-containing protein homolog 1 (MELT_HUMAN)","3","VEPH1",0.00,"false",0.00,0.00,0.00,3066.00,94.69,0.00,,,,,"false"
13606.00,"UNRELATED PROTEINS","P51659","Q9BYV9"," Peroxisomal multifunctional enzyme type 2 (DHB4_HUMAN)","5","HSD17B4",0.00,"false",0.00,0.00,0.00,3066.00,79.64,0.00,,,,,"false"
