CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
2320.00,SINGLE PROTEIN,Q02539,, Histone H1.1 (H11_HUMAN),6,HIST1H1A,0.00,false,0.00,0.00,0.00,2280.00,21.83,96.63,true
2321.00,SINGLE PROTEIN,Q9HA90,, EF-hand and coiled-coil domain-containing protein 1 (EFCC1_HUMAN),3,CCDC48,0.00,false,0.00,0.00,0.00,2280.00,65.66,96.63,true
2322.00,SINGLE PROTEIN,Q15814,, Tubulin-specific chaperone C (TBCC_HUMAN),6,TBCC,0.00,false,0.00,0.00,0.00,2280.00,39.22,96.63,true
2323.00,SINGLE PROTEIN,Q6A163,, Keratin, type I cytoskeletal 39 (K1C39_HUMAN),17,KRT39,0.00,false,0.00,0.00,0.00,2280.00,55.62,96.63,true
2324.00,SINGLE PROTEIN,Q6IEG0,, U11/U12 small nuclear ribonucleoprotein 48 kDa protein (SNR48_HUMAN),6,SNRNP48,0.00,false,0.00,0.00,0.00,2280.00,39.94,96.63,true
2325.00,SINGLE PROTEIN,Q8TEL6,, Short transient receptor potential channel 4-associated protein (TP4AP_HUMAN),20,TRPC4AP,0.00,false,0.00,1.00,0.00,2235.00,90.79,96.63,true
2326.00,SINGLE PROTEIN,Q9HCG7,, Non-lysosomal glucosylceramidase (GBA2_HUMAN),9,GBA2,0.00,false,0.00,0.00,0.00,2280.00,104.58,96.63,true
2327.00,SINGLE PROTEIN,Q8WVC0,, RNA polymerase-associated protein LEO1 (LEO1_HUMAN),15,LEO1,0.00,false,0.00,0.00,0.00,2280.00,75.36,96.63,true
2328.00,SINGLE PROTEIN,Q8IYS8,, Biorientation of chromosomes in cell division protein 1-like 2 (BD1L2_HUMAN),18,BOD1L2,0.00,false,0.00,1.00,0.01,1297.00,18.06,96.63,true
2329.00,SINGLE PROTEIN,Q7Z6J9,, tRNA-splicing endonuclease subunit Sen54 (SEN54_HUMAN),17,TSEN54,0.00,false,0.00,1.00,0.00,2069.00,58.78,96.63,true
2330.00,SINGLE PROTEIN,Q6AI39,, GLTSCR1-like protein (GSC1L_HUMAN),6,KIAA0240,0.00,false,0.00,0.00,0.00,2280.00,115.01,96.63,true
2331.00,SINGLE PROTEIN,Q53ET0,, CREB-regulated transcription coactivator 2 (CRTC2_HUMAN),1,CRTC2,0.00,false,0.00,0.00,0.00,2280.00,73.26,96.63,true
2332.00,SINGLE PROTEIN,Q96ST2,, Protein IWS1 homolog (IWS1_HUMAN),2,IWS1,0.00,false,0.00,0.00,0.00,2280.00,91.90,96.63,true
2333.00,SINGLE PROTEIN,Q9UMN6,, Histone-lysine N-methyltransferase 2B (KMT2B_HUMAN),,WBP7,0.00,false,0.00,1.00,0.00,2274.00,293.33,96.63,true
2334.00,SINGLE PROTEIN,Q14449,, Growth factor receptor-bound protein 14 (GRB14_HUMAN),2,GRB14,0.00,false,0.00,0.00,0.00,2280.00,60.95,96.63,true
2335.00,SINGLE PROTEIN,Q15306,, Interferon regulatory factor 4 (IRF4_HUMAN),6,IRF4,0.00,false,0.00,0.00,0.00,2280.00,51.74,96.63,true
2336.00,SINGLE PROTEIN,Q16644,, MAP kinase-activated protein kinase 3 (MAPK3_HUMAN),3,MAPKAPK3,0.00,false,0.00,2.00,0.01,1252.00,42.96,96.63,true
2337.00,SINGLE PROTEIN,Q86VR2,, Protein FAM134C (F134C_HUMAN),17,FAM134C,0.00,false,0.00,1.00,0.00,2176.00,51.36,96.63,true
2338.00,SINGLE PROTEIN,A1L188,, Uncharacterized protein C17orf89 (CQ089_HUMAN),17,C17ORF89,0.00,false,0.00,0.00,0.00,2280.00,7.75,96.63,true
2339.00,SINGLE PROTEIN,Q9H6Y2,, WD repeat-containing protein 55 (WDR55_HUMAN),5,WDR55,0.00,false,0.00,0.00,0.00,2280.00,42.04,96.63,true
2340.00,SINGLE PROTEIN,O60282,, Kinesin heavy chain isoform 5C (KIF5C_HUMAN),2,KIF5C,0.00,false,0.00,1.00,0.00,2257.00,109.43,96.63,true
2341.00,SINGLE PROTEIN,Q8IYU8,, Calcium uptake protein 2, mitochondrial (MICU2_HUMAN),13,EFHA1,0.00,false,0.00,0.00,0.00,2280.00,49.63,96.63,true
2342.00,SINGLE PROTEIN,Q8TDP1,, Ribonuclease H2 subunit C (RNH2C_HUMAN),11,RNASEH2C,0.00,false,0.00,0.00,0.00,2280.00,17.83,96.63,true
2343.00,SINGLE PROTEIN,Q9P270,, SLAIN motif-containing protein 2 (SLAI2_HUMAN),4,SLAIN2,0.00,false,0.00,1.00,0.00,2141.00,62.51,96.63,true
2344.00,SINGLE PROTEIN,Q9Y4B4,, Helicase ARIP4 (ARIP4_HUMAN),3,RAD54L2,0.00,false,0.00,2.00,0.00,2213.00,162.67,96.63,true
2345.00,SINGLE PROTEIN,Q9Y4B5,, Microtubule cross-linking factor 1 (MTCL1_HUMAN),18,SOGA2,0.00,false,0.00,0.00,0.00,2280.00,209.40,96.63,true
2346.00,SINGLE PROTEIN,Q9UJ96,, Potassium voltage-gated channel subfamily G member 2 (KCNG2_HUMAN),18,KCNG2,0.00,false,0.00,0.00,0.00,2280.00,51.21,96.63,true
2347.00,SINGLE PROTEIN,Q9H609,, Zinc finger protein 576 (ZN576_HUMAN),19,ZNF576,0.00,false,0.00,0.00,0.00,2280.00,18.88,96.63,true
2348.00,SINGLE PROTEIN,Q6QNY1,, Biogenesis of lysosome-related organelles complex 1 subunit 2 (BL1S2_HUMAN),10,BLOC1S2,0.00,false,0.00,0.00,0.00,2280.00,15.95,96.63,true
2349.00,SINGLE PROTEIN,P54750,, Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A (PDE1A_HUMAN),2,PDE1A,0.00,false,0.00,0.00,0.00,2280.00,61.21,96.63,true
2350.00,SINGLE PROTEIN,Q5VST9,, Obscurin (OBSCN_HUMAN),1,OBSCN,0.00,false,0.00,0.00,0.00,2280.00,867.94,96.63,true
2351.00,SINGLE PROTEIN,Q96JP5,, E3 ubiquitin-protein ligase ZFP91 (ZFP91_HUMAN),11,ZFP91,0.00,false,0.00,0.00,0.00,2280.00,63.41,96.63,true
2352.00,SINGLE PROTEIN,Q5JU85,, IQ motif and SEC7 domain-containing protein 2 (IQEC2_HUMAN),X,IQSEC2,0.00,false,0.00,2.00,0.00,2233.00,161.64,96.63,true
2353.00,SINGLE PROTEIN,Q8N9B4,, Ankyrin repeat domain-containing protein 42 (ANR42_HUMAN),11,ANKRD42,0.00,false,0.00,1.00,0.00,2135.00,43.02,96.63,true
2354.00,SINGLE PROTEIN,P53814,, Smoothelin (SMTN_HUMAN),22,SMTN,0.00,false,0.00,0.00,0.00,2280.00,99.00,96.63,true
2355.00,SINGLE PROTEIN,Q9BUV0,, Arginine/serine-rich protein 1 (RSRP1_HUMAN),1,C1ORF63,0.00,false,0.00,0.00,0.00,2280.00,33.59,96.63,true
2356.00,SINGLE PROTEIN,Q8WU20,, Fibroblast growth factor receptor substrate 2 (FRS2_HUMAN),12,FRS2,0.00,false,0.00,0.00,0.00,2280.00,56.99,96.63,true
2357.00,SINGLE PROTEIN,Q2TBE0,, CWF19-like protein 2 (C19L2_HUMAN),11,CWF19L2,0.00,false,0.00,0.00,0.00,2280.00,103.72,96.63,true
2358.00,SINGLE PROTEIN,Q7LFL8,, CXXC-type zinc finger protein 5 (CXXC5_HUMAN),5,CXXC5,0.00,false,0.00,0.00,0.00,2280.00,32.96,96.63,true
2359.00,SINGLE PROTEIN,Q8NFJ9,, Bardet-Biedl syndrome 1 protein (BBS1_HUMAN),11,BBS1,0.00,false,0.00,0.00,0.00,2280.00,65.04,96.63,true
2360.00,SINGLE PROTEIN,Q5TAB7,, Protein ripply2 (RIPP2_HUMAN),6,RIPPLY2,0.00,false,0.00,0.00,0.00,2280.00,13.90,96.63,true
2361.00,SINGLE PROTEIN,Q9NQB0,, Transcription factor 7-like 2 (TF7L2_HUMAN),10,TCF7L2,0.00,false,0.00,1.00,0.00,1903.00,67.88,96.63,true
2362.00,SINGLE PROTEIN,Q9NQC8,, Intraflagellar transport protein 46 homolog (IFT46_HUMAN),11,IFT46,0.00,false,0.00,0.00,0.00,2280.00,34.26,96.63,true
2363.00,SINGLE PROTEIN,Q15554,, Telomeric repeat-binding factor 2 (TERF2_HUMAN),16,TERF2,0.00,false,0.00,0.00,0.00,2280.00,55.52,95.56,true
2364.00,SINGLE PROTEIN,Q5T848,, Probable G-protein coupled receptor 158 (GP158_HUMAN),10,GPR158,3.54,false,3.00,4.00,0.00,2129.00,135.40,95.51,true
2365.00,SINGLE PROTEIN,Q6NUS6,, Tectonic-3 (TECT3_HUMAN),10,TCTN3,3.46,false,2.00,3.00,0.00,1615.00,66.11,95.51,true
2366.00,SINGLE PROTEIN,Q96DG6,, Carboxymethylenebutenolidase homolog (CMBL_HUMAN),5,CMBL,11.84,true,2.00,4.00,0.01,908.00,28.03,95.51,true
2367.00,SINGLE PROTEIN,Q6UUV9,, CREB-regulated transcription coactivator 1 (CRTC1_HUMAN),19,CRTC1,2.37,false,1.00,3.00,0.01,1287.00,67.26,95.51,true
2368.00,SINGLE PROTEIN,Q9UH65,, Switch-associated protein 70 (SWP70_HUMAN),11,SWAP70,1.54,false,1.00,3.00,0.00,2018.00,68.95,95.51,true
2369.00,SINGLE PROTEIN,Q8IWV7,, E3 ubiquitin-protein ligase UBR1 (UBR1_HUMAN),15,UBR1,0.69,false,1.00,3.00,0.00,2241.00,200.08,95.51,true
2370.00,SINGLE PROTEIN,O43151,, Methylcytosine dioxygenase TET3 (TET3_HUMAN),2,TET3,0.78,false,1.00,2.00,0.00,2239.00,179.24,95.51,true
2371.00,SINGLE PROTEIN,O75608,, Acyl-protein thioesterase 1 (LYPA1_HUMAN),8,LYPLA1,5.65,false,1.00,3.00,0.00,1779.00,24.65,95.51,true
2372.00,SINGLE PROTEIN,Q53RT3,, Retroviral-like aspartic protease 1 (APRV1_HUMAN),2,ASPRV1,3.79,false,1.00,5.00,0.01,1336.00,36.97,95.51,true
2373.00,SINGLE PROTEIN,Q99733,, Nucleosome assembly protein 1-like 4 (NP1L4_HUMAN),11,NAP1L4,4.80,true,1.00,1.00,0.00,2016.00,42.80,95.51,true
2374.00,SINGLE PROTEIN,Q6IQ22,, Ras-related protein Rab-12 (RAB12_HUMAN),18,RAB12,4.51,false,1.00,2.00,0.00,2093.00,27.23,95.51,true
2375.00,SINGLE PROTEIN,Q9GZM5,, Protein YIPF3 (YIPF3_HUMAN),6,YIPF3,2.86,false,1.00,5.00,0.02,637.00,38.22,95.51,true
2376.00,SINGLE PROTEIN,Q8IY17,, Neuropathy target esterase (PLPL6_HUMAN),19,PNPLA6,1.17,false,1.00,1.00,0.00,2236.00,149.90,95.51,true
2377.00,SINGLE PROTEIN,P25788,, Proteasome subunit alpha type-3 (PSA3_HUMAN),14,PSMA3,3.92,false,1.00,5.00,0.01,1186.00,28.42,95.51,true
2378.00,SINGLE PROTEIN,Q9H5K3,, Protein O-mannose kinase (SG196_HUMAN),8,SGK196,5.43,false,1.00,3.00,0.01,1114.00,40.02,95.51,true
2379.00,SINGLE PROTEIN,Q86Z02,, Homeodomain-interacting protein kinase 1 (HIPK1_HUMAN),1,HIPK1,1.24,false,1.00,0.00,0.00,2280.00,130.76,95.51,true
2380.00,SINGLE PROTEIN,Q8TCG2,, Phosphatidylinositol 4-kinase type 2-beta (P4K2B_HUMAN),4,PI4K2B,1.46,true,1.00,1.00,0.00,2216.00,54.71,95.51,true
2381.00,SINGLE PROTEIN,O95551,, Tyrosyl-DNA phosphodiesterase 2 (TYDP2_HUMAN),6,TDP2,0.00,false,0.00,0.00,0.00,2280.00,40.90,95.51,true
2382.00,SINGLE PROTEIN,Q9NP08,, Homeobox protein HMX1 (HMX1_HUMAN),4,HMX1,0.00,false,0.00,0.00,0.00,2280.00,36.13,95.51,true
2383.00,SINGLE PROTEIN,O60879,, Protein diaphanous homolog 2 (DIAP2_HUMAN),X,DIAPH2,0.00,false,0.00,0.00,0.00,2280.00,125.49,95.51,true
2384.00,SINGLE PROTEIN,Q15020,, Squamous cell carcinoma antigen recognized by T-cells 3 (SART3_HUMAN),12,SART3,0.00,false,0.00,1.00,0.00,2264.00,109.87,95.51,true
2385.00,SINGLE PROTEIN,Q9NWZ5,, Uridine-cytidine kinase-like 1 (UCKL1_HUMAN),20,UCKL1,0.00,false,0.00,0.00,0.00,2280.00,61.10,95.51,true
2386.00,SINGLE PROTEIN,Q8N7S6,, Uncharacterized protein ARIH2OS (ARI2O_HUMAN),3,C3ORF71,0.00,false,0.00,0.00,0.00,2280.00,30.41,95.51,true
2387.00,SINGLE PROTEIN,P57088,, Transmembrane protein 33 (TMM33_HUMAN),4,TMEM33,0.00,false,0.00,0.00,0.00,2280.00,27.96,95.51,true
2388.00,SINGLE PROTEIN,Q93015,, N-acetyltransferase 6 (NAT6_HUMAN),3,NAT6,0.00,false,0.00,0.00,0.00,2280.00,31.43,95.51,true
2389.00,SINGLE PROTEIN,Q8WXQ8,, Carboxypeptidase A5 (CBPA5_HUMAN),7,CPA5,0.00,false,0.00,0.00,0.00,2280.00,49.00,95.51,true
2390.00,RELATED PROTEINS,A6NJZ7,A6NNM3,Q9UFD9, RIMS-binding protein 3C (RIM3C_HUMAN),22,RIMBP3C,0.00,false,0.00,0.00,0.00,2280.00,180.84,95.51,true
2391.00,SINGLE PROTEIN,Q6ZTQ3,, Ras association domain-containing protein 6 (RASF6_HUMAN),4,RASSF6,0.00,false,0.00,1.00,0.00,1876.00,43.36,95.51,true
2392.00,SINGLE PROTEIN,Q96HA9,, Peroxisomal membrane protein 11C (PX11C_HUMAN),19,PEX11G,0.00,false,0.00,0.00,0.00,2280.00,26.62,95.51,true
2393.00,SINGLE PROTEIN,A6NNE9,, E3 ubiquitin-protein ligase MARCH11 (MARHB_HUMAN),5,MARCH11,0.00,false,0.00,0.00,0.00,2280.00,43.85,95.51,true
2394.00,SINGLE PROTEIN,P09496,, Clathrin light chain A (CLCA_HUMAN),9,CLTA,0.00,false,0.00,0.00,0.00,2280.00,27.06,95.51,true
2395.00,SINGLE PROTEIN,O75676,, Ribosomal protein S6 kinase alpha-4 (KS6A4_HUMAN),11,RPS6KA4,0.00,false,0.00,0.00,0.00,2280.00,85.55,95.51,true
2396.00,SINGLE PROTEIN,O94778,, Aquaporin-8 (AQP8_HUMAN),16,AQP8,0.00,false,0.00,0.00,0.00,2280.00,27.36,95.51,true
2397.00,SINGLE PROTEIN,Q9BXJ5,, Complement C1q tumor necrosis factor-related protein 2 (C1QT2_HUMAN),5,C1QTNF2,0.00,false,0.00,1.00,0.00,1997.00,29.93,95.51,true
2398.00,SINGLE PROTEIN,Q52M93,, Zinc finger protein 585B (Z585B_HUMAN),19,ZNF585B,0.00,false,0.00,0.00,0.00,2280.00,88.01,95.51,true
2399.00,SINGLE PROTEIN,Q71F78,, Putative lung carcinoma-associated protein 10 (LCA10_HUMAN),,LCA10,0.00,false,0.00,0.00,0.00,2280.00,17.30,95.51,true
2400.00,SINGLE PROTEIN,Q6AHZ1,, Zinc finger protein 518A (Z518A_HUMAN),10,ZNF518A,0.00,false,0.00,0.00,0.00,2280.00,166.68,95.51,true
2401.00,SINGLE PROTEIN,Q9NUY8,, TBC1 domain family member 23 (TBC23_HUMAN),3,TBC1D23,0.00,false,0.00,0.00,0.00,2280.00,78.27,95.51,true
2402.00,SINGLE PROTEIN,Q96KR4,, Leishmanolysin-like peptidase (LMLN_HUMAN),3,LMLN,0.00,false,0.00,0.00,0.00,2280.00,73.52,95.51,true
2403.00,SINGLE PROTEIN,Q9UJ04,, Testis-specific Y-encoded-like protein 4 (TSYL4_HUMAN),6,TSPYL4,0.00,false,0.00,1.00,0.00,2167.00,45.10,95.51,true
2404.00,SINGLE PROTEIN,O75390,, Citrate synthase, mitochondrial (CISY_HUMAN),12,CS,0.00,false,0.00,0.00,0.00,2280.00,51.68,95.51,true
2405.00,SINGLE PROTEIN,Q99805,, Transmembrane 9 superfamily member 2 (TM9S2_HUMAN),13,TM9SF2,0.00,false,0.00,3.00,0.00,1479.00,75.73,95.51,true
2406.00,SINGLE PROTEIN,Q504T8,, Midnolin (MIDN_HUMAN),19,MIDN,0.00,false,0.00,0.00,0.00,2280.00,49.18,95.51,true
2407.00,RELATED PROTEINS,P33778,Q99877, Histone H2B type 1-B (H2B1B_HUMAN),6,HIST1H2BB,0.00,false,0.00,0.00,0.00,2280.00,13.94,95.51,true
2408.00,SINGLE PROTEIN,Q8IV56,, Proline-rich protein 15 (PRR15_HUMAN),7,PRR15,0.00,false,0.00,0.00,0.00,2280.00,13.71,95.51,true
2409.00,SINGLE PROTEIN,Q9UNH7,, Sorting nexin-6 (SNX6_HUMAN),14,SNX6,0.00,false,0.00,0.00,0.00,2280.00,46.62,95.51,true
2410.00,SINGLE PROTEIN,Q9BX66,, Sorbin and SH3 domain-containing protein 1 (SRBS1_HUMAN),10,SORBS1,0.00,false,0.00,0.00,0.00,2280.00,142.43,95.51,true
2411.00,SINGLE PROTEIN,Q13568,, Interferon regulatory factor 5 (IRF5_HUMAN),7,IRF5,0.00,false,0.00,0.00,0.00,2280.00,56.01,95.51,true
2412.00,SINGLE PROTEIN,Q14CB8,, Rho GTPase-activating protein 19 (RHG19_HUMAN),10,ARHGAP19,0.00,false,0.00,1.00,0.00,1957.00,55.72,95.51,true
2413.00,SINGLE PROTEIN,A6NGQ2,, Oocyte-expressed protein homolog (OOEP_HUMAN),6,OOEP,0.00,false,0.00,0.00,0.00,2280.00,17.16,95.51,true
2414.00,SINGLE PROTEIN,Q86U42,, Polyadenylate-binding protein 2 (PABP2_HUMAN),14,PABPN1,0.00,false,0.00,1.00,0.00,1395.00,32.73,95.51,true
2415.00,SINGLE PROTEIN,Q9NPI6,, mRNA-decapping enzyme 1A (DCP1A_HUMAN),3,DCP1A,0.00,false,0.00,0.00,0.00,2280.00,63.27,95.51,true
2416.00,SINGLE PROTEIN,Q969E3,, Urocortin-3 (UCN3_HUMAN),10,UCN3,0.00,false,0.00,0.00,0.00,2280.00,17.95,95.51,true
2417.00,SINGLE PROTEIN,Q96G46,, tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (DUS3L_HUMAN),19,DUS3L,0.00,false,0.00,0.00,0.00,2280.00,72.55,95.51,true
2418.00,SINGLE PROTEIN,Q9H6D7,, HAUS augmin-like complex subunit 4 (HAUS4_HUMAN),14,HAUS4,0.00,false,0.00,0.00,0.00,2280.00,42.37,95.51,true
2419.00,SINGLE PROTEIN,Q53EQ6,, Tigger transposable element-derived protein 5 (TIGD5_HUMAN),8,TIGD5,0.00,false,0.00,0.00,0.00,2280.00,69.18,95.51,true
2420.00,SINGLE PROTEIN,P81408,, Protein FAM189B (F189B_HUMAN),1,FAM189B,0.00,false,0.00,0.00,0.00,2280.00,71.31,95.51,true
2421.00,SINGLE PROTEIN,Q08AE8,, Protein spire homolog 1 (SPIR1_HUMAN),18,SPIRE1,0.00,false,0.00,0.00,0.00,2280.00,85.49,95.51,true
2422.00,SINGLE PROTEIN,Q8WUB8,, PHD finger protein 10 (PHF10_HUMAN),6,PHF10,0.00,false,0.00,0.00,0.00,2280.00,56.02,95.51,true
2423.00,SINGLE PROTEIN,Q9NQ86,, E3 ubiquitin-protein ligase TRIM36 (TRI36_HUMAN),5,TRIM36,0.00,false,0.00,0.00,0.00,2280.00,82.96,95.51,true
2424.00,SINGLE PROTEIN,P51157,, Ras-related protein Rab-28 (RAB28_HUMAN),4,RAB28,0.00,false,0.00,0.00,0.00,2280.00,24.83,95.51,true
2425.00,SINGLE PROTEIN,Q7RTP0,, Magnesium transporter NIPA1 (NIPA1_HUMAN),15,NIPA1,0.00,false,0.00,0.00,0.00,2280.00,34.54,95.51,true
2426.00,SINGLE PROTEIN,Q8WXK3,, Ankyrin repeat and SOCS box protein 13 (ASB13_HUMAN),10,ASB13,0.00,false,0.00,0.00,0.00,2280.00,29.99,94.44,true
2427.00,SINGLE PROTEIN,O95990,, Protein FAM107A (F107A_HUMAN),3,FAM107A,0.00,false,0.00,0.00,0.00,2280.00,17.44,94.44,true
2428.00,SINGLE PROTEIN,Q6QHK4,, Factor in the germline alpha (FIGLA_HUMAN),2,FIGLA,0.00,false,0.00,0.00,0.00,2280.00,24.11,94.44,true
2429.00,SINGLE PROTEIN,Q5TFQ8,, Signal-regulatory protein beta-1 isoform 3 (SIRBL_HUMAN),20,SIRPB1,32.41,true,12.00,157.00,0.05,305.00,43.33,94.38,true
2430.00,SINGLE PROTEIN,A7E2V4,, Zinc finger SWIM domain-containing protein 8 (ZSWM8_HUMAN),10,KIAA0913,1.20,true,2.00,1.00,0.00,2182.00,197.17,94.38,true
2431.00,SINGLE PROTEIN,Q9HCM3,, UPF0606 protein KIAA1549 (K1549_HUMAN),7,KIAA1549,1.64,false,2.00,3.00,0.00,1890.00,210.63,94.38,true
2432.00,SINGLE PROTEIN,Q8IZA0,, Dyslexia-associated protein KIAA0319-like protein (K319L_HUMAN),1,KIAA0319L,1.72,false,2.00,8.00,0.00,1723.00,115.59,94.38,true
2433.00,SINGLE PROTEIN,Q96S66,, Chloride channel CLIC-like protein 1 (CLCC1_HUMAN),1,CLCC1,7.62,false,2.00,4.00,0.00,1418.00,61.98,94.38,true
2434.00,SINGLE PROTEIN,Q8N0V4,, Leucine-rich repeat LGI family member 2 (LGI2_HUMAN),4,LGI2,4.04,false,2.00,4.00,0.01,1291.00,62.26,94.38,true
2435.00,SINGLE PROTEIN,Q9NSY1,, BMP-2-inducible protein kinase (BMP2K_HUMAN),4,BMP2K,1.55,true,1.00,2.00,0.00,1883.00,129.09,94.38,true
2436.00,SINGLE PROTEIN,Q9NP79,, Vacuolar protein sorting-associated protein VTA1 homolog (VTA1_HUMAN),6,VTA1,4.56,true,1.00,1.00,0.00,1671.00,33.86,94.38,true
2437.00,SINGLE PROTEIN,Q86XN8,, RNA-binding protein MEX3D (MEX3D_HUMAN),19,MEX3D,3.84,true,1.00,0.00,0.00,2280.00,64.84,94.38,true
2438.00,RELATED PROTEINS,Q9BYT5,Q9BYU5, Keratin-associated protein 2-2 (KRA22_HUMAN),17,KRTAP2-2,19.51,true,1.00,0.00,0.00,2280.00,12.95,94.38,true
2439.00,SINGLE PROTEIN,Q68CP9,, AT-rich interactive domain-containing protein 2 (ARID2_HUMAN),12,ARID2,0.71,false,1.00,0.00,0.00,2280.00,197.27,94.38,true
2440.00,SINGLE PROTEIN,P06454,, Prothymosin alpha (PTMA_HUMAN),2,PTMA,12.61,true,1.00,4.00,0.02,666.00,12.20,94.38,true
2441.00,SINGLE PROTEIN,Q8IZF0,, Sodium leak channel non-selective protein (NALCN_HUMAN),13,NALCN,0.58,false,1.00,26.00,0.01,897.00,200.20,94.38,true
2442.00,SINGLE PROTEIN,Q7Z7C8,, Transcription initiation factor TFIID subunit 8 (TAF8_HUMAN),6,TAF8,6.45,false,1.00,2.00,0.00,1667.00,34.24,94.38,true
2443.00,SINGLE PROTEIN,Q9NVR2,, Integrator complex subunit 10 (INT10_HUMAN),8,INTS10,1.69,false,1.00,2.00,0.00,1816.00,82.18,94.38,true
2444.00,SINGLE PROTEIN,Q9BQS8,, FYVE and coiled-coil domain-containing protein 1 (FYCO1_HUMAN),3,FYCO1,0.95,false,1.00,3.00,0.00,2159.00,166.88,94.38,true
2445.00,SINGLE PROTEIN,Q3LHN2,, Keratin-associated protein 19-2 (KR192_HUMAN),21,KRTAP19-2,0.00,false,0.00,0.00,0.00,2280.00,5.73,94.38,true
2446.00,SINGLE PROTEIN,P0CJ72,, Humanin-like 5 (HMN5_HUMAN),10,MTRNR2L5,0.00,false,0.00,0.00,0.00,2280.00,2.66,94.38,true
2447.00,SINGLE PROTEIN,Q96J02,, E3 ubiquitin-protein ligase Itchy homolog (ITCH_HUMAN),20,ITCH,0.00,false,0.00,0.00,0.00,2280.00,102.74,94.38,true
2448.00,SINGLE PROTEIN,P51797,, Chloride transport protein 6 (CLCN6_HUMAN),1,CLCN6,0.00,false,0.00,0.00,0.00,2280.00,97.23,94.38,true
2449.00,SINGLE PROTEIN,Q3LI66,, Keratin-associated protein 6-2 (KRA62_HUMAN),21,KRTAP6-2,0.00,false,0.00,0.00,0.00,2280.00,6.65,94.38,true
2450.00,SINGLE PROTEIN,Q15029,, 116 kDa U5 small nuclear ribonucleoprotein component (U5S1_HUMAN),17,EFTUD2,0.00,false,0.00,0.00,0.00,2280.00,109.37,94.38,true
2451.00,SINGLE PROTEIN,Q9H4E5,, Rho-related GTP-binding protein RhoJ (RHOJ_HUMAN),14,RHOJ,0.00,false,0.00,0.00,0.00,2280.00,23.80,94.38,true
2452.00,SINGLE PROTEIN,Q14207,, Protein NPAT (NPAT_HUMAN),11,NPAT,0.00,false,0.00,0.00,0.00,2280.00,154.19,94.38,true
2453.00,SINGLE PROTEIN,Q15544,, Transcription initiation factor TFIID subunit 11 (TAF11_HUMAN),6,TAF11,0.00,false,0.00,0.00,0.00,2280.00,23.29,94.38,true
2454.00,SINGLE PROTEIN,Q9UPQ4,, Tripartite motif-containing protein 35 (TRI35_HUMAN),8,TRIM35,0.00,false,0.00,0.00,0.00,2280.00,56.50,94.38,true
2455.00,SINGLE PROTEIN,Q9BQD3,, KxDL motif-containing protein 1 (KXDL1_HUMAN),19,KXD1,0.00,false,0.00,0.00,0.00,2280.00,19.66,94.38,true
2456.00,SINGLE PROTEIN,Q6ZU80,, Centrosomal protein of 128 kDa (CE128_HUMAN),14,CEP128,0.00,false,0.00,0.00,0.00,2280.00,127.94,94.38,true
2457.00,SINGLE PROTEIN,Q6PIS1,, Solute carrier family 23 member 3 (S23A3_HUMAN),2,SLC23A3,0.00,false,0.00,0.00,0.00,2280.00,64.49,94.38,true
2458.00,SINGLE PROTEIN,Q6ZSJ8,, Uncharacterized protein C1orf122 (CA122_HUMAN),1,C1ORF122,0.00,false,0.00,0.00,0.00,2280.00,11.46,94.38,true
2459.00,SINGLE PROTEIN,O76083,, High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (PDE9A_HUMAN),21,PDE9A,0.00,false,0.00,0.00,0.00,2280.00,68.45,94.38,true
2460.00,SINGLE PROTEIN,Q9HDC5,, Junctophilin-1 (JPH1_HUMAN),8,JPH1,0.00,false,0.00,0.00,0.00,2280.00,71.64,94.38,true
2461.00,SINGLE PROTEIN,Q9P2K8,, Eukaryotic translation initiation factor 2-alpha kinase 4 (E2AK4_HUMAN),15,EIF2AK4,0.00,false,0.00,0.00,0.00,2280.00,186.79,94.38,true
2462.00,SINGLE PROTEIN,Q8NCN4,, E3 ubiquitin-protein ligase RNF169 (RN169_HUMAN),11,RNF169,0.00,false,0.00,2.00,0.00,2220.00,77.15,94.38,true
2463.00,SINGLE PROTEIN,Q8N752,, Casein kinase I isoform alpha-like (KC1AL_HUMAN),13,CSNK1A1L,0.00,false,0.00,0.00,0.00,2280.00,39.06,94.38,true
2464.00,SINGLE PROTEIN,Q15428,, Splicing factor 3A subunit 2 (SF3A2_HUMAN),19,SF3A2,0.00,false,0.00,0.00,0.00,2280.00,49.22,94.38,true
2465.00,SINGLE PROTEIN,P15735,, Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHKG2_HUMAN),16,PHKG2,0.00,false,0.00,0.00,0.00,2280.00,46.41,94.38,true
2466.00,SINGLE PROTEIN,Q9BXL5,, Hemogen (HEMGN_HUMAN),9,HEMGN,0.00,false,0.00,0.00,0.00,2280.00,55.31,94.38,true
