Entry	Topological domain	Transmembrane
O95858	TOPO_DOM 1..23;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 45..62;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 84..93;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 115..235;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 257..294;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 24..44;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 63..83;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 94..114;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 236..256;  /note="Helical";  /evidence="ECO:0000255"
Q6IQ55		
P35916	TOPO_DOM 25..775;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 797..1363;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 776..796;  /note="Helical";  /evidence="ECO:0000255"
Q6GPH4		
Q8IV35		
Q9H269		
Q13426		
Q9H0D6		
Q8IX01		
Q9BRV3		TRANSMEM 3..23;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 42..62;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 68..88;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 96..116;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 129..149;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 160..180;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 186..206;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q03403		
P22105		
Q9HBL0		
Q6ZNM6		
Q8NHR7		
P13693		
Q9NQB0		
Q9NVV9		
P0DPH7		
Q99426		
Q86TI0		
Q6ZT07		
P05543		
Q6UX40		TRANSMEM 7..27;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 53..73;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 83..103;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 113..133;  /note="Helical";  /evidence="ECO:0000255"
Q6P2H8		TRANSMEM 171..191;  /note="Helical";  /evidence="ECO:0000255"
Q8WWA1		TRANSMEM 160..180;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 187..207;  /note="Helical";  /evidence="ECO:0000255"
Q9H0E2		
O14669	TOPO_DOM 50..109;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 131..202;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 110..130;  /note="Helical";  /evidence="ECO:0000255"
O75896		
Q96J42	TOPO_DOM 33..321;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 343..360;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 322..342;  /note="Helical";  /evidence="ECO:0000255"
Q86VQ3		
A0A584		
D6R9N7		
A0A087WT02		
A8K0Z3		
P12018		
P63131		
Q9UPY6		
Q8WWF5	TOPO_DOM 28..250;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:21205830"; TOPO_DOM 272..429;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:21205830"	TRANSMEM 251..271;  /note="Helical";  /evidence="ECO:0000255"
Q9HAH1		
Q92800		
A1A519		
Q658T7		
Q93063	TOPO_DOM 1..25;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 47..718;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 26..46;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
O60667	TOPO_DOM 18..251;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 273..390;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 252..272;  /note="Helical";  /evidence="ECO:0000255"
Q6ZV73		
Q96PS6		TRANSMEM 7..26;  /note="Helical";  /evidence="ECO:0000255"
O95073		
Q8TEQ6		
A2RTY3		
O14964		
Q9NPI9	TOPO_DOM 1..70;  /note="Cytoplasmic";  /evidence="ECO:0000250"; TOPO_DOM 96..117;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 137..145;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 168..418;  /note="Cytoplasmic";  /evidence="ECO:0000250"	TRANSMEM 71..95;  /note="Helical; Name=M1";  /evidence="ECO:0000250"; TRANSMEM 146..167;  /note="Helical; Name=M2";  /evidence="ECO:0000250"
P58340		
Q2M296		
O75425		TRANSMEM 180..200;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical";  /evidence="ECO:0000255"
O95178		
P01185		
A8MQ27		
Q9Y2I1		
Q9Y639	TOPO_DOM 29..339;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 361..398;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 340..360;  /note="Helical";  /evidence="ECO:0000269|PubMed:30190470"
O00624		TRANSMEM 98..118;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 130..150;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 183..203;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 211..231;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 273..293;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 317..337;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 350..369;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 374..396;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 415..435;  /note="Helical";  /evidence="ECO:0000255"
P03897		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 55..75;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 84..104;  /note="Helical";  /evidence="ECO:0000255"
P01303		
P10266		
Q8WXW3		
Q9Y263		
Q9UIG5		
Q9UBT6		
Q5TYX0		
Q06203		
Q92626		
Q92753		
Q16540		
A0A286YEV6		
Q99250	TOPO_DOM 1..129;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 149..155;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 177..190;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 209..214;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 232..250;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 271..369;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 395..401;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 423..759;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 779..789;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 810..823;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 844..845;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 864..879;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 899..927;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 949..961;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 983..1209;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1228..1240;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1260..1273;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1293..1300;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1320..1336;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1357..1408;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1431..1447;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1470..1532;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1551..1561;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1581..1592;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1611..1623;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1641..1659;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 1678..1699;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1723..1752;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 1776..2005;  /note="Cytoplasmic";  /evidence="ECO:0000305"	TRANSMEM 130..148;  /note="Helical; Name=S1 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 156..176;  /note="Helical; Name=S2 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 191..208;  /note="Helical; Name=S3 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 215..231;  /note="Helical; Name=S4 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 251..270;  /note="Helical; Name=S5 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 402..422;  /note="Helical; Name=S6 of repeat I";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 760..778;  /note="Helical; Name=S1 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 790..809;  /note="Helical; Name=S2 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 824..843;  /note="Helical; Name=S3 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 846..863;  /note="Helical; Name=S4 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 880..898;  /note="Helical; Name=S5 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 962..982;  /note="Helical; Name=S6 of repeat II";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1210..1227;  /note="Helical; Name=S1 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1241..1259;  /note="Helical; Name=S2 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1274..1292;  /note="Helical; Name=S3 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1301..1319;  /note="Helical; Name=S4 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1337..1356;  /note="Helical; Name=S5 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1448..1469;  /note="Helical; Name=S6 of repeat III";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1533..1550;  /note="Helical; Name=S1 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1562..1580;  /note="Helical; Name=S2 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1593..1610;  /note="Helical; Name=S3 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1624..1640;  /note="Helical; Name=S4 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1660..1677;  /note="Helical; Name=S5 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"; TRANSMEM 1753..1775;  /note="Helical; Name=S6 of repeat IV";  /evidence="ECO:0000250|UniProtKB:D0E0C2"
A0A286YEX9		
Q96E16		TRANSMEM 25..43;  /note="Helical";  /evidence="ECO:0000255"
Q9BV90		
Q9NRS6		
Q5VUG0		
Q9NWM0		
Q8IYM1		
P56693		
Q9UMX1		
P20061		
Q5H9L2		
Q2MV58		
A6NNZ2		
P24821		
P07437		
Q92752		
Q9Y3B3	TOPO_DOM 35..187;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 209..224;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 188..208;  /note="Helical";  /evidence="ECO:0000255"
Q07011	TOPO_DOM 24..186;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 214..255;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 187..213;  /note="Helical";  /evidence="ECO:0000255"
Q96B77	TOPO_DOM 1..79;  /note="Mitochondrial matrix";  /evidence="ECO:0000305"; TOPO_DOM 101..102;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000305"; TOPO_DOM 124..213;  /note="Mitochondrial matrix";  /evidence="ECO:0000305"	TRANSMEM 80..100;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 103..123;  /note="Helical";  /evidence="ECO:0000255"
Q8NE00	TOPO_DOM 1..10;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 32..36;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 58..146;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 168..204;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 226..233;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 255..276;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 298..306;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 328..354;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 376..397;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 419..421;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 443..470;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 492..496;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 11..31;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 147..167;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 205..225;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 234..254;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 277..297;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 307..327;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 355..375;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 398..418;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 422..442;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 471..491;  /note="Helical";  /evidence="ECO:0000255"
Q8N9M5	TOPO_DOM 1..260;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 279..508;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 261..278;  /note="Helical";  /evidence="ECO:0000255"
Q96J01		
A6NN06		
Q6ICG8		
O75191		
O75695		
Q8IY57		
Q6ZUI0		
Q6NUQ4		TRANSMEM 480..500;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 616..636;  /note="Helical";  /evidence="ECO:0000255"
Q96A98		
Q4KMG9		TRANSMEM 40..60;  /note="Helical";  /evidence="ECO:0000255"
P16035		
Q9BSE2	TOPO_DOM 1..203;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 225..243;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 265..282;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 304..312;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 334..342;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 364..394;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 204..224;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 244..264;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 283..303;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 313..333;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 343..363;  /note="Helical";  /evidence="ECO:0000255"
O43280		
Q9GZP7	TOPO_DOM 1..56;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 78..84;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 106..132;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 154..169;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 191..226;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 248..274;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 296..303;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 325..353;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 57..77;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 85..105;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 133..153;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 170..190;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 227..247;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 275..295;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 304..324;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P18206		
Q6AZW8		
Q9UF83		
Q9P1D8		
Q8NCP5		
Q8TAU3		
Q6ZNG0		
Q96SK3		
Q86UE3		
Q7Z340		
Q8NEB5	TOPO_DOM 1..5;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 27..54;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"; TOPO_DOM 76..90;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"; TOPO_DOM 112..154;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"; TOPO_DOM 176..179;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"; TOPO_DOM 201..208;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"; TOPO_DOM 229..264;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q3UMZ3"	TRANSMEM 6..26;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 55..75;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 91..111;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 155..175;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 180..200;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 209..228;  /note="Helical";  /evidence="ECO:0000255"
P16471	TOPO_DOM 25..234;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 259..622;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 235..258;  /note="Helical";  /evidence="ECO:0000255"
Q3MUY2	TOPO_DOM 1..3;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 27..44;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 66..71;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 4..26;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 45..65;  /note="Helical";  /evidence="ECO:0000255"
Q9UKF7		
P63133		
P80108		
Q9H5I5		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 27..47;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 62..82;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 119..139;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 214..234;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 237..257;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 266..286;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 336..356;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 505..525;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 541..561;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 581..598;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 678..698;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 704..724;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 732..752;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 782..802;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 932..952;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 958..978;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 985..1005;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1053..1073;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1134..1154;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1170..1190;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1217..1237;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1291..1311;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1315..1335;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1349..1371;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1404..1424;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1900..1920;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1935..1955;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 1967..1987;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2191..2211;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2232..2252;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2260..2280;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2290..2310;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2327..2344;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2358..2378;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2406..2426;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 2662..2682;  /note="Helical";  /evidence="ECO:0000255"
Q8WWY3		
P11216		
A8MWL7		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 36..56;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 63..80;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 83..103;  /note="Helical";  /evidence="ECO:0000255"
Q9C0C9		
P26651		
O75317		
O95551		
A0A6I8PU40	TOPO_DOM 41..132;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 152..153;  /note="Cytoplasmic";  /evidence="ECO:0000305"	TRANSMEM 133..151;  /note="Helical";  /evidence="ECO:0000255"
P22309		TRANSMEM 491..507;  /note="Helical";  /evidence="ECO:0000255"
A0A0A0MS01		
A6NIH7		
P68543		
A0A0B4J262		
P40337		
P0DKX0		
Q9H5H4		
O60281		
O15014		
Q5T1R4		
Q6U7Q0		
Q9NW97		TRANSMEM 17..37;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 65..85;  /note="Helical";  /evidence="ECO:0000255"
O14798		
P29144		
Q8WW62	TOPO_DOM 22..200;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 224..240;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 201..223;  /note="Helical";  /evidence="ECO:0000255"
Q8IY51		
P45379		
A0A0B4J200		
A0A0A0MT87		
A0A0A0MTA4		
A0A0A0MT70		
Q9Y5S1	TOPO_DOM 1..390;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 412..434;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 456..471;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 493;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 515..537;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 643..764;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 391..411;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 435..455;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 472..492;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 494..514;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 538..558;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 622..642;  /note="Helical";  /evidence="ECO:0000255"
Q96K76		
Q70CQ1		
A6NDN8		
Q8N0Z6		
P14679	TOPO_DOM 19..476;  /note="Lumenal, melanosome";  /evidence="ECO:0000255"; TOPO_DOM 498..529;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 477..497;  /note="Helical";  /evidence="ECO:0000255"
A0A075B6V5		
Q9Y5U2		
A8MUK1		
Q86WB7		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 42..62;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 65..85;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 86..106;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 140..160;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 202..222;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 257..277;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 291..311;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 320..340;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 344..364;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 395..415;  /note="Helical";  /evidence="ECO:0000255"
Q5GFL6		
Q8IV45	TOPO_DOM 1..10;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 32..518;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 11..31;  /note="Helical; Signal-anchor for type III membrane protein";  /evidence="ECO:0000255"
Q96DN2		
Q3MJ13		
O75554		
Q6ZS81		
Q9UK41		
Q9BUG6		
Q9NQX6		
Q8N554		
Q7L0L9		TRANSMEM 62..82;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 88..108;  /note="Helical";  /evidence="ECO:0000255"
P46937		
O95780		
Q9H7X3		
Q8IZ13		
Q96BV0		
A6NDX5		
P52743		
O15015		
Q9Y6I0		
Q9NS37		
Q9UKY1		
Q9H8N7		
Q8NCL8		TRANSMEM 24..44;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 88..108;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 141..161;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 173..195;  /note="Helical";  /evidence="ECO:0000255"
