ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|A0A0A0MS15|HV349_HUMAN Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1	Extracellular	0.0005	0.0001	0.0029	0.9714	0.0037	0.0014	0.0097	0.0005	0.0	0.0103	0.0
tr|D6R960|D6R960_HUMAN Complexin-2 (Fragment) OS=Homo sapiens OX=9606 GN=CPLX2 PE=1 SV=1	Cytoplasm	0.1035	0.2782	0.6382	0.0026	0.0269	0.0157	0.0022	0.0114	0.011	0.0134	0.0002
tr|H3BPU7|H3BPU7_HUMAN Mannose-6-phosphate isomerase (Fragment) OS=Homo sapiens OX=9606 GN=MPI PE=1 SV=1	Cytoplasm	0.1772	0.3555	0.3761	0.0057	0.2079	0.0092	0.0059	0.0042	0.012	0.0136	0.0098
sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1	Mitochondrion	0.026	0.293	0.1606	0.0047	0.5393	0.0007	0.0002	0.0001	0.0002	0.0002	0.001
tr|A0A096LP52|A0A096LP52_HUMAN Syntaxin-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=STXBP1 PE=1 SV=1	Mitochondrion	0.4609	0.0811	0.2692	0.0159	0.3819	0.0076	0.0457	0.09	0.0124	0.0174	0.0788
sp|O95298|NDUC2_HUMAN NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1	Mitochondrion	0.9341	0.0181	0.0359	0.0009	0.8152	0.0005	0.0597	0.0005	0.0084	0.0003	0.0604
sp|A0A0B4J1Y9|HV372_HUMAN Immunoglobulin heavy variable 3-72 OS=Homo sapiens OX=9606 GN=IGHV3-72 PE=3 SV=1	Extracellular	0.0005	0.0	0.0005	0.9898	0.0005	0.0005	0.0037	0.0	0.0	0.0049	0.0
sp|Q16864|VATF_HUMAN V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2	Cytoplasm	0.0459	0.3148	0.6164	0.0012	0.023	0.0065	0.0028	0.0093	0.0059	0.0149	0.0052
tr|I3L4Q0|I3L4Q0_HUMAN HCG1818442, isoform CRA_a OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	Nucleus	0.2055	0.4381	0.1744	0.0039	0.3474	0.0151	0.0012	0.0103	0.0022	0.0044	0.0031
sp|P23763|VAMP1_HUMAN Vesicle-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=VAMP1 PE=1 SV=1	Golgi_apparatus	0.9573	0.0238	0.0006	0.0013	0.0162	0.1424	0.1754	0.0033	0.5747	0.0616	0.0008
sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1	Nucleus	0.0991	0.4478	0.4191	0.0032	0.1189	0.0061	0.0005	0.0006	0.001	0.0005	0.0023
sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1	Nucleus	0.1222	0.6309	0.3045	0.001	0.0417	0.0053	0.0012	0.0071	0.0028	0.0039	0.0015
sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2	Cytoplasm	0.0068	0.0848	0.6239	0.1452	0.004	0.0083	0.004	0.0146	0.0018	0.1077	0.0055
sp|A8MU93|CQ100_HUMAN Uncharacterized protein C17orf100 OS=Homo sapiens OX=9606 GN=C17orf100 PE=4 SV=2	Nucleus	0.0545	0.5553	0.4245	0.0023	0.0029	0.0119	0.0003	0.0015	0.0005	0.0007	0.0001
sp|Q9UFG5|CS025_HUMAN UPF0449 protein C19orf25 OS=Homo sapiens OX=9606 GN=C19orf25 PE=1 SV=2	Nucleus	0.093	0.5722	0.34	0.0005	0.0639	0.0128	0.0012	0.0025	0.003	0.0024	0.0016
sp|Q5RI15|COX20_HUMAN Cytochrome c oxidase assembly protein COX20, mitochondrial OS=Homo sapiens OX=9606 GN=COX20 PE=1 SV=2	Mitochondrion	0.9961	0.0016	0.0031	0.0001	0.8799	0.0406	0.0286	0.005	0.0037	0.0008	0.0368
sp|O75348|VATG1_HUMAN V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3	Nucleus	0.1593	0.4836	0.3055	0.0059	0.0064	0.0933	0.0057	0.0024	0.0195	0.0777	0.0002
sp|Q5XKP0|MIC13_HUMAN MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MICOS13 PE=1 SV=1	Mitochondrion	0.9698	0.0002	0.003	0.0004	0.9862	0.0001	0.0006	0.0008	0.0001	0.0001	0.0085
tr|F8WCA0|F8WCA0_HUMAN Vesicle-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=VAMP2 PE=3 SV=1	Golgi_apparatus	0.9618	0.0257	0.0034	0.0122	0.0358	0.1115	0.2216	0.0151	0.5133	0.0603	0.001
sp|P01703|LV140_HUMAN Immunoglobulin lambda variable 1-40 OS=Homo sapiens OX=9606 GN=IGLV1-40 PE=1 SV=2	Extracellular	0.0003	0.0	0.0001	0.9972	0.0002	0.0001	0.0006	0.0	0.0	0.0018	0.0
sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3	Mitochondrion	0.1041	0.0423	0.1679	0.0001	0.7896	0.0	0.0	0.0	0.0	0.0	0.0001
sp|P04211|LV743_HUMAN Immunoglobulin lambda variable 7-43 OS=Homo sapiens OX=9606 GN=IGLV7-43 PE=3 SV=2	Extracellular	0.0009	0.0	0.0001	0.9944	0.0003	0.0003	0.0022	0.0003	0.0001	0.0024	0.0
sp|A0A0C4DH38|HV551_HUMAN Immunoglobulin heavy variable 5-51 OS=Homo sapiens OX=9606 GN=IGHV5-51 PE=3 SV=1	Extracellular	0.0	0.0	0.0001	0.9986	0.0001	0.0	0.0005	0.0	0.0	0.0007	0.0
sp|P01763|HV348_HUMAN Immunoglobulin heavy variable 3-48 OS=Homo sapiens OX=9606 GN=IGHV3-48 PE=1 SV=2	Extracellular	0.0002	0.0	0.0002	0.9971	0.0002	0.0	0.0016	0.0	0.0	0.0009	0.0
sp|P01611|KVD12_HUMAN Immunoglobulin kappa variable 1D-12 OS=Homo sapiens OX=9606 GN=IGKV1D-12 PE=1 SV=2	Extracellular	0.0003	0.0	0.0002	0.9956	0.0003	0.0001	0.0005	0.0	0.0	0.0033	0.0
sp|P80748|LV321_HUMAN Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2	Extracellular	0.0395	0.0006	0.0038	0.8604	0.0334	0.0055	0.0229	0.0079	0.0005	0.0651	0.0
sp|P01742|HV169_HUMAN Immunoglobulin heavy variable 1-69 OS=Homo sapiens OX=9606 GN=IGHV1-69 PE=1 SV=2	Extracellular	0.1395	0.0001	0.0045	0.8058	0.1138	0.0106	0.0311	0.0173	0.0016	0.0143	0.0008
tr|A0A075B7B8|A0A075B7B8_HUMAN Immunoglobulin heavy variable 3/OR16-12 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=IGHV3OR16-12 PE=1 SV=1	Extracellular	0.0348	0.0002	0.0023	0.9231	0.0039	0.0032	0.0254	0.0004	0.0001	0.0413	0.0
sp|P01700|LV147_HUMAN Immunoglobulin lambda variable 1-47 OS=Homo sapiens OX=9606 GN=IGLV1-47 PE=1 SV=2	Extracellular	0.0002	0.0	0.0001	0.9988	0.0004	0.0	0.0004	0.0	0.0	0.0003	0.0
sp|P01764|HV323_HUMAN Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2	Extracellular	0.0013	0.0	0.0005	0.9928	0.0016	0.0003	0.0026	0.0001	0.0	0.002	0.0
sp|A0A0C4DH35|HV335_HUMAN Probable non-functional immunoglobulin heavy variable 3-35 OS=Homo sapiens OX=9606 GN=IGHV3-35 PE=1 SV=1	Extracellular	0.0001	0.0	0.0005	0.9965	0.0013	0.0001	0.0007	0.0001	0.0	0.0009	0.0
sp|O95164|UBL3_HUMAN Ubiquitin-like protein 3 OS=Homo sapiens OX=9606 GN=UBL3 PE=1 SV=1	Cell_membrane	0.7825	0.0225	0.0336	0.0902	0.0827	0.5669	0.0023	0.0008	0.1362	0.0645	0.0004
sp|P19957|ELAF_HUMAN Elafin OS=Homo sapiens OX=9606 GN=PI3 PE=1 SV=3	Extracellular	0.0	0.0	0.0006	0.9993	0.0001	0.0	0.0	0.0	0.0	0.0	0.0
sp|O95166|GBRAP_HUMAN Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens OX=9606 GN=GABARAP PE=1 SV=1	Nucleus	0.0161	0.6442	0.3469	0.0006	0.0013	0.0015	0.0014	0.0003	0.0003	0.0019	0.0015
sp|P01768|HV330_HUMAN Immunoglobulin heavy variable 3-30 OS=Homo sapiens OX=9606 GN=IGHV3-30 PE=1 SV=2	Extracellular	0.0198	0.0001	0.0014	0.9594	0.0138	0.0018	0.0138	0.0005	0.0001	0.009	0.0
sp|Q9H0R8|GBRL1_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens OX=9606 GN=GABARAPL1 PE=1 SV=1	Cytoplasm	0.0142	0.4812	0.5042	0.001	0.0026	0.0017	0.0021	0.0007	0.0005	0.0035	0.0024
tr|B0YIW2|B0YIW2_HUMAN Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1	Extracellular	0.0339	0.002	0.003	0.7481	0.0569	0.001	0.0597	0.0024	0.0163	0.1104	0.0002
sp|Q9P086|MED11_HUMAN Mediator of RNA polymerase II transcription subunit 11 OS=Homo sapiens OX=9606 GN=MED11 PE=1 SV=2	Cytoplasm	0.0612	0.4051	0.5054	0.0044	0.0461	0.0065	0.0015	0.0023	0.0089	0.0184	0.0015
sp|P01593|KVD33_HUMAN Immunoglobulin kappa variable 1D-33 OS=Homo sapiens OX=9606 GN=IGKV1D-33 PE=1 SV=2	Extracellular	0.0003	0.0	0.0003	0.9769	0.0002	0.0001	0.0024	0.0	0.0	0.0201	0.0
tr|K7EKU3|K7EKU3_HUMAN FXYD domain-containing ion transport regulator OS=Homo sapiens OX=9606 GN=FXYD7 PE=1 SV=1	Cell_membrane	0.9645	0.0159	0.003	0.0246	0.0332	0.5748	0.2395	0.0081	0.0729	0.0206	0.0076
sp|P01743|HV146_HUMAN Immunoglobulin heavy variable 1-46 OS=Homo sapiens OX=9606 GN=IGHV1-46 PE=1 SV=2	Extracellular	0.0026	0.0	0.0004	0.9938	0.0023	0.0002	0.0024	0.0	0.0	0.0009	0.0
sp|P60520|GBRL2_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens OX=9606 GN=GABARAPL2 PE=1 SV=1	Cytoplasm	0.0481	0.2587	0.5921	0.01	0.1022	0.007	0.0065	0.0034	0.0053	0.0107	0.0041
sp|P01602|KV105_HUMAN Immunoglobulin kappa variable 1-5 OS=Homo sapiens OX=9606 GN=IGKV1-5 PE=1 SV=2	Extracellular	0.0001	0.0	0.0001	0.9981	0.0002	0.0	0.0004	0.0	0.0	0.0012	0.0
sp|P01594|KV133_HUMAN Immunoglobulin kappa variable 1-33 OS=Homo sapiens OX=9606 GN=IGKV1-33 PE=1 SV=2	Extracellular	0.0003	0.0	0.0003	0.9769	0.0002	0.0001	0.0024	0.0	0.0	0.0201	0.0
sp|Q96DA6|TIM14_HUMAN Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens OX=9606 GN=DNAJC19 PE=1 SV=3	Mitochondrion	0.9593	0.0	0.0022	0.0002	0.9779	0.0	0.0001	0.0177	0.0	0.0	0.0019
sp|P01767|HV353_HUMAN Immunoglobulin heavy variable 3-53 OS=Homo sapiens OX=9606 GN=IGHV3-53 PE=1 SV=2	Extracellular	0.0002	0.0	0.0003	0.9979	0.0004	0.0	0.0009	0.0	0.0	0.0005	0.0
sp|Q16718|NDUA5_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3	Mitochondrion	0.29	0.0824	0.2652	0.0201	0.5781	0.0098	0.0061	0.0157	0.0043	0.0086	0.0096
sp|P01619|KV320_HUMAN Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2	Extracellular	0.0	0.0002	0.001	0.9934	0.0005	0.0	0.0018	0.0	0.0	0.003	0.0
sp|O95183|VAMP5_HUMAN Vesicle-associated membrane protein 5 OS=Homo sapiens OX=9606 GN=VAMP5 PE=1 SV=1	Golgi_apparatus	0.8994	0.0053	0.0023	0.0403	0.0855	0.0928	0.1371	0.0048	0.5776	0.0539	0.0005
sp|P61278|SMS_HUMAN Somatostatin OS=Homo sapiens OX=9606 GN=SST PE=1 SV=1	Extracellular	0.0003	0.0001	0.0002	0.9902	0.0094	0.0	0.0	0.0	0.0	0.0001	0.0
sp|P01766|HV313_HUMAN Immunoglobulin heavy variable 3-13 OS=Homo sapiens OX=9606 GN=IGHV3-13 PE=1 SV=2	Extracellular	0.0001	0.0001	0.0014	0.9921	0.0014	0.0001	0.0016	0.0002	0.0	0.003	0.0
tr|F6SFB5|F6SFB5_HUMAN AP complex subunit sigma OS=Homo sapiens OX=9606 GN=AP1S2 PE=1 SV=2	Cytoplasm	0.027	0.139	0.3522	0.03	0.0153	0.0157	0.0495	0.0041	0.0487	0.3451	0.0003
tr|K7ES63|K7ES63_HUMAN Tubulin beta chain (Fragment) OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1	Cytoplasm	0.1851	0.1148	0.3875	0.0486	0.1381	0.0109	0.0071	0.2213	0.0045	0.0466	0.0206
sp|Q8WUH6|TM263_HUMAN Transmembrane protein 263 OS=Homo sapiens OX=9606 GN=TMEM263 PE=1 SV=1	Mitochondrion	0.8747	0.005	0.0273	0.0008	0.8158	0.0061	0.0015	0.0512	0.0002	0.0014	0.0906
sp|Q16568|CART_HUMAN Cocaine- and amphetamine-regulated transcript protein OS=Homo sapiens OX=9606 GN=CARTPT PE=1 SV=1	Extracellular	0.0003	0.0	0.0001	0.9964	0.0001	0.0001	0.0013	0.0	0.0001	0.002	0.0
sp|P0DP58|LYNX1_HUMAN Ly-6/neurotoxin-like protein 1 OS=Homo sapiens OX=9606 GN=LYNX1 PE=1 SV=1	Cell_membrane	0.8921	0.0	0.0	0.0766	0.0	0.9002	0.0167	0.0	0.0017	0.0048	0.0
sp|P03897|NU3M_HUMAN NADH-ubiquinone oxidoreductase chain 3 OS=Homo sapiens OX=9606 GN=MT-ND3 PE=1 SV=1	Endoplasmic_reticulum	0.9979	0.0	0.0	0.0	0.0001	0.0614	0.7953	0.0	0.1392	0.0039	0.0
tr|A0A087WT59|A0A087WT59_HUMAN Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=2	Cytoplasm	0.2523	0.0557	0.3724	0.0495	0.2752	0.0124	0.0048	0.1681	0.0018	0.0207	0.0394
sp|Q8NFU3|TSTD1_HUMAN Thiosulfate:glutathione sulfurtransferase OS=Homo sapiens OX=9606 GN=TSTD1 PE=1 SV=3	Cytoplasm	0.095	0.1444	0.5911	0.0073	0.2032	0.0014	0.0004	0.0286	0.0002	0.0019	0.0215
sp|P62854|RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3	Cytoplasm	0.0019	0.3607	0.6172	0.0007	0.0205	0.0008	0.0	0.0	0.0	0.0	0.0
tr|K7EQG4|K7EQG4_HUMAN FXYD domain-containing ion transport regulator (Fragment) OS=Homo sapiens OX=9606 GN=FXYD1 PE=1 SV=2	Cell_membrane	0.8429	0.0369	0.0048	0.1731	0.0933	0.3414	0.0919	0.0658	0.1692	0.0159	0.0075
tr|K7EM20|K7EM20_HUMAN 14-3-3 protein epsilon (Fragment) OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1	Lysosome/Vacuole	0.0407	0.0667	0.1674	0.2431	0.038	0.0064	0.0479	0.0141	0.0275	0.3874	0.0015
sp|Q9BRT3|MIEN1_HUMAN Migration and invasion enhancer 1 OS=Homo sapiens OX=9606 GN=MIEN1 PE=1 SV=1	Cytoplasm	0.225	0.0825	0.5666	0.0159	0.0617	0.1888	0.0046	0.0227	0.0142	0.0417	0.0013
sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2	Cytoplasm	0.052	0.1852	0.562	0.0106	0.2114	0.0102	0.002	0.0026	0.0017	0.002	0.0122
tr|C9JN58|C9JN58_HUMAN Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens OX=9606 GN=STK25 PE=1 SV=1	Nucleus	0.171	0.4424	0.3984	0.0058	0.0435	0.0836	0.002	0.0044	0.0048	0.0138	0.0012
sp|P05387|RLA2_HUMAN 60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1	Cytoplasm	0.0033	0.0219	0.6337	0.1728	0.1368	0.0043	0.0039	0.0122	0.0011	0.0122	0.0009
sp|Q02747|GUC2A_HUMAN Guanylin OS=Homo sapiens OX=9606 GN=GUCA2A PE=1 SV=2	Extracellular	0.0	0.0	0.0	0.9987	0.0001	0.0	0.0004	0.0	0.0	0.0008	0.0
tr|H0UI06|H0UI06_HUMAN Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2 PE=1 SV=1	Mitochondrion	0.9892	0.0015	0.008	0.001	0.7596	0.0093	0.0762	0.0811	0.0013	0.0008	0.0611
sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	Extracellular	0.0844	0.1241	0.1626	0.558	0.1132	0.0051	0.0017	0.0102	0.001	0.0185	0.0056
sp|P01624|KV315_HUMAN Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2	Extracellular	0.0001	0.0002	0.0009	0.9967	0.0005	0.0	0.0008	0.0	0.0	0.0009	0.0
sp|P06307|CCKN_HUMAN Cholecystokinin OS=Homo sapiens OX=9606 GN=CCK PE=1 SV=1	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P05386|RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens OX=9606 GN=RPLP1 PE=1 SV=1	Cytoplasm	0.0047	0.0287	0.9495	0.0013	0.0035	0.0003	0.0005	0.0114	0.0002	0.0041	0.0004
sp|O14548|COX7R_HUMAN Cytochrome c oxidase subunit 7A-related protein, mitochondrial OS=Homo sapiens OX=9606 GN=COX7A2L PE=1 SV=2	Mitochondrion	0.9906	0.0002	0.0029	0.0011	0.8997	0.0011	0.0348	0.0058	0.0165	0.0003	0.0377
sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1	Cytoplasm	0.0786	0.287	0.4533	0.0729	0.0465	0.0454	0.006	0.0018	0.01	0.0765	0.0006
sp|O75368|SH3L1_HUMAN SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1	Nucleus	0.0955	0.4558	0.4402	0.0013	0.071	0.007	0.0023	0.0113	0.0032	0.0056	0.0023
sp|Q96I23|PREY_HUMAN Protein preY, mitochondrial OS=Homo sapiens OX=9606 GN=PYURF PE=1 SV=1	Mitochondrion	0.4883	0.0007	0.0018	0.0	0.9937	0.0003	0.0	0.0029	0.0	0.0	0.0005
sp|O60739|EIF1B_HUMAN Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2	Cytoplasm	0.0134	0.1801	0.7567	0.0006	0.0069	0.0022	0.0009	0.0391	0.0006	0.0107	0.0023
sp|O95182|NDUA7_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFA7 PE=1 SV=3	Mitochondrion	0.3446	0.0137	0.0281	0.002	0.9505	0.0036	0.0	0.0009	0.0002	0.0001	0.0008
sp|O43914|TYOBP_HUMAN TYRO protein tyrosine kinase-binding protein OS=Homo sapiens OX=9606 GN=TYROBP PE=1 SV=1	Cell_membrane	0.9668	0.0001	0.0	0.0159	0.0069	0.7865	0.1081	0.0022	0.0274	0.0529	0.0001
sp|Q96HJ9|FMC1_HUMAN Protein FMC1 homolog OS=Homo sapiens OX=9606 GN=FMC1 PE=1 SV=2	Mitochondrion	0.6552	0.0003	0.0014	0.0001	0.998	0.0	0.0	0.0	0.0	0.0	0.0001
sp|P63172|DYLT1_HUMAN Dynein light chain Tctex-type 1 OS=Homo sapiens OX=9606 GN=DYNLT1 PE=1 SV=1	Cytoplasm	0.1839	0.0772	0.2884	0.1936	0.0782	0.0458	0.021	0.1172	0.0267	0.1421	0.0099
tr|H3BPK2|H3BPK2_HUMAN Metallothionein-3 OS=Homo sapiens OX=9606 GN=MT3 PE=1 SV=1	Extracellular	0.0015	0.0201	0.2729	0.6738	0.03	0.0023	0.0	0.0003	0.0001	0.0003	0.0
sp|A6ZKI3|RTL8C_HUMAN Retrotransposon Gag-like protein 8C OS=Homo sapiens OX=9606 GN=RTL8C PE=1 SV=1	Mitochondrion	0.1655	0.0677	0.3489	0.0461	0.3879	0.0033	0.03	0.0677	0.0027	0.0242	0.0213
sp|P61803|DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3	Golgi_apparatus	0.9496	0.0006	0.0004	0.0	0.0165	0.008	0.3532	0.0001	0.5952	0.0233	0.0027
sp|Q9UBF6|RBX2_HUMAN RING-box protein 2 OS=Homo sapiens OX=9606 GN=RNF7 PE=1 SV=1	Extracellular	0.0651	0.1448	0.1506	0.3756	0.3221	0.003	0.0	0.0031	0.0002	0.0005	0.0
sp|P01717|LV325_HUMAN Immunoglobulin lambda variable 3-25 OS=Homo sapiens OX=9606 GN=IGLV3-25 PE=1 SV=2	Extracellular	0.0005	0.0001	0.0002	0.9901	0.0002	0.0001	0.0072	0.0	0.0	0.0021	0.0
sp|Q9P0S9|TM14C_HUMAN Transmembrane protein 14C OS=Homo sapiens OX=9606 GN=TMEM14C PE=1 SV=1	Mitochondrion	0.8912	0.0	0.0	0.0005	0.3985	0.0939	0.1713	0.1289	0.04	0.1659	0.0011
sp|P01714|LV319_HUMAN Immunoglobulin lambda variable 3-19 OS=Homo sapiens OX=9606 GN=IGLV3-19 PE=1 SV=2	Extracellular	0.0001	0.0	0.0006	0.9869	0.0001	0.0	0.0109	0.0	0.0	0.0015	0.0
sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1	Cytoplasm	0.0433	0.1966	0.6443	0.019	0.0516	0.0044	0.0035	0.0378	0.003	0.0351	0.0048
sp|Q96EL3|RM53_HUMAN 39S ribosomal protein L53, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL53 PE=1 SV=1	Mitochondrion	0.3839	0.0095	0.0382	0.0012	0.9366	0.0009	0.0001	0.0075	0.0001	0.0002	0.0057
tr|A0A087WYP8|A0A087WYP8_HUMAN Ephrin type-B receptor 6 (Fragment) OS=Homo sapiens OX=9606 GN=EPHB6 PE=1 SV=1	Extracellular	0.0788	0.1642	0.161	0.337	0.2279	0.0368	0.0044	0.0045	0.0065	0.0532	0.0046
sp|Q8WWY7|WFD12_HUMAN WAP four-disulfide core domain protein 12 OS=Homo sapiens OX=9606 GN=WFDC12 PE=1 SV=1	Extracellular	0.0	0.0003	0.0036	0.993	0.003	0.0	0.0	0.0	0.0	0.0	0.0
sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2	Mitochondrion	0.3991	0.0585	0.1865	0.0016	0.7417	0.0008	0.0018	0.001	0.0004	0.0007	0.0069
tr|J3QQY7|J3QQY7_HUMAN Protein TANC2 (Fragment) OS=Homo sapiens OX=9606 GN=TANC2 PE=1 SV=1	Cytoplasm	0.0262	0.4289	0.5479	0.002	0.0076	0.005	0.0006	0.0016	0.001	0.0031	0.0023
tr|F8WCF4|F8WCF4_HUMAN NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=1	Mitochondrion	0.5601	0.0257	0.0963	0.0065	0.8419	0.0017	0.0053	0.0023	0.005	0.0027	0.0127
sp|Q9BV81|EMC6_HUMAN ER membrane protein complex subunit 6 OS=Homo sapiens OX=9606 GN=EMC6 PE=1 SV=1	Endoplasmic_reticulum	0.9993	0.0001	0.0	0.0	0.0879	0.1206	0.5656	0.0637	0.1564	0.0045	0.0012
sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2	Extracellular	0.0	0.0	0.0	0.999	0.0	0.0	0.0007	0.0	0.0	0.0002	0.0
tr|A0A087WV05|A0A087WV05_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1	Nucleus	0.2972	0.3436	0.2734	0.019	0.0645	0.1324	0.0156	0.0015	0.0853	0.0639	0.0009
tr|G3V2N0|G3V2N0_HUMAN Guanine nucleotide-binding protein subunit gamma OS=Homo sapiens OX=9606 GN=GNG2 PE=1 SV=1	Cell_membrane	0.8362	0.0234	0.0225	0.03	0.1558	0.6622	0.0028	0.0	0.0539	0.0491	0.0003
tr|Q5JRJ0|Q5JRJ0_HUMAN TSC22 domain family protein 3 OS=Homo sapiens OX=9606 GN=TSC22D3 PE=1 SV=1	Cytoplasm	0.0941	0.2311	0.6575	0.0012	0.0257	0.0102	0.0014	0.0448	0.0113	0.0166	0.0003
sp|P20472|PRVA_HUMAN Parvalbumin alpha OS=Homo sapiens OX=9606 GN=PVALB PE=1 SV=2	Cytoplasm	0.0146	0.1117	0.7642	0.0005	0.0068	0.0014	0.0021	0.068	0.0011	0.0417	0.0027
sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2	Mitochondrion	0.1761	0.0016	0.0403	0.0011	0.9567	0.0	0.0	0.0	0.0	0.0	0.0003
sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1	Nucleus	0.0096	0.5203	0.1245	0.2322	0.1025	0.0188	0.0006	0.0	0.001	0.0001	0.0
sp|O75896|TUSC2_HUMAN Tumor suppressor candidate 2 OS=Homo sapiens OX=9606 GN=TUSC2 PE=1 SV=3	Mitochondrion	0.325	0.2475	0.2033	0.0034	0.5114	0.0064	0.0012	0.011	0.0026	0.0076	0.0056
sp|P52657|T2AG_HUMAN Transcription initiation factor IIA subunit 2 OS=Homo sapiens OX=9606 GN=GTF2A2 PE=1 SV=1	Cytoplasm	0.1006	0.289	0.4393	0.0122	0.1988	0.0047	0.0057	0.0082	0.0134	0.0263	0.0023
tr|J3KRC8|J3KRC8_HUMAN Spermatogenesis-associated protein 33 OS=Homo sapiens OX=9606 GN=SPATA33 PE=1 SV=2	Nucleus	0.0344	0.5201	0.4554	0.0025	0.0029	0.0156	0.0003	0.0001	0.0013	0.0015	0.0002
