Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Site
Q701N4	KRA52_HUMAN	reviewed	Keratin-associated protein 5-2 (Keratin-associated protein 5-8) (Keratin-associated protein 5.2) (Keratin-associated protein 5.8) (Ultrahigh sulfur keratin-associated protein 5.2)	KRTAP5-2 KAP5-8 KAP5.2 KRTAP5-8 KRTAP5.2 KRTAP5.8	Homo sapiens (Human)	177	
P48051	KCNJ6_HUMAN	reviewed	G protein-activated inward rectifier potassium channel 2 (GIRK-2) (BIR1) (Inward rectifier K(+) channel Kir3.2) (KATP-2) (Potassium channel, inwardly rectifying subfamily J member 6)	KCNJ6 GIRK2 KATP2 KCNJ7	Homo sapiens (Human)	423	SITE 182;  /note="Role in the control of polyamine-mediated channel gating and in the blocking by intracellular magnesium";  /evidence="ECO:0000250"
P0DM63	NPIA8_HUMAN	reviewed	Nuclear pore complex-interacting protein family member A8	NPIPA8	Homo sapiens (Human)	369	
Q96DZ5	CLIP3_HUMAN	reviewed	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Homo sapiens (Human)	547	
B3KU38	IQIP1_HUMAN	reviewed	IQCJ-SCHIP1 readthrough transcript protein	IQCJ-SCHIP1	Homo sapiens (Human)	563	
Q8TD84	DSCL1_HUMAN	reviewed	Down syndrome cell adhesion molecule-like protein 1 (Down syndrome cell adhesion molecule 2)	DSCAML1 DSCAM2 KIAA1132	Homo sapiens (Human)	2053	
Q00535	CDK5_HUMAN	reviewed	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5	Homo sapiens (Human)	292	
O60928	KCJ13_HUMAN	reviewed	Inward rectifier potassium channel 13 (Inward rectifier K(+) channel Kir7.1) (Potassium channel, inwardly rectifying subfamily J member 13)	KCNJ13	Homo sapiens (Human)	360	SITE 149;  /note="Role in the control of polyamine-mediated channel gating and in the blocking by intracellular magnesium";  /evidence="ECO:0000250"
Q96QZ0	PANX3_HUMAN	reviewed	Pannexin-3	PANX3	Homo sapiens (Human)	392	
Q96NY7	CLIC6_HUMAN	reviewed	Chloride intracellular channel protein 6 (Parchorin)	CLIC6 CLIC1L	Homo sapiens (Human)	704	
Q8NEQ6	SRARP_HUMAN	reviewed	Steroid receptor-associated and regulated protein (Estrogen receptor-related factor) (ER-related factor) (Steroid receptor-regulated protein)	SRARP C1orf64 ERRF SSPR	Homo sapiens (Human)	169	
O60268	K0513_HUMAN	reviewed	Uncharacterized protein KIAA0513	KIAA0513	Homo sapiens (Human)	411	
Q5T1R4	ZEP3_HUMAN	reviewed	Transcription factor HIVEP3 (Human immunodeficiency virus type I enhancer-binding protein 3) (Kappa-B and V(D)J recombination signal sequences-binding protein) (Kappa-binding protein 1) (KBP-1) (Zinc finger protein ZAS3)	HIVEP3 KBP1 KIAA1555 KRC ZAS3	Homo sapiens (Human)	2406	
Q13509	TBB3_HUMAN	reviewed	Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III)	TUBB3 TUBB4	Homo sapiens (Human)	450	
Q53EL9	SEZ6_HUMAN	reviewed	Seizure protein 6 homolog (SEZ-6) (hSEZ-6)	SEZ6	Homo sapiens (Human)	994	
Q8NHG7	SVIP_HUMAN	reviewed	Small VCP/p97-interacting protein	SVIP	Homo sapiens (Human)	77	
O75602	SPAG6_HUMAN	reviewed	Sperm-associated antigen 6 (Protein PF16 homolog) (Repro-SA-1) (Sperm flagellar protein)	SPAG6 PF16	Homo sapiens (Human)	509	
Q2T9L4	INSY1_HUMAN	reviewed	Inhibitory synaptic factor 1 (InSyn1)	INSYN1 C15orf59	Homo sapiens (Human)	293	
P22304	IDS_HUMAN	reviewed	Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]	IDS SIDS	Homo sapiens (Human)	550	
Q05586	NMDZ1_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)	GRIN1 NMDAR1	Homo sapiens (Human)	938	
P19113	DCHS_HUMAN	reviewed	Histidine decarboxylase (HDC) (EC 4.1.1.22)	HDC	Homo sapiens (Human)	662	
Q2Y0W8	S4A8_HUMAN	reviewed	Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na(+)-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3)	SLC4A8 KIAA0739 NBC NBC3 NDCBE1	Homo sapiens (Human)	1093	
Q8TAT2	FGFP3_HUMAN	reviewed	Fibroblast growth factor-binding protein 3 (FGF-BP3) (FGF-binding protein 3) (FGFBP-3)	FGFBP3 C10orf13 PSEC0101	Homo sapiens (Human)	258	
Q2TAP0	GOG7B_HUMAN	reviewed	Golgin subfamily A member 7B	GOLGA7B C10orf132 C10orf133	Homo sapiens (Human)	167	
Q76KX8	ZN534_HUMAN	reviewed	Zinc finger protein 534 (KRAB domain only protein 3)	ZNF534 KRBO3	Homo sapiens (Human)	674	
Q7RTZ2	U17L1_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein 1 (EC 3.4.19.12) (Deubiquitinating enzyme 17-like protein 1) (Ubiquitin thioesterase 17-like protein 1) (Ubiquitin-specific-processing protease 17-like protein 1)	USP17L1 USP17L USP17L1P	Homo sapiens (Human)	530	
Q99999	G3ST1_HUMAN	reviewed	Galactosylceramide sulfotransferase (GalCer sulfotransferase) (EC 2.8.2.11) (3'-phosphoadenosine-5'-phosphosulfate:GalCer sulfotransferase) (3'-phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase) (Cerebroside sulfotransferase)	GAL3ST1 CST	Homo sapiens (Human)	423	
Q9BYE0	HES7_HUMAN	reviewed	Transcription factor HES-7 (hHes7) (Class B basic helix-loop-helix protein 37) (bHLHb37) (Hairy and enhancer of split 7) (bHLH factor Hes7)	HES7 BHLHB37	Homo sapiens (Human)	225	
Q15147	PLCB4_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-4) (Phospholipase C-beta-4) (PLC-beta-4)	PLCB4	Homo sapiens (Human)	1175	
Q8WXS8	ATS14_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-)	ADAMTS14	Homo sapiens (Human)	1223	
P54284	CACB3_HUMAN	reviewed	Voltage-dependent L-type calcium channel subunit beta-3 (CAB3) (Calcium channel voltage-dependent subunit beta 3)	CACNB3 CACNLB3	Homo sapiens (Human)	484	
Q9Y2C9	TLR6_HUMAN	reviewed	Toll-like receptor 6 (EC 3.2.2.6) (CD antigen CD286)	TLR6	Homo sapiens (Human)	796	
Q8NEW7	TMIE_HUMAN	reviewed	Transmembrane inner ear expressed protein	TMIE	Homo sapiens (Human)	156	
P04271	S100B_HUMAN	reviewed	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100B	Homo sapiens (Human)	92	
Q5JV73	FRPD3_HUMAN	reviewed	FERM and PDZ domain-containing protein 3	FRMPD3 KIAA1817	Homo sapiens (Human)	1810	
A6NKG5	RTL1_HUMAN	reviewed	Retrotransposon-like protein 1 (Mammalian retrotransposon derived protein 1) (Paternally expressed gene 11 protein) (Retrotransposon-derived protein PEG11)	RTL1 MAR1 MART1 PEG11	Homo sapiens (Human)	1358	
P55291	CAD15_HUMAN	reviewed	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	CDH15 CDH14 CDH3	Homo sapiens (Human)	814	
Q9UN74	PCDA4_HUMAN	reviewed	Protocadherin alpha-4 (PCDH-alpha-4)	PCDHA4	Homo sapiens (Human)	947	
Q9UQC2	GAB2_HUMAN	reviewed	GRB2-associated-binding protein 2 (GRB2-associated binder 2) (Growth factor receptor bound protein 2-associated protein 2) (pp100)	GAB2 KIAA0571	Homo sapiens (Human)	676	
Q6VUC0	AP2E_HUMAN	reviewed	Transcription factor AP-2-epsilon (AP2-epsilon) (Activating enhancer-binding protein 2-epsilon)	TFAP2E	Homo sapiens (Human)	442	
Q9BYG7	MSTRO_HUMAN	reviewed	Protein maestro (Male-specific transcription in the developing reproductive organs) (Protein B29)	MRO B29 C18orf3	Homo sapiens (Human)	248	
Q6T4P5	PLPR3_HUMAN	reviewed	Phospholipid phosphatase-related protein type 3 (Inactive phospholipid phosphatase PLPPR3) (Lipid phosphate phosphatase-related protein type 3) (PAP-2-like protein 2) (Plasticity-related gene 2 protein) (PRG-2)	PLPPR3 LPPR3 PHP2 PRG2	Homo sapiens (Human)	718	
Q16799	RTN1_HUMAN	reviewed	Reticulon-1 (Neuroendocrine-specific protein)	RTN1 NSP	Homo sapiens (Human)	776	
Q8IWG1	DNAI3_HUMAN	reviewed	Dynein axonemal intermediate chain 3 (Testis development protein NYD-SP29) (WD repeat-containing protein 63)	DNAI3 WDR63	Homo sapiens (Human)	891	
P0CG40	SP9_HUMAN	reviewed	Transcription factor Sp9	SP9	Homo sapiens (Human)	484	
Q5T7P8	SYT6_HUMAN	reviewed	Synaptotagmin-6 (Synaptotagmin VI) (SytVI)	SYT6	Homo sapiens (Human)	510	
Q96D21	RHES_HUMAN	reviewed	GTP-binding protein Rhes (Ras homolog enriched in striatum) (Tumor endothelial marker 2)	RASD2 TEM2	Homo sapiens (Human)	266	
Q9H7V2	SYNG1_HUMAN	reviewed	Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B)	SYNDIG1 C20orf39 TMEM90B	Homo sapiens (Human)	258	
Q04917	1433F_HUMAN	reviewed	14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	Homo sapiens (Human)	246	SITE 57;  /note="Interaction with phosphoserine on interacting protein"; SITE 132;  /note="Interaction with phosphoserine on interacting protein"
O95153	RIMB1_HUMAN	reviewed	Peripheral-type benzodiazepine receptor-associated protein 1 (PRAX-1) (Peripheral benzodiazepine receptor-interacting protein) (PBR-IP) (RIMS-binding protein 1) (RIM-BP1) (TSPO-associated protein 1)	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1	Homo sapiens (Human)	1857	
P22676	CALB2_HUMAN	reviewed	Calretinin (CR) (29 kDa calbindin)	CALB2 CAB29	Homo sapiens (Human)	271	
Q96BY2	MOAP1_HUMAN	reviewed	Modulator of apoptosis 1 (MAP-1) (MAP1) (Paraneoplastic antigen Ma4)	MOAP1 PNMA4	Homo sapiens (Human)	351	
A0A1B0GUJ8	PNM8C_HUMAN	reviewed	Paraneoplastic antigen-like protein 8C	PNMA8C	Homo sapiens (Human)	204	
Q9GZN0	GPR88_HUMAN	reviewed	Probable G-protein coupled receptor 88 (Striatum-specific G-protein coupled receptor)	GPR88 STRG	Homo sapiens (Human)	384	
Q9C0H6	KLHL4_HUMAN	reviewed	Kelch-like protein 4	KLHL4 KIAA1687	Homo sapiens (Human)	718	
Q7L099	RUFY3_HUMAN	reviewed	Protein RUFY3 (RUN and FYVE domain-containing protein 3) (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein) (Singar)	RUFY3 KIAA0871	Homo sapiens (Human)	469	
P31321	KAP1_HUMAN	reviewed	cAMP-dependent protein kinase type I-beta regulatory subunit	PRKAR1B	Homo sapiens (Human)	381	
Q9Y2J0	RP3A_HUMAN	reviewed	Rabphilin-3A (Exophilin-1)	RPH3A KIAA0985	Homo sapiens (Human)	694	
P61981	1433G_HUMAN	reviewed	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	Homo sapiens (Human)	247	SITE 57;  /note="Interaction with phosphoserine on interacting protein"; SITE 132;  /note="Interaction with phosphoserine on interacting protein"
Q76KP1	B4GN4_HUMAN	reviewed	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)	B4GALNT4	Homo sapiens (Human)	1039	
Q6NUI6	CHADL_HUMAN	reviewed	Chondroadherin-like protein	CHADL SLRR4B	Homo sapiens (Human)	762	
Q9NZ72	STMN3_HUMAN	reviewed	Stathmin-3 (SCG10-like protein)	STMN3 SCLIP	Homo sapiens (Human)	180	
Q8N957	ANKF1_HUMAN	reviewed	Ankyrin repeat and fibronectin type-III domain-containing protein 1	ANKFN1	Homo sapiens (Human)	763	
P48167	GLRB_HUMAN	reviewed	Glycine receptor subunit beta (Glycine receptor 58 kDa subunit)	GLRB	Homo sapiens (Human)	497	SITE 307;  /note="Important for obstruction of the ion pore in the closed conformation";  /evidence="ECO:0000250|UniProtKB:P23415"
O43602	DCX_HUMAN	reviewed	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)	DCX DBCN LISX	Homo sapiens (Human)	365	
Q8TBJ4	PLPR1_HUMAN	reviewed	Phospholipid phosphatase-related protein type 1 (Inactive 2-lysophosphatidate phosphatase PLPPR1) (Lipid phosphate phosphatase-related protein type 1) (Plasticity-related gene 3 protein) (PRG-3)	PLPPR1 LPPR1 PRG3	Homo sapiens (Human)	325	
Q7Z3F1	GP155_HUMAN	reviewed	Integral membrane protein GPR155 (G-protein coupled receptor PGR22)	GPR155 PGR22	Homo sapiens (Human)	870	
O75325	LRRN2_HUMAN	reviewed	Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5)	LRRN2 GAC1 LRRN5 UNQ256/PRO293	Homo sapiens (Human)	713	
Q8N6N7	ACBD7_HUMAN	reviewed	Acyl-CoA-binding domain-containing protein 7	ACBD7	Homo sapiens (Human)	88	
Q9P0X4	CAC1I_HUMAN	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)	CACNA1I KIAA1120	Homo sapiens (Human)	2223	SITE 357;  /note="Calcium ion selectivity and permeability";  /evidence="ECO:0000250"; SITE 821;  /note="Calcium ion selectivity and permeability";  /evidence="ECO:0000250"; SITE 1380;  /note="Calcium ion selectivity and permeability";  /evidence="ECO:0000250"; SITE 1678;  /note="Calcium ion selectivity and permeability";  /evidence="ECO:0000250"
Q16288	NTRK3_HUMAN	reviewed	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NTRK3 TRKC	Homo sapiens (Human)	839	SITE 516;  /note="Interaction with SHC1";  /evidence="ECO:0000250"; SITE 834;  /note="Interaction with PLC-gamma-1";  /evidence="ECO:0000250"
Q9P0K1	ADA22_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)	ADAM22 MDC2	Homo sapiens (Human)	906	
O95096	NKX22_HUMAN	reviewed	Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B)	NKX2-2 NKX2.2 NKX2B	Homo sapiens (Human)	273	
P0CZ25	D10OS_HUMAN	reviewed	Uncharacterized protein DNAH10OS	DNAH10OS	Homo sapiens (Human)	163	
Q9BQI5	SGIP1_HUMAN	reviewed	SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)	SGIP1	Homo sapiens (Human)	828	
Q9UK22	FBX2_HUMAN	reviewed	F-box only protein 2	FBXO2 FBX2	Homo sapiens (Human)	296	SITE 173;  /note="Important for carbohydrate binding";  /evidence="ECO:0000250"
Q86Z23	C1QL4_HUMAN	reviewed	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)	C1QL4 CTRP11	Homo sapiens (Human)	238	
Q9H0Q3	FXYD6_HUMAN	reviewed	FXYD domain-containing ion transport regulator 6 (Phosphohippolin)	FXYD6 UNQ521/PRO1056	Homo sapiens (Human)	95	
Q7Z5H3	RHG22_HUMAN	reviewed	Rho GTPase-activating protein 22 (Rho-type GTPase-activating protein 22)	ARHGAP22 RHOGAP2	Homo sapiens (Human)	698	
Q5JQS6	GSAML_HUMAN	reviewed	Germinal center-associated signaling and motility-like protein	GCSAML C1orf150	Homo sapiens (Human)	135	
Q9NSY0	NRBP2_HUMAN	reviewed	Nuclear receptor-binding protein 2 (Transformation-related gene 16 protein) (TRG-16)	NRBP2 PP9320 TRG16	Homo sapiens (Human)	501	
O00451	GFRA2_HUMAN	reviewed	GDNF family receptor alpha-2 (GDNF receptor alpha-2) (GDNFR-alpha-2) (GFR-alpha-2) (GDNF receptor beta) (GDNFR-beta) (Neurturin receptor alpha) (NRTNR-alpha) (NTNR-alpha) (RET ligand 2) (TGF-beta-related neurotrophic factor receptor 2)	GFRA2 GDNFRB RETL2 TRNR2	Homo sapiens (Human)	464	
P06746	DPOLB_HUMAN	reviewed	DNA polymerase beta (EC 2.7.7.7) (EC 4.2.99.-)	POLB	Homo sapiens (Human)	335	
P78324	SHPS1_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a)	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	Homo sapiens (Human)	504	
Q5JTD7	LRC73_HUMAN	reviewed	Leucine-rich repeat-containing protein 73	LRRC73 C6orf154	Homo sapiens (Human)	316	
Q8IYR6	TEFF1_HUMAN	reviewed	Tomoregulin-1 (TR-1) (H7365) (Transmembrane protein with EGF-like and one follistatin-like domain)	TMEFF1 C9orf2	Homo sapiens (Human)	380	
Q02779	M3K10_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 10 (EC 2.7.11.25) (Mixed lineage kinase 2) (Protein kinase MST)	MAP3K10 MLK2 MST	Homo sapiens (Human)	954	
Q9Y651	SOX21_HUMAN	reviewed	Transcription factor SOX-21 (SOX-A)	SOX21 SOX25 SOXA	Homo sapiens (Human)	276	
Q96G01	BICD1_HUMAN	reviewed	Protein bicaudal D homolog 1 (Bic-D 1)	BICD1	Homo sapiens (Human)	975	
Q9Y467	SALL2_HUMAN	reviewed	Sal-like protein 2 (Zinc finger protein 795) (Zinc finger protein SALL2) (Zinc finger protein Spalt-2) (Sal-2) (hSal2)	SALL2 KIAA0360 SAL2 ZNF795	Homo sapiens (Human)	1007	
O00194	RB27B_HUMAN	reviewed	Ras-related protein Rab-27B (EC 3.6.5.2) (C25KG)	RAB27B	Homo sapiens (Human)	218	
Q8N8M0	NAT16_HUMAN	reviewed	Probable N-acetyltransferase 16 (EC 2.3.1.-)	NAT16 C7orf52	Homo sapiens (Human)	369	
Q14549	GBX1_HUMAN	reviewed	Homeobox protein GBX-1 (Gastrulation and brain-specific homeobox protein 1)	GBX1	Homo sapiens (Human)	363	
Q12840	KIF5A_HUMAN	reviewed	Kinesin heavy chain isoform 5A (Kinesin heavy chain neuron-specific 1) (Neuronal kinesin heavy chain) (NKHC)	KIF5A NKHC1	Homo sapiens (Human)	1032	
P26232	CTNA2_HUMAN	reviewed	Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein)	CTNNA2 CAPR	Homo sapiens (Human)	953	
Q5TAB7	RIPP2_HUMAN	reviewed	Protein ripply2	RIPPLY2 C6orf159	Homo sapiens (Human)	128	
Q15256	PTPRR_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase R (R-PTP-R) (EC 3.1.3.48) (Ch-1PTPase) (NC-PTPCOM1) (Protein-tyrosine phosphatase PCPTP1)	PTPRR ECPTP PTPRQ	Homo sapiens (Human)	657	
P04090	REL2_HUMAN	reviewed	Prorelaxin H2 [Cleaved into: Relaxin B chain; Relaxin A chain]	RLN2	Homo sapiens (Human)	185	
Q8N5V2	NGEF_HUMAN	reviewed	Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor)	NGEF	Homo sapiens (Human)	710	
P50749	RASF2_HUMAN	reviewed	Ras association domain-containing protein 2	RASSF2 CENP-34 KIAA0168	Homo sapiens (Human)	326	
Q9NZ53	PDXL2_HUMAN	reviewed	Podocalyxin-like protein 2 (Endoglycan)	PODXL2 UNQ1861/PRO3742	Homo sapiens (Human)	605	
Q9Y5F6	PCDGM_HUMAN	reviewed	Protocadherin gamma-C5 (PCDH-gamma-C5)	PCDHGC5	Homo sapiens (Human)	944	
O95727	CRTAM_HUMAN	reviewed	Cytotoxic and regulatory T-cell molecule (Class-I MHC-restricted T-cell-associated molecule) (CD antigen CD355)	CRTAM	Homo sapiens (Human)	393	
O75311	GLRA3_HUMAN	reviewed	Glycine receptor subunit alpha-3	GLRA3	Homo sapiens (Human)	464	SITE 294;  /note="Important for obstruction of the ion pore in the closed conformation";  /evidence="ECO:0000269|PubMed:26416729"
Q12879	NMDE1_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)	GRIN2A NMDAR2A	Homo sapiens (Human)	1464	SITE 614;  /note="Functional determinant of NMDA receptors";  /evidence="ECO:0000250"
Q9UPR6	ZFR2_HUMAN	reviewed	Zinc finger RNA-binding protein 2	ZFR2 KIAA1086	Homo sapiens (Human)	939	
Q9NT68	TEN2_HUMAN	reviewed	Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]	TENM2 KIAA1127 ODZ2 TNM2	Homo sapiens (Human)	2774	SITE 528..529;  /note="Cleavage";  /evidence="ECO:0000250"
Q9HDB5	NRX3B_HUMAN	reviewed	Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]	NRXN3 KIAA0743	Homo sapiens (Human)	637	
Q9Y4C0	NRX3A_HUMAN	reviewed	Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha)	NRXN3 C14orf60 KIAA0743	Homo sapiens (Human)	1643	
Q16653	MOG_HUMAN	reviewed	Myelin-oligodendrocyte glycoprotein	MOG	Homo sapiens (Human)	247	
O14531	DPYL4_HUMAN	reviewed	Dihydropyrimidinase-related protein 4 (DRP-4) (Collapsin response mediator protein 3) (CRMP-3) (UNC33-like phosphoprotein 4) (ULIP-4)	DPYSL4 CRMP3 ULIP4	Homo sapiens (Human)	572	
Q9C0H9	SRCN1_HUMAN	reviewed	SRC kinase signaling inhibitor 1 (SNAP-25-interacting protein) (SNIP) (p130Cas-associated protein) (p140Cap)	SRCIN1 KIAA1684 P140 SNIP	Homo sapiens (Human)	1183	
Q96NG3	ODAD4_HUMAN	reviewed	Outer dynein arm-docking complex subunit 4 (Tetratricopeptide repeat protein 25) (TPR repeat protein 25)	ODAD4 TTC25	Homo sapiens (Human)	672	
Q8NFW9	MYRIP_HUMAN	reviewed	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	Homo sapiens (Human)	859	
Q13324	CRFR2_HUMAN	reviewed	Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)	CRHR2 CRF2R CRH2R	Homo sapiens (Human)	411	
O75334	LIPA2_HUMAN	reviewed	Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2)	PPFIA2	Homo sapiens (Human)	1257	
Q9H3W5	LRRN3_HUMAN	reviewed	Leucine-rich repeat neuronal protein 3 (Neuronal leucine-rich repeat protein 3) (NLRR-3)	LRRN3 Nbla10363 UNQ194/PRO220	Homo sapiens (Human)	708	
Q12950	FOXD4_HUMAN	reviewed	Forkhead box protein D4 (Forkhead-related protein FKHL9) (Forkhead-related transcription factor 5) (FREAC-5) (Myeloid factor-alpha)	FOXD4 FKHL9 FOXD4A FREAC5	Homo sapiens (Human)	439	
Q8N468	MFD4A_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4)	MFSD4A MFSD4 UNQ3064/PRO9894	Homo sapiens (Human)	514	
Q13461	FOXE3_HUMAN	reviewed	Forkhead box protein E3 (Forkhead-related protein FKHL12) (Forkhead-related transcription factor 8) (FREAC-8)	FOXE3 FKHL12 FREAC8	Homo sapiens (Human)	319	
Q86YW9	MD12L_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 12-like protein (Mediator complex subunit 12-like protein) (Thyroid hormone receptor-associated-like protein) (Trinucleotide repeat-containing gene 11 protein-like)	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314	Homo sapiens (Human)	2145	
Q96AX2	RAB37_HUMAN	reviewed	Ras-related protein Rab-37	RAB37	Homo sapiens (Human)	223	
Q9NR82	KCNQ5_HUMAN	reviewed	Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)	KCNQ5	Homo sapiens (Human)	932	
Q9H936	GHC1_HUMAN	reviewed	Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)	SLC25A22 GC1	Homo sapiens (Human)	323	
