Supplementary Table 2. Spectrum Mill protein summary report of the iTRAQ discovery data. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exp1 numSpectra;Exp1 totalIntensity;Exp1 pct_cov;Exp1 unique_peptides;Exp1 iTRAQ_ratio_1;Exp1 iTRAQ_ratio_2;Exp1 iTRAQ_ratio_3;Exp2 numSpectra;Exp2 totalIntensity;Exp2 pct_cov;Exp2 unique_peptides;Exp2 iTRAQ_ratio_1;Exp2 iTRAQ_ratio_2;Exp2 iTRAQ_ratio_3;Exp3 numSpectra;Exp3 totalIntensity;Exp3 pct_cov;Exp3 unique_peptides;Exp3 iTRAQ_ratio_1;Exp3 iTRAQ_ratio_2;Exp3 iTRAQ_ratio_3;Exp4 numSpectra;Exp4 totalIntensity;Exp4 pct_cov;Exp4 unique_peptides;Exp4 iTRAQ_ratio_1;Exp4 iTRAQ_ratio_2;Exp4 iTRAQ_ratio_3;Exp5 numSpectra;Exp5 totalIntensity;Exp5 pct_cov;Exp5 unique_peptides;Exp5 iTRAQ_ratio_1;Exp5 iTRAQ_ratio_2;Exp5 iTRAQ_ratio_3; accession_number; accession_numbers; coverage_map; coverage_maps; percentCoverage; percentCoverages; numPepsUnique; scoreUnique; scoresUnique;iTRAQ_115_114;iTRAQ_115_114_stddev;iTRAQ_116_114;iTRAQ_116_114_stddev;iTRAQ_117_114;iTRAQ_117_114_stddev;iTRAQ_numRatios; groupNum; subgroupNum; numSubgroups; entry_name;;;
1;2,17E+07;6%;1;0,67;0,82;0,39;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00384046;IPI00384046;0+104+10+35;0+104+10+35;6;6;1;14,21;14,21;0,67;0;0,82;0;0,39;0;1;1053;1053,1;1;LOC100288910 Full-length cDNA clone CS0DK012YO09 of HeLa cells of Homo sapiens;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,31E+07;6%;1;0,72;0,76;0,63;0;0,00E+00;0%;0;0;0;0;IPI00003053;IPI00003053;0+102+10+37;0+102+10+37;6;6;1;14,18;14,18;0,72;0;0,76;0;0,63;0;1;1054;1054,1;1;ARMC9 cDNA: FLJ23510 fis, clone LNG03216;;;
1;4,68E+06;9%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00000832;IPI00000832;0+61+24+169;0+61+24+169;9;9;1;14,14;14,14;0;0;0;0;0;0;0;1055;1055,1;1;PDYN Proenkephalin-B;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,72E+07;3%;1;0,27;0,45;0,37;0;0,00E+00;0%;0;0;0;0;IPI00000879;IPI00000879|IPI00967315;0+24+17+486;0+24+17+486|0+24+17+97;3;3|12;1;14,13;14.13|14.13;0,27;0;0,45;0;0,37;0;1;1056;1056,1;1;TXK Tyrosine-protein kinase TXK;;;
4;8,64E+08;1%;1;0,95;1,17;0,43;6;7,15E+08;1%;1;0,7;1,14;1,42;4;7,73E+08;1%;1;0,72;0,64;1,43;7;1,44E+09;1%;1;0,34;0,27;0,17;6;2,79E+09;1%;1;0,37;0,71;1,22;IPI00465099;IPI00465099|IPI00657659|IPI00014826|IPI00796923|IPI00657705;0+266+11+822;0+266+11+822|0+199+11+822|0+266+11+626|0+303+11+96|0+294+11+96;1;1|1|1|2|2;1;14,13;14.13|14.13|14.13|14.13|14.13;0,57;0,24;0,75;0,37;0,91;0,56;27;1057;1057,1;1;BNC2 Isoform 1 of Zinc finger protein basonuclin-2;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,14E+05;1%;1;0;0;0;1;1,52E+06;1%;1;0;0;0;1;1,61E+06;1%;1;0;0;0;IPI00022367;IPI00022367|IPI00514985|IPI00478895|IPI00647130;0+1080+18+204;0+1080+18+204|0+1072+18+204|0+1072+18+138|0+1072+18+126;1;1|1|1|1;1;14,12;14.12|14.12|14.12|14.12;0;0;0;0;0;0;0;1058;1058,1;1;ASTN1 Isoform 2 of Astrotactin-1;;;
2;2,20E+08;3%;1;0,3;0,14;0,23;2;1,80E+08;3%;1;0,89;2,21;2;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00807348;IPI00807348|IPI00917656|IPI00783733|IPI00410094|IPI00925433|IPI00917540|IPI00916308;0+66+7+154;0+66+7+154|0+57+7+154|0+108+7+94|0+57+7+94|0+44+7+89|0+21+7+94|0+1+7+68;3;3|3|3|4|5|5|9;1;14,12;14.12|14.12|14.12|14.12|14.12|14.12|14.12;0,59;0,3;1,18;1,04;1,12;0,89;4;1059;1059,1;1;FAM128A Protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;4,06E+06;11%;1;0;1,12;3,48;IPI00643342;IPI00643342|IPI00014850;0+75+17+59;0+75+17+59|0+54+17+59;11;11|13;1;14,09;14.09|14.09;0;0;1,12;0;3,48;0;0;1060;1060,1;1;PEA15 cDNA FLJ38560 fis, clone HCHON2003642, highly similar to Astrocytic phosphoprotein PEA-15;;;
1;1,01E+07;6%;1;1,36;1,91;0,53;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00252950;IPI00252950;0+20+7+75;0+20+7+75;6;6;1;14,08;14,08;1,36;0;1,91;0;0,53;0;1;1061;1061,1;1;C1orf130 Uncharacterized protein C1orf130;;;
1;4,22E+06;0%;1;0,77;0,75;0,84;0;0,00E+00;0%;0;0;0;0;1;4,66E+06;0%;1;1,48;1,11;0,98;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00293921;IPI00293921|IPI00791294;0+1008+14+500;0+1008+14+500|0+12+14+193;0;0|6;1;14,08;14.08|14.08;1,13;0,35;0,93;0,18;0,91;0,07;2;1062;1062,1;1;TOPBP1 DNA topoisomerase 2-binding protein 1;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;5,67E+06;1%;1;0;0;0;IPI00216719;IPI00216719|IPI00374976|IPI00171230|IPI00181684;0+335+18+763;0+335+18+763|0+335+18+735|0+335+18+639|0+335+18+595;1;1|1|1|1;1;14,07;14.07|14.07|14.07|14.07;0;0;0;0;0;0;0;1063;1063,1;1;ERC1 Isoform 1 of ELKS/Rab6-interacting/CAST family member 1;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,15E+07;1%;1;0,78;0,63;1,39;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00010826;IPI00010826|IPI00002142;0+179+12+849;0+179+12+849|0+179+12+849;1;1|1;1;14,05;14.05|14.05;0,78;0;0,63;0;1,39;0;1;1064;1064,1;1;PCDH10 protocadherin 10 isoform 2 precursor;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,85E+06;2%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00291723;IPI00291723|IPI00795888|IPI00872590|IPI00946285;0+342+18+248;0+342+18+248|0+115+18+248|0+115+18+248|0+111+18+39;2;2|4|4|10;1;14,03;14.03|14.03|14.03|14.03;0;0;0;0;0;0;0;1065;1065,1;1;FAM116A Protein FAM116A;;;
6;3,91E+08;2%;1;0,87;0,76;0,31;6;5,76E+08;2%;1;0,91;1,71;1,97;2;2,19E+08;2%;1;0,72;0,82;1,05;6;1,26E+09;2%;1;0,35;0,22;0,27;3;1,08E+09;2%;1;0,51;0,68;1,72;IPI00337439;IPI00337439|IPI00939299|IPI00955983|IPI00215650;0+296+7+4;0+296+7+4|0+278+7+4|0+229+7+4|0+223+7+4;2;2|2|2|2;1;14,02;14.02|14.02|14.02|14.02;0,68;0,24;0,86;0,55;0,98;0,76;23;1066;1066,1;1;TK2 Thymidine kinase;;;
1;3,40E+06;1%;1;0,78;0,92;0,54;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00166613;IPI00166613|IPI00456715;0+87+11+460;0+87+11+460|0+87+11+444;1;1|2;1;14;14|14;0,78;0;0,92;0;0,54;0;1;1067;1067,1;1;GALNTL1 Isoform 1 of Putative polypeptide N-acetylgalactosaminyltransferase-like protein 1;;;
0;0,00E+00;0%;0;0;0;0;1;2,16E+08;3%;1;0,53;0,78;0,92;1;1,02E+09;3%;1;0,67;0,62;1;1;2,86E+08;3%;1;0,46;0,54;0,59;1;1,42E+07;3%;1;0,43;0,55;0,92;IPI00329548;IPI00329548;0+383+16+7;0+383+16+7;3;3;1;13,99;13,99;0,52;0,09;0,62;0,09;0,86;0,16;4;1068;1068,1;1;CHPT1 Isoform 1 of Cholinephosphotransferase 1;;;
0;0,00E+00;0%;0;0;0;0;1;3,47E+06;1%;1;0,77;0,48;0,77;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00657861;IPI00657861|IPI00001477|IPI00965006|IPI00219996|IPI00925878|IPI00964061|IPI00964288|IPI00922197|IPI00954432|IPI00910318|IPI00969414|IPI00796394|IPI00966153|IPI00963926|IPI00964341|IPI00789128|IPI00968231|IPI00965287|IPI00789817|IPI00966591|IPI00790169|IPI00967386|IPI00964969|IPI00967668|IPI00966308|IPI00965307|IPI00965809;0+93+12+814;0+93+12+814|0+93+12+808|0+111+12+771|0+93+12+771|0+93+12+181|0+93+12+181|0+93+12+162|0+119+12+120|0+93+12+146|0+93+12+138|0+93+12+120|0+93+12+104|0+77+12+107|0+119+12+65|0+93+12+65|0+93+12+61|0+93+12+55|0+93+12+48|0+93+12+42|0+93+12+38|0+93+12+34|0+93+12+33|0+93+12+27|0+93+12+22|0+93+12+17|0+93+12+10|0+93+12+7;1;1|1|1|1|4|4|4|4|4|4|5|5|6|6|7|7|7|7|8|8|8|8|9|9|9|10|10;1;13,98;13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98|13.98;0,77;0;0,48;0;0,77;0;1;1069;1069,1;1;DDR1 Isoform 4 of Epithelial discoidin domain-containing receptor 1;;;
0;0,00E+00;0%;0;0;0;0;1;4,00E+06;7%;1;0;0;0;1;1,20E+06;7%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00788026;IPI00788026;0+166+18+50;0+166+18+50;7;7;1;13,98;13,98;0;0;0;0;0;0;0;1070;1070,1;1;ZNF138 Zinc finger, C2H2-type domain containing protein;;;
0;0,00E+00;0%;0;0;0;0;1;2,26E+06;1%;1;0,61;0,78;0,78;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00000436;IPI00000436;0+50+9+769;0+50+9+769;1;1;1;13,97;13,97;0,61;0;0,78;0;0,78;0;1;1071;1071,1;1;CDH22 Cadherin-22;;;
2;3,63E+06;9%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;6,02E+06;9%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00103604;IPI00103604;0+315+42+68;0+315+42+68;9;9;1;13,97;13,97;0;0;0;0;0;0;0;1072;1072,1;1;CACNG8 Voltage-dependent calcium channel gamma-8 subunit;;;
1;9,87E+08;3%;1;0;0;0;2;1,80E+09;3%;1;1,14;0;2,05;1;1,35E+09;3%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;1;9,71E+08;3%;1;0;0;0;IPI00306667;IPI00306667|IPI00220993;0+386+14+21;0+386+14+21|0+366+14+21;3;3|3;1;13,96;13.96|13.96;0,38;0,54;0;0;0,68;0,97;3;1073;1073,1;1;CNP Isoform CNPII of 2',3'-cyclic-nucleotide 3'-phosphodiesterase;;;
0;0,00E+00;0%;0;0;0;0;1;5,81E+07;25%;1;1,39;1,25;1,27;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00792126;IPI00792126;0+20+9+6;0+20+9+6;25;25;1;13,95;13,95;1,39;0;1,25;0;1,27;0;1;1074;1074,1;1;C17orf104 4 kDa protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,61E+07;2%;1;0;0,95;0;0;0,00E+00;0%;0;0;0;0;IPI00179189;IPI00179189|IPI00008115;0+763+26+330;0+763+26+330|0+748+26+330;2;2|2;1;13,94;13.94|13.94;0;0;0,95;0;0;0;0;1075;1075,1;1;MAP3K9 Isoform 2 of Mitogen-activated protein kinase kinase kinase 9;;;
0;0,00E+00;0%;0;0;0;0;1;2,74E+07;2%;1;1,05;0,86;0,64;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00163391;IPI00163391|IPI00792378;0+144+12+406;0+144+12+406|0+144+12+68;2;2|5;1;13,92;13.92|13.92;1,05;0;0,86;0;0,64;0;1;1076;1076,1;1;METT10D Isoform 1 of Putative methyltransferase METT10D;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,92E+06;2%;1;0,67;0,63;1,16;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00418125;IPI00418125|IPI00744423;0+60+8+314;0+60+8+314|0+52+8+314;2;2|2;1;13,91;13.91|13.91;0,67;0;0,63;0;1,16;0;1;1077;1077,1;1;LAYN Isoform 1 of Layilin;;;
1;9,31E+05;4%;1;0,42;0,57;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00479997;IPI00479997;0+128+6+15;0+128+6+15;4;4;1;13,91;13,91;0,42;0;0,57;0;0;0;1;1078;1078,1;1;STMN1 Stathmin;;;
0;0,00E+00;0%;0;0;0;0;1;6,70E+07;4%;1;0,43;0,47;0,7;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00170508;IPI00170508|IPI00170675;0+143+17+225;0+143+17+225|0+143+17+197;4;4|4;1;13,89;13.89|13.89;0,43;0;0,47;0;0,7;0;1;1079;1079,1;1;CAMK1D Isoform 1 of Calcium/calmodulin-dependent protein kinase type 1D;;;
0;0,00E+00;0%;0;0;0;0;1;9,97E+06;14%;1;1,1;1,03;1;1;2,68E+08;14%;1;0,78;1,16;1,2;1;3,08E+08;14%;1;0,67;0,5;0,89;2;7,97E+08;14%;1;0,7;0,79;0,66;IPI00878091;IPI00878091;0+56+14+26;0+56+14+26;14;14;1;13,89;13,89;0,79;0,16;0,85;0,23;0,88;0,21;5;1080;1080,1;1;SIRT2 11 kDa protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;8,59E+07;0%;1;0,31;0,37;0,97;0;0,00E+00;0%;0;0;0;0;IPI00478181;IPI00478181|IPI00939853|IPI00396267|IPI00915771;0+226+9+770;0+226+9+770|0+178+9+781|0+178+9+770|0+184+9+699;0;0|0|0|1;1;13,88;13.88|13.88|13.88|13.88;0,31;0;0,37;0;0,97;0;1;1081;1081,1;1;SNX13 cDNA FLJ56070, highly similar to Sorting nexin-13;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;2,66E+08;0%;1;0,74;1,07;0,87;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00889713;IPI00889713|IPI00783999|IPI00953200|IPI00555582;0+443+12+923;0+443+12+923|0+443+12+923|0+443+12+922|0+143+12+742;0;0|0|0|1;1;13,88;13.88|13.88|13.88|13.88;0,74;0;1,07;0;0,87;0;1;1082;1082,1;1;NFKBIL2 Isoform 2 of NF-kappa-B inhibitor-like protein 2;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;9,05E+06;2%;1;0,7;0,71;0,46;0;0,00E+00;0%;0;0;0;0;1;8,11E+06;2%;1;1,31;0,91;0,86;IPI00307334;IPI00307334|IPI00221302;0+409+16+300;0+409+16+300|0+382+16+300;2;2|2;1;13,87;13.87|13.87;1;0,3;0,81;0,1;0,66;0,2;2;1083;1083,1;1;MTRR Isoform A of Methionine synthase reductase;;;
2;3,10E+07;4%;1;0,91;1,29;0,31;1;4,83E+06;4%;1;0,38;0,78;0,83;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00235724;IPI00235724|IPI00930262;0+73+9+111;0+73+9+111|0+28+9+110;4;4|6;1;13,87;13.87|13.87;0,74;0,27;1,12;0,25;0,48;0,25;3;1084;1084,1;1;LOC340096 similar to hCG1642908;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,70E+07;22%;1;0,77;0,87;0,99;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00937350;IPI00937350;0+24+21+48;0+24+21+48;22;22;1;13,86;13,86;0,77;0;0,87;0;0,99;0;1;1085;1085,1;1;LOC100289539 hypothetical protein XP_002342936;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;4,56E+06;3%;1;0,16;0,4;0,92;IPI00874147;IPI00874147|IPI00019146|IPI00607658|IPI00956707|IPI00103422;0+131+13+220;0+131+13+220|0+132+13+220|0+132+13+207|0+132+13+179|0+132+13+107;3;3|3|3|4|5;1;13,85;13.85|13.85|13.85|13.85|13.85;0,16;0;0,4;0;0,92;0;1;1086;1086,1;1;CXADR 40 kDa protein;;;
1;4,52E+06;2%;1;0,94;0,81;0,4;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00026530;IPI00026530;0+288+14+208;0+288+14+208;2;2;1;13,85;13,85;0,94;0;0,81;0;0,4;0;1;1087;1087,1;1;LMAN1 Protein ERGIC-53;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;3;4,32E+08;3%;1;0,49;0,44;2,06;0;0,00E+00;0%;0;0;0;0;IPI00788829;IPI00788829;0+180+9+63;0+180+9+63;3;3;1;13,84;13,84;0,49;0,03;0,44;0,05;2,06;0,32;3;1088;1088,1;1;ISY1 Putative uncharacterized protein ISY1;;;
0;0,00E+00;0%;0;0;0;0;1;6,92E+06;6%;1;1,12;0,84;0,78;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00921496;IPI00921496;0+16+20+263;0+16+20+263;6;6;1;13,84;13,84;1,12;0;0,84;0;0,78;0;1;1089;1089,1;1;C22orf46 cDNA FLJ16614 fis, clone TESTI4013365;;;
0;0,00E+00;0%;0;0;0;0;1;2,11E+06;3%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00026940;IPI00026940|IPI00170581|IPI00889717;0+421+16+31;0+421+16+31|0+393+16+31|0+200+16+31;3;3|3|6;1;13,82;13.82|13.82|13.82;0;0;0;0;0;0;0;1090;1090,1;1;NUP50 Nuclear pore complex protein Nup50;;;
0;0,00E+00;0%;0;0;0;0;1;1,87E+08;1%;1;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00470867;IPI00470867|IPI00640671;0+47+18+1250;0+47+18+1250|0+47+18+1170;1;1|1;1;13,81;13.81|13.81;0;0;0;0;0;0;0;1091;1091,1;1;RPGRIP1L Isoform 1 of Protein fantom;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;2;7,56E+07;1%;1;0,55;0,42;0,56;0;0,00E+00;0%;0;0;0;0;IPI00478916;IPI00478916;0+670+15+355;0+670+15+355;1;1;1;13,77;13,77;0,55;0,02;0,42;0,06;0,56;0,06;2;1092;1092,1;1;DCLRE1A DNA cross-link repair 1A protein;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,83E+08;2%;1;0,64;0,62;0,67;0;0,00E+00;0%;0;0;0;0;IPI00180143;IPI00180143|IPI00930426;0+91+12+379;0+91+12+379|0+91+12+270;2;2|3;1;13,76;13.76|13.76;0,64;0;0,62;0;0,67;0;1;1093;1093,1;1;CLK4 Dual specificity protein kinase CLK4;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,54E+07;1%;1;0,39;0,36;0,43;0;0,00E+00;0%;0;0;0;0;IPI00217882;IPI00217882;0+644+11+176;0+644+11+176;1;1;1;13,75;13,75;0,39;0;0,36;0;0,43;0;1;1094;1094,1;1;SORT1 Sortilin;;;
0;0,00E+00;0%;0;0;0;0;1;1,35E+07;4%;1;0,84;1,29;0,95;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00294903;IPI00294903;0+30+11+221;0+30+11+221;4;4;1;13,74;13,74;0,84;0;1,29;0;0,95;0;1;1095;1095,1;1;PMM1 Phosphomannomutase 1;;;
2;4,62E+05;0%;1;0;0;0;1;9,50E+04;0%;1;0;0;0;2;8,35E+06;0%;1;0,67;0,66;1,14;5;4,60E+06;0%;1;0,39;0,35;0,06;3;6,54E+06;0%;1;0,33;0,64;0,66;IPI00872635;IPI00872635;0+797+8+170;0+797+8+170;0;0;1;13,74;13,74;0,39;0,24;0,45;0,24;0,42;0,45;11;1096;1096,1;1;ATP2C2 Putative uncharacterized protein DKFZp686I0955;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;1,20E+07;6%;1;0;0;0;IPI00003565;IPI00003565|IPI00027699|IPI00552190;0+206+15+5;0+206+15+5|0+173+15+5|0+165+15+5;6;6|7|8;1;13,73;13.73|13.73|13.73;0;0;0;0;0;0;0;1097;1097,1;1;PSMD10 26S proteasome non-ATPase regulatory subunit 10;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;7,11E+06;20%;1;0,9;1,02;1,52;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00879835;IPI00879835;1+15+54;1+15+54;20;20;1;13,73;13,73;0,9;0;1,02;0;1,52;0;1;1098;1098,1;1;- 8 kDa protein;;;
1;2,96E+07;1%;1;0,75;0,77;0,16;1;1,48E+06;1%;1;0;1,22;1,07;0;0,00E+00;0%;0;0;0;0;1;1,25E+08;1%;1;0,48;0,44;0,38;0;0,00E+00;0%;0;0;0;0;IPI00411817;IPI00411817;0+239+10+252;0+239+10+252;1;1;1;13,72;13,72;0,41;0,31;0,81;0,32;0,54;0,39;3;1099;1099,1;1;ACCS 1-aminocyclopropane-1-carboxylate synthase-like protein 1;;;
1;3,54E+07;2%;1;0,9;0,92;0,44;0;0,00E+00;0%;0;0;0;0;1;9,19E+07;2%;1;0,73;1,15;1,38;0;0,00E+00;0%;0;0;0;0;1;1,31E+08;2%;1;0,31;0,67;1,02;IPI00871546;IPI00871546|IPI00939473|IPI00942026|IPI00798352|IPI00643183;0+192+11+181;0+192+11+181|0+192+11+180|0+192+11+129|0+149+11+129|0+54+11+129;2;2|2|3|3|5;1;13,72;13.72|13.72|13.72|13.72|13.72;0,65;0,25;0,91;0,2;0,95;0,39;3;1100;1100,1;1;- 43 kDa protein;;;
1;1,56E+06;0%;1;0,93;1,06;1,03;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;IPI00329784;IPI00329784|IPI00217188;0+723+14+4133;0+723+14+4133|0+723+14+3122;0;0|0;1;13,71;13.71|13.71;0,93;0;1,06;0;1,03;0;1;1101;1101,1;1;RYR3 Isoform 1 of Ryanodine receptor 3;;;
1;9,39E+07;0%;1;0,54;0,79;0,25;1;5,65E+07;0%;1;0,53;1,01;1,2;3;1,24E+07;0%;1;0,72;0,71;1;2;3,95E+08;0%;1;0,3;0,32;0,16;1;3,07E+08;0%;1;0,29;0,76;1,11;IPI00472977;IPI00472977|IPI00925754;0+395+8+576;0+395+8+576|0+323+8+554;0;0|0;1;13,71;13.71|13.71;0,52;0,19;0,66;0,22;0,73;0,44;8;1102;1102,1;1;USP37 Ubiquitin carboxyl-terminal hydrolase 37;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;3,05E+07;2%;1;0;0,79;0,92;IPI00744230;IPI00744230|IPI00477905|IPI00847221;0+74+13+476;0+74+13+476|0+59+13+476|0+59+13+475;2;2|2|2;1;13,71;13.71|13.71|13.71;0;0;0,79;0;0,92;0;0;1103;1103,1;1;MGAT4B alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B isoform 2;;;
0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;0;0,00E+00;0%;0;0;0;0;1;4,10E+08;0%;1;1,5;1,95;2;0;0,00E+00;0%;0;0;0;0;IPI00927614;IPI00927614|IPI00013272|IPI00220522|IPI00927117|IPI00925587;0+771+17+1455;0+771+17+1455|0+749+17+1464|0+749+17+1462|0+604+17+1462|0+310+17+258;0;0|0|0|0|2;1;13,69;13.69|13.69|13.69|13.69|13.69;1,5;0;1,95;0;2;0;1;1104;1104,1;1;GOLGA4 golgin subfamily A member 4 isoform 1;;;
0;0,00E+00;0%;0;0;0;0;1;1,83E+08;2%;1;1,02;1,93;1,58;3;1,09E+09;2%;1;0,82;1,91;1,82;1;2,41E+08;2%;1;0,83;1,46;1,35;0;0,00E+00;0%;0;0;0;0;IPI00217989;IPI00217989;0+482+18+242;0+482+18+242;2;2;1;13,69;13,69;0,86;0,13;1,82;0,24;1,68;0,19;5;1105;1105,1;1;SCYL3 Isoform 1 of Protein-associating with the carboxyl-terminal domain of ezrin;;;
