Supplementary Table 3. A summary of the protein quantitation in AD and control CSF samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathe et al., 2018. Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Significant;LOG(Pvalue);Log(Fold change);Gene Symbol;Description;emPAI;Score Sequest HT;# Peptides Sequest HT;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;MW [kDa];calc. pI;Symbol color;Symbol type;Symbol size;Show label;Abundances (Grouped): 126;Abundances (Grouped): 127N;Abundances (Grouped): 127C;Abundances (Grouped): 128N;Abundances (Grouped): 128C;Abundances (Grouped): 129N;Abundances (Grouped): 129C;Abundances (Grouped): 130N;Abundances (Grouped): 130C;Abundances (Grouped): 131
;1,259744287;1,114023881;PMCH;pro-MCH preproprotein [Homo sapiens];1,371;9,86;3;9,397;20;3;4;3;1;18,7;7,28;Color2 [DarkGray];1;4;;-0,6927519;0,9305521;-0,1960594;-0,6575444;-0,4127633;0,8843446;2,083977;1,463505;0,07912862;0,03059693
;0,297692522;0,121891504;PTN;pleiotrophin precursor [Homo sapiens];1,371;17,17;3;11,622;25,5952381;3;6;3;1;18,9;9,6;Color2 [DarkGray];1;4;;0,01209492;0,02782469;-0,1682694;-0,02026091;-0,3128178;0,5945696;-0,03153455;-0,03206754;0,02908785;-0,4120264
;0;NaN;MAP1LC3A;microtubule-associated proteins 1A/1B light chain 3A isoform X1 [Homo sapiens];1,154;7,97;3;6,344;12,55605381;3;3;1;1;24,8;8,98;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,262440165;0,062377145;LUZP2;leucine zipper protein 2 isoform X1 [Homo sapiens];0,35;10,99;3;9,695;8,262711864;3;3;3;1;52,1;8,97;Color2 [DarkGray];1;4;;0,2067378;-0,1219091;0,05774901;-0,07418762;0,09811419;-0,03713426;0,1633264;0,3735657;-0,05356878;0,0322008
;0,448684096;0,161059998;NTN4;netrin-4 isoform X1 [Homo sapiens];0,318;9,76;3;8,603;6,156156156;3;3;3;1;74,1;8,12;Color2 [DarkGray];1;4;;0,4335286;-0,1755438;-0,1784023;-0,1815752;0,1326709;0,2288053;0,4223335;-0,08298355;-0,09605492;0,3638778
;0,213508566;-0,077396105;MFAP2;microfibrillar-associated protein 2 isoform a precursor [Homo sapiens];1,512;7,09;2;5,842;10,38251366;2;5;2;1;20,8;4,97;Color2 [DarkGray];1;4;;0,222275;-0,0543089;0,04338981;0,2003087;0,03617864;0,284136;0,05149325;0,2232834;-0,4910747;-0,006975167
;0,146570228;-0,141913083;CD99;CD99 antigen isoform a precursor [Homo sapiens];2,162;12,1;2;9,184;12,97297297;2;3;2;1;18,8;4,75;Color2 [DarkGray];1;4;;0,3280066;-0,08466856;-0,2106075;0,8368156;-0,142776;0,4421709;0,1696255;-0,5184872;0,8318979;-0,9080025
;0;NaN;CRYL1;lambda-crystallin homolog [Homo sapiens];0,334;2,35;2;3,645;6,269592476;2;2;2;1;35,4;6,18;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,742613431;0,241291343;LIFR;leukemia inhibitory factor receptor isoform X1 [Homo sapiens];0,084;6,86;2;4,466;1,27620784;2;3;2;1;123,7;5,72;Color2 [DarkGray];1;4;;-0,02905261;-0,2630693;-0,2255517;0,1081546;-0,08359776;-0,09940273;0,6177667;-0,00362125;-0,1667075;0,3653047
;2,762802946;-0,587021965;SLC6A1;sodium- and chloride-dependent GABA transporter 1 isoform X1 [Homo sapiens];0,389;13,75;2;10,428;5,175292154;2;3;2;1;67;8,09;Color2 [DarkGray];1;4;;0,4698177;0,1003163;0,3271078;0,3314081;0,1661841;-0,01412003;-0,624079;-0,12346;-0,3432644;-0,4353524
;1,591561568;-0,248912799;SDC2;syndecan-2 isoform X1 [Homo sapiens];0,54;14,1;2;7,141;7,534246575;2;4;2;1;32,3;6,19;Color2 [DarkGray];1;4;;0,2052135;0,08167831;0,1086556;0,5561969;0,1700792;-0,04176812;0,05646358;-0,1193407;0,02296866;-0,04106387
;0,573996765;-0,310980187;CD300A;CMRF35-like molecule 8 isoform 1 precursor [Homo sapiens];0,778;9,31;2;8,238;10,36789298;2;2;2;1;33,2;5,49;Color2 [DarkGray];1;4;;-0,4325025;0,05929362;0,0743406;0,07412496;0,1052838;0,1872673;-0,6385121;-0,6438028;0,2945481;-0,873861
;0,324960785;-0,153949723;GRID2;glutamate receptor ionotropic, delta-2 isoform 1 precursor [Homo sapiens];0,119;6;2;6,13;2,383316783;2;2;2;1;113,3;6,07;Color2 [DarkGray];1;4;;0,1366109;0,4606095;0,1807909;-0,1531186;-0,3692758;-0,2692192;-0,1931991;-0,5059634;0,1554061;0,2988439
;2,094622553;-0,640790813;MMP9;matrix metalloproteinase-9 preproprotein [Homo sapiens];0,145;4,84;2;2,701;2,97029703;2;2;2;1;78,4;6,06;Color2 [DarkGray];1;4;;0,5888185;0,1875699;0,03505362;-0,0479199;0,2684145;-0,6646473;-0,135046;-0,1465487;-0,3525877;-0,8731878
;0,008198126;0,002554665;DDR2;discoidin domain-containing receptor 2 isoform X1 [Homo sapiens];0,16;14,69;2;8,375;3,976608187;2;3;2;1;96,7;5,36;Color2 [DarkGray];1;4;;-0,3866488;-0,01472098;0,04210036;0,05828229;0,1838106;-0,02196063;0,1313549;-0,1361046;-0,04878893;-0,02890398
;0,962441196;-0,237145143;UFM1;ubiquitin-fold modifier 1 isoform 1 precursor [Homo sapiens];3,642;6,65;2;4,527;25,88235294;2;2;2;1;9,1;9,31;Color2 [DarkGray];1;4;;0,08095249;-0,2019422;0,05943986;0,2501775;0,5180421;0,1073311;-0,1284429;-0,1722323;-0,06734162;-0,2183702
;1,36389228;-0,376281624;RAB2A;ras-related protein Rab-2A isoform a [Homo sapiens];0,425;12,16;2;6,749;10,8490566;2;3;2;1;23,5;6,54;Color2 [DarkGray];1;4;;0,2931386;0,09952182;0,1707946;0,2556507;-0,1357559;0,1691938;-0,6283507;-0,2524238;-0,0724846;-0,413993
;0,295699042;0,076711374;BOLA2;bolA-like protein 2 isoform X2 [Homo sapiens];0,389;6,81;2;5,747;8,127208481;2;2;2;1;31,3;7,15;Color2 [DarkGray];1;4;;-0,1347784;-0,09081135;-0,1376129;0,00768244;0,2235868;0,1053368;-0,01171552;0,3189313;-0,2180192;0,05709024
;0;NaN;PPM1L;protein phosphatase 1L [Homo sapiens];0,274;6,44;2;4,145;5,277777778;2;2;2;1;41;5,87;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,051362483;-0,097769278;NETO2;neuropilin and tolloid-like protein 2 isoform 1 precursor [Homo sapiens];0,194;13,84;2;5,478;3,238095238;2;5;1;1;59,4;6,81;Color2 [DarkGray];1;4;;0,2401342;0,7424225;-0,6647689;-0,08722869;-0,2092296;-0,06051378;1,745655;-0,1069582;-2,2283;0,1826002
;1,921253572;-0,381897238;C4orf48;neuropeptide-like protein C4orf48 isoform X2 [Homo sapiens];0,778;24,88;2;8,098;11,76470588;2;7;2;1;18,5;9,38;Color2 [DarkGray];1;4;;0,4855545;0,4217797;0,2529303;0,1278396;-0,02519368;0,06265111;-0,06053915;-0,204779;-0,3613493;-0,08255944
;0;NaN;IL10RB;interleukin-10 receptor subunit beta precursor [Homo sapiens];0,468;5,01;2;4,064;6,153846154;2;2;2;1;37;5,17;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,325936628;0,200501381;NXPH4;neurexophilin-4 precursor [Homo sapiens];0,52;10,5;2;7,476;6,493506494;2;3;2;1;33;9,86;Color2 [DarkGray];1;4;;-0,778599;0,2367368;0,0332015;0,2672445;-0,3758781;-0,208491;0,6810021;0,2077326;-0,3024518;0,00742068
;1,392953489;-0,766705783;TAGLN2;transgelin-2 isoform a [Homo sapiens];0,359;10,8;2;7,265;10,45454545;2;3;2;1;24,4;8,25;Color2 [DarkGray];1;4;;-0,1065946;-0,2215747;0,3786611;0,3394643;0,6440731;-0,01731543;-1,062896;-0,8748521;0,1972696;-1,041706
;0;NaN;RBBP9;putative hydrolase RBBP9 [Homo sapiens];0,585;6,09;2;6,947;13,44086022;2;2;2;1;21;6,2;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,058739522;0,041513254;SLC2A13;proton myo-inositol cotransporter [Homo sapiens];0,334;6,73;2;7,143;3,549382716;2;2;2;1;70,3;5,96;Color2 [DarkGray];1;4;;0,2122351;0,03238226;-0,125844;-0,1541117;-0,5077763;-0,006638474;0,2151403;0,3526006;-0,9177041;0,02105333
;0,196596656;0,077765834;ELFN2;protein phosphatase 1 regulatory subunit 29 precursor [Homo sapiens];0,16;13,26;2;5,074;1,951219512;2;4;2;1;89,6;7,62;Color2 [DarkGray];1;4;;0,2609771;0,2244448;-0,08147647;-0,283977;-0,4719157;-0,0817561;0,1710048;-0,004230089;-0,1959613;0,1478246
;0;NaN;CDC42;cell division control protein 42 homolog isoform 2 [Homo sapiens];0,778;7,27;2;7,715;11,51832461;2;2;1;1;21,3;6,04;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0;NaN;HLA-DQB1;HLA class II histocompatibility antigen, DQ beta 1 chain isoform 1 precursor [Homo sapiens];0,425;14;2;7,007;8,045977011;2;4;1;1;29,7;8,7;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,606556955;-0,681023359;DPYSL5;dihydropyrimidinase-related protein 5 [Homo sapiens];0,186;6,34;2;4,542;4,432624113;2;2;2;1;61,4;7,2;Color2 [DarkGray];1;4;;-0,6893046;-0,3615751;0,9238632;1,258063;1,911923;-0,4598184;-0,3575481;-0,528083;0,354763;0,6285397
;0,030230322;-0,01936166;DYNC1I1;cytoplasmic dynein 1 intermediate chain 1 isoform X1 [Homo sapiens];0,274;4,95;2;3,942;4,341085271;2;2;2;1;72,9;5,12;Color2 [DarkGray];1;4;;0,2712199;0,07337964;-0,2669464;-0,2885192;-0,2888504;-0,1165799;0,2380625;-0,01546707;-0,8391281;0,1365877
;1,477398415;-0,820892784;CALCOCO2;calcium-binding and coiled-coil domain-containing protein 2 isoform 1 [Homo sapiens];0,212;7,88;2;3,9;2,978723404;2;3;2;1;55,2;5,11;Color2 [DarkGray];1;4;;0,4414274;0,05419242;0,2764662;0,1904524;0,1794858;-0,1660953;0,006077945;-0,1287811;-1,111952;-1,561689
;1,19455108;-0,189974263;IFNGR1;interferon gamma receptor 1 precursor [Homo sapiens];0,389;10,97;2;4,404;3,067484663;2;4;2;1;54,4;4,91;Color2 [DarkGray];1;4;;0,05811215;0,1364439;0,07381698;0,01685996;-0,0747155;0;-0,3867096;-0,2342358;0,0628268;-0,1812352
;1,231569545;-0,516065989;TAC3;tachykinin-3 isoform 1 preproprotein [Homo sapiens];1,371;25,67;2;13,497;28,09917355;2;6;2;1;13,4;7,34;Color2 [DarkGray];1;4;;0,8989209;0,4706421;0,1724483;-0,06922279;0,08914365;-0,5860277;-0,4126071;0,2655654;0,07576165;-0,36109
;0,516777472;-0,276723576;CALY;neuron-specific vesicular protein calcyon isoform X1 [Homo sapiens];0,995;13,83;2;11,057;10,8;2;3;2;1;26,6;6,86;Color2 [DarkGray];1;4;;0,5793368;0,1040156;0,006871344;-0,02078451;-0,1421311;-0,01260786;-0,5724275;-0,2890407;0,5981483;-0,580382
;0,390560713;0,152912024;C10orf35;uncharacterized protein C10orf35 isoform X2 [Homo sapiens];2,162;8,06;2;8,476;16,56441718;2;3;2;1;17,5;11,06;Color2 [DarkGray];1;4;;0,2263283;-0,1452744;0,06473142;-0,1290488;-0,05116485;-0,09703963;0,4698234;0,4741521;-0,3407747;0,2239705
;0;NaN;POR;NADPH--cytochrome P450 reductase [Homo sapiens];0,136;7,13;2;7,207;4,411764706;2;2;2;1;77;5,58;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,757120425;-0,79431806;MGP;matrix Gla protein isoform 1 precursor [Homo sapiens];1,683;20,88;2;9,612;14,0625;2;6;2;1;15,3;9,32;Color2 [DarkGray];1;4;;-0,001325047;-0,388983;-0,05087167;0,2206508;0,2309667;0,3742423;-0,3790972;0,07591503;-1,734554;-2,297659
;0,331927541;0,144451028;ACVR1B;activin receptor type-1B isoform c precursor [Homo sapiens];0,292;8,1;2;6,003;5,677655678;2;2;2;1;61,4;7,81;Color2 [DarkGray];1;4;;0,2013796;0,2812887;0,02393807;-0,1518452;-0,4824721;0,5196202;-0,1119008;0,3003691;0,06545378;-0,1789981
;0,357813348;-0,100826377;BCAS1;breast carcinoma-amplified sequence 1 isoform X1 [Homo sapiens];0,155;3,67;2;5,6;3,020667727;2;2;2;1;66,7;5,48;Color2 [DarkGray];1;4;;0,1830185;-0,05678892;-0,000388389;0,2182258;0,1828991;0,2451237;-0,03071124;0,2462741;-0,1038322;-0,3340202
;0,548702116;-0,235300215;TNFRSF12A;tumor necrosis factor receptor superfamily member 12A precursor [Homo sapiens];2,162;9,43;2;10,078;13,95348837;2;3;2;1;13,9;8,95;Color2 [DarkGray];1;4;;-0,2117169;-0,2652719;0,03272797;0,2090899;0,1783254;-0,0222721;0,1445974;0,002025565;-0,727715;-0,6299825
;0;NaN;TOR1AIP1;torsin-1A-interacting protein 1 isoform X1 [Homo sapiens];0,15;6,33;2;5,198;3,67278798;2;2;2;1;67,8;7,9;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,120926345;0,103320902;CRIP1;cysteine-rich protein 1 [Homo sapiens];3,642;19,01;2;4,642;19,48051948;2;6;2;1;8,5;8,75;Color2 [DarkGray];1;4;;-0,1179419;-0,8580516;-0,03065529;0,05513909;0,0118534;0,05686887;0,2377971;0,3923058;-1,150702;0,04067868
;0;NaN;GSDMA;gasdermin-A [Homo sapiens];0,233;7,02;2;4,498;4,943820225;2;2;2;1;49,3;5,29;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,171298639;0,159333323;GP1BA;platelet glycoprotein Ib alpha chain precursor [Homo sapiens];0,245;9,91;2;6,723;3,374233129;2;3;2;1;71,5;6,29;Color2 [DarkGray];1;4;;-0,244201;-0,02692384;-0,01624919;-0,604817;1,354109;-0,08414423;0,3514022;-0,1151002;0,621289;0,4851383
;0;NaN;MXRA5;matrix-remodeling-associated protein 5 isoform X1 [Homo sapiens];0,036;6,8;2;5,24;0,94637224;2;2;2;1;315,1;8,51;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,747725144;0,297207169;PRSS8;prostasin preproprotein [Homo sapiens];1,512;10,6;2;6,821;6,12244898;2;3;2;1;36,4;5,85;Color2 [DarkGray];1;4;;0,2908946;-0,3525837;-0,02783651;-0,3818816;-0,574338;0,1760375;0,1454662;0,3763673;0,1526738;-0,4102542
;1,891848604;-0,366174166;FKBP4;peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens];0,172;7,96;2;3,419;3,050108932;2;3;2;1;51,8;5,43;Color2 [DarkGray];1;4;;0,1695458;-0,02918712;0,01898881;0,3797773;0,2850718;0,05063286;-0,4297526;-0,2526071;-0,300312;-0,07463527
;0,727920586;0,453948936;LYSMD3;lysM and putative peptidoglycan-binding domain-containing protein 3 isoform X1 [Homo sapiens];0,52;8,39;2;6,241;8,496732026;2;4;2;1;34,5;5,97;Color2 [DarkGray];1;4;;-0,1383776;-0,06493245;0,04034474;0,1769377;0,131269;-0,3686361;1,086199;0,9885771;-0,1618795;0,8707258
;0,985297473;0,212808854;SUMF1;sulfatase-modifying factor 1 isoform X1 [Homo sapiens];0,359;14,52;2;10,922;5,567928731;2;3;2;1;49,1;6,37;Color2 [DarkGray];1;4;;0,1264083;-0,09467975;-0,269334;-0,05396624;0,004948388;-0,0295651;0,233756;0,4909014;0,09245005;-0,01012134
;0;NaN;MGAT4B;alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B isoform 2 [Homo sapiens];0,186;9,34;2;10,605;5,68383659;2;2;2;1;64,8;8,27;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,105346996;-0,027205162;SVIP;small VCP/p97-interacting protein [Homo sapiens];4,623;13,16;2;10,352;23,37662338;2;4;2;1;8,4;8,91;Color2 [DarkGray];1;4;;0,007287387;-0,1030616;0,08449651;0,04056983;-0,1680738;0,1425348;-0,1650537;0,1046503;-0,3094176;-0,04752117
;0;NaN;STXBP1;syntaxin-binding protein 1 isoform a [Homo sapiens];0,166;7,73;2;6,092;5,306799337;2;2;2;1;68,7;6,77;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0;NaN;PKP1;plakophilin-1 isoform 1a [Homo sapiens];0,108;8,44;2;6,921;3,305785124;2;2;2;1;80,4;8,97;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,404396775;-0,18632236;RBP1;retinol-binding protein 1 isoform a [Homo sapiens];0,52;5,95;2;7,676;11,16751269;2;2;2;1;22,3;6,13;Color2 [DarkGray];1;4;;-0,05690824;-0,07327981;-0,4270138;0,3535109;0,2791145;0,1447343;0,1873953;-0,558863;-0,4621126;-0,1673423
;1,061300547;0,280765579;FAM174A;membrane protein FAM174A isoform X1 [Homo sapiens];1,512;13,15;2;10,185;16,92307692;2;3;2;1;20,6;6,33;Color2 [DarkGray];1;4;;0,02109757;-0,07576169;-0,01374928;-0,2592992;-0,302432;0,007623762;0,2757682;0,5644678;-0,196307;0,1221305
;0,672661921;0,756986268;CSMD3;CUB and sushi domain-containing protein 3 isoform 1 [Homo sapiens];0,048;5,61;2;6,045;0,620447801;2;2;1;1;405,7;6;Color2 [DarkGray];1;4;;0,003856025;-2,141554;-0,110624;-1,815086;0,3142183;-0,4590632;0,5721722;0,1635193;0,3641055;-0,6049917
;0,044816815;-0,026813035;B4GALT6;beta-1,4-galactosyltransferase 6 [Homo sapiens];0,311;10,06;2;4,765;4,188481675;2;4;2;1;44,9;8,43;Color2 [DarkGray];1;4;;-0,1340209;0,005224819;-0,2709548;0,4876188;0,06894536;-0,2817558;0,1509115;0,2673482;-0,492895;0,3791392
;1,772401766;-0,490189952;ITFG3;protein ITFG3 isoform X1 [Homo sapiens];0,274;5,94;2;5,509;4,347826087;2;2;2;1;59,6;6,28;Color2 [DarkGray];1;4;;0,3678342;-0,09060192;0,5767807;0,4030417;0,5358546;-0,006382788;-0,08302509;-0,5638925;0,06932537;-0,07406532
;2,050386532;-0,613518409;YME1L1;ATP-dependent zinc metalloprotease YME1L1 isoform 1 [Homo sapiens];0,129;10,14;2;4,414;2,716688228;2;3;2;1;86,4;8,76;Color2 [DarkGray];1;4;;0,1033285;0,01927716;0,07885719;0,3812373;0,7780217;-0,05706524;-0,5397093;-0,6359296;-0,3150491;-0,1591169
;0;NaN;PPP3R1;calcineurin subunit B type 1 [Homo sapiens];0,778;7,43;2;8,018;12,94117647;2;2;2;1;19,3;4,81;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,272327171;0,148527782;STIP1;stress-induced-phosphoprotein 1 isoform a [Homo sapiens];0,129;7,68;2;3,829;2,372881356;2;3;2;1;68;7,74;Color2 [DarkGray];1;4;;-0,3001245;-0,2480016;-0,04940637;0,1795641;0,6341926;0,02873469;0,06193147;0,7657745;-0,1132065;0,215629
;0;NaN;RAB7A;ras-related protein Rab-7a [Homo sapiens];0,389;6,83;2;6,108;12,07729469;2;2;2;1;23,5;6,7;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,120999082;-0,158751746;SPINK1;pancreatic secretory trypsin inhibitor precursor [Homo sapiens];3,642;15,01;2;8,894;31,64556962;2;3;2;1;8,5;7,61;Color2 [DarkGray];1;4;;-1,033789;0,02921476;-0,0411389;-0,02282884;1,67321;0,09740946;-0,3554312;-0,2725237;-0,4807429;0,8221979
;0,656031;-0,185420649;SNX12;sorting nexin-12 isoform 1 [Homo sapiens];0,668;8,46;2;5,329;12,34567901;2;3;2;1;18,9;8,44;Color2 [DarkGray];1;4;;0,1835504;-0,0614685;0,05019259;0,2405759;-0,1132029;0,1247428;-0,533321;0,1023753;-0,2436405;-0,07761232
;0,104332279;-0,075016174;RAB4A;ras-related protein Rab-4A isoform 1 [Homo sapiens];0,425;11,16;2;8,28;9,633027523;2;3;1;1;24,4;6,07;Color2 [DarkGray];1;4;;-0,03260178;0,2245742;0,08557927;-0,1519043;-0,7984169;-0,9636521;-0,144162;0,1336389;-0,2018276;0,1281525
;0,296793937;0,505602754;FABP1;fatty acid-binding protein, liver [Homo sapiens];0,931;12,36;2;6,763;16,53543307;2;3;2;1;14,2;7,18;Color2 [DarkGray];1;4;;-1,149266;-0,6835033;-0,5629363;-0,05516482;2,260005;-0,6425589;1,066748;-0,1390877;0,4345421;1,617505
;1,801815424;-0,773117109;S1PR1;sphingosine 1-phosphate receptor 1 isoform X1 [Homo sapiens];0,389;12,93;2;6,327;5,497382199;2;4;2;1;42,8;9,5;Color2 [DarkGray];1;4;;0,3552749;0,06401446;0,2722486;0,3887741;0,1219094;0,0324761;-0,2567005;-0,2442098;-0,890596;-1,304334
;2,748988432;0,529476282;DDRGK1;DDRGK domain-containing protein 1 precursor [Homo sapiens];0,52;17,07;2;11,585;10,1910828;2;3;2;1;35,6;5,12;Color2 [DarkGray];1;4;;-0,1525136;-0,3275706;-0,4099402;-0,1028431;-0,1881077;0,1005767;0,346385;0,6479061;0,1087679;0,2627706
;0,057142453;-0,031620978;CCDC112;coiled-coil domain-containing protein 112 isoform 1 precursor [Homo sapiens];0,212;5,99;2;5,241;1,701323251;2;2;2;1;61,9;9,55;Color2 [DarkGray];1;4;;0,1075482;-0,115056;0,07237846;-0,1822064;-0,09788981;-0,8129568;0,04345473;0,01924118;0,2576294;0,119301
;0,812854237;-0,27966537;PPIC;peptidyl-prolyl cis-trans isomerase C precursor [Homo sapiens];1,512;11,36;2;7,752;9,905660377;2;3;2;1;22,7;8,4;Color2 [DarkGray];1;4;;0,1000155;-0,04523624;0,03467405;0,07064132;0,07578629;0,04258636;-0,4736147;-0,3557085;0,2941334;-0,6698426
;0,595506146;-0,267384456;ARL8B;ADP-ribosylation factor-like protein 8B [Homo sapiens];0,585;8,12;2;7,819;13,44086022;2;2;2;1;21,5;8,43;Color2 [DarkGray];1;4;;0,2811273;0,2588926;-0,06761095;0,519267;-0,1005317;-0,1385163;-0,4664204;-0,047457;0,5795971;-0,3729814
;0,082106369;-0,04283306;FKBP2;peptidyl-prolyl cis-trans isomerase FKBP2 precursor [Homo sapiens];1,154;11,32;2;7,606;18,30985915;2;3;2;1;15,6;9,13;Color2 [DarkGray];1;4;;0,3022401;-0,09378731;0,04984273;0,1371029;-0,3567293;-0,08936861;0,3520871;0,1463303;-0,5745816;-0,009963313
;0,000941156;0,000513718;STC1;stanniocalcin-1 precursor [Homo sapiens];0,668;12,43;2;8,517;9,311740891;2;3;2;1;27,6;7,99;Color2 [DarkGray];1;4;;-0,1960164;0,1521011;-0,1240587;-0,0543581;0,366372;-0,4230294;-0,04649756;0,02380527;0,06067169;0,5316585
;1,42706156;-0,505921673;MPZL1;myelin protein zero-like protein 1 isoform a precursor [Homo sapiens];0,778;9,45;2;5,115;8,178438662;2;3;2;1;29,1;8,72;Color2 [DarkGray];1;4;;0,3741548;0,03908572;0,05238546;0,1261377;-0,07991924;0,06092133;-0,7252358;-0,5755727;0,03587537;-0,8137521
;1,271446505;-0,278625438;PRSS27;serine protease 27 precursor [Homo sapiens];0,425;5,62;2;5,03;7,586206897;2;2;2;1;31,9;8,13;Color2 [DarkGray];1;4;;0,3248131;0,430985;0,162716;-0,01896742;-0,1187359;0,1419754;-0,155452;-0,1771417;-0,1692006;-0,2524974
;0,295249184;-0,164478216;MFAP4;microfibril-associated glycoprotein 4 isoform 1 precursor [Homo sapiens];1,371;74,41;2;15,013;8,960573477;2;17;2;1;31,1;5,66;Color2 [DarkGray];1;4;;0,2743234;-0,09536143;0,1540371;0,3470056;-0,4140657;0,05501361;-0,3050776;0,5146695;-0,1891234;-0,6319342
;1,745670109;0,580564714;HMP19;neuron-specific protein family member 2 [Homo sapiens];1,154;9,37;2;9,231;15,78947368;2;2;2;1;19,1;9,38;Color2 [DarkGray];1;4;;0,2680004;-0,2718366;-0,3951381;-0,2824037;-0,428845;-0,06056641;0,4982159;0,5647976;0,7164382;0,07371517
;0,964628883;0,350787407;PLEC;plectin isoform X3 [Homo sapiens];0,016;8,55;2;6,31;0,597142248;2;3;2;1;532,1;5,97;Color2 [DarkGray];1;4;;-0,03447268;-0,2551376;0,1431216;-0,4960005;-0,08401389;0,1124468;0,03098211;0,3798356;0,7243516;-0,2201822
;0,644933663;0,185497742;TNFSF13B;tumor necrosis factor ligand superfamily member 13B isoform 1 [Homo sapiens];0,389;7,31;2;7,176;7,719298246;2;2;2;1;31,2;6,25;Color2 [DarkGray];1;4;;-0,3456354;0,3339576;-0,3405293;-0,07918459;0,1712579;0,1448897;0,1681348;0,2578499;0,0649427;0,03153783
;0;NaN;CMIP;C-Maf-inducing protein isoform C-Mip [Homo sapiens];0,172;4,52;2;5,388;3,751617076;2;2;2;1;86,3;6,7;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,274242371;-0,126500504;CGA;glycoprotein hormones alpha chain isoform 1 precursor [Homo sapiens];1,512;4,94;2;3,573;10,20408163;2;2;2;1;16,3;8,47;Color2 [DarkGray];1;4;;-0,07776042;0,0148839;-0,1234386;-0,1032489;0,2810836;-0,5232247;0,138254;0,4227842;-0,4358386;-0,2429578
;0,492634928;0,186841917;NMB;neuromedin-B isoform 2 preproprotein [Homo sapiens];1,512;5,24;2;4,856;13,63636364;2;4;2;1;16,3;10,9;Color2 [DarkGray];1;4;;0,1191488;-0,06221268;-0,02111274;-0,224821;0,1143972;0,04489735;0,6078479;0,4642131;-0,318777;0,06142789
;0;NaN;RAB3A;ras-related protein Rab-3A [Homo sapiens];0,468;10,83;2;8,103;8,636363636;2;3;1;1;25;5,03;Color2 [DarkGray];1;4;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;0,405008208;-0,120180936;B3GAT1;galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 isoform X2 [Homo sapiens];0,389;5,46;2;4,968;5,763688761;2;2;2;1;39,7;9,33;Color2 [DarkGray];1;4;;0,2690994;-0,005556871;0,3012665;0,05420336;-0,2970544;-0,12234;0,09308659;0,1269453;-0,07320924;-0,3034293
;0,300162359;-0,073666329;CS;citrate synthase, mitochondrial precursor [Homo sapiens];0,292;5,27;2;5,411;5,579399142;2;2;2;1;51,7;8,32;Color2 [DarkGray];1;4;;0,1643935;-0,1044264;0,3846611;0,004608817;0,09064372;0,222854;0,01496901;0,1305216;-0,06433414;-0,1324613
